RBD,NOM_RBD,COD_ENSE2,COD_COM_RBD,COD_PRO_RBD,PROM_ASIS,PROM_ASIS_REP
1377,ESCUELA NUESTRO MUNDO,2,5501,55,76.5977011494253,72.7272727272727
1378,ESCUELA BASICA ABEL GUERRERO AGUIRRE,2,5501,55,75.6409090909091,36.5
1384,COLEGIO CUMBRES DE BOCO,2,5501,55,90.0636363636364,84.0
1385,ESCUELA BASICA LA PALMA,2,5501,55,83.7368421052632,68.9130434782609
1389,ESCUELA CRISTINA DURAN,2,5501,55,83.92,77.3333333333333
1390,ESCUELA BASICA LAS PATAGUAS,2,5501,55,79.4736842105263,45.0
1392,COLEGIO FRANCISCO DE MIRANDA,2,5501,55,87.8888888888889,81.5
1392,COLEGIO FRANCISCO DE MIRANDA,5,5501,55,87.4886363636364,75.6666666666667
1393,COLEGIO NIÑO JESUS DE PRAGA,5,5501,55,90.7966101694915,31.0
1394,ESCUELA PART. SAGRADOS CORAZONES,2,5502,55,88.1444444444444,76.6
1395,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,2,5501,55,87.5491803278689,82.0
1395,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,5,5501,55,86.8668831168831,83.4
1397,ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE,2,5501,55,81.6150341685649,65.8333333333333
1397,ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE,7,5501,55,82.9262820512821,69.7391304347826
1400,CTRO. DE ESTUDIOS PARA JOVENES Y ADULTOS EDUCACION PARA TODOS,3,5501,55,88.0588235294118,83.75
1400,CTRO. DE ESTUDIOS PARA JOVENES Y ADULTOS EDUCACION PARA TODOS,6,5501,55,87.3544303797468,80.8823529411765
1404,INSTITUTO RAFAEL ARIZTIA,2,5501,55,91.7508731082654,80.0
1405,COLEGIO INGLES DE QUILLOTA,2,5501,55,84.9981785063752,68.0
1405,COLEGIO INGLES DE QUILLOTA,5,5501,55,90.5307692307692,63.4444444444444
1412,COLEGIO ROBERT AND ROSE,2,5501,55,86.5770750988142,92.0
1412,COLEGIO ROBERT AND ROSE,5,5501,55,90.2903225806452,63.0
1414,COLEGIO LEONARDO DA VINCI,2,5504,55,87.1908713692946,65.1666666666667
1414,COLEGIO LEONARDO DA VINCI,3,5504,55,97.0588235294118,96.6666666666667
1414,COLEGIO LEONARDO DA VINCI,5,5504,55,83.5486725663717,74.7142857142857
1414,COLEGIO LEONARDO DA VINCI,6,5504,55,96.4347826086957,93.8
1421,LICEO SAN ISIDRO,2,5504,55,100.0,100.0
1422,LICEO PEDRO DE VALDIVIA,3,5502,55,83.4090909090909,50.0
1422,LICEO PEDRO DE VALDIVIA,5,5502,55,79.5064935064935,29.6153846153846
1422,LICEO PEDRO DE VALDIVIA,6,5502,55,78.3888888888889,48.5
1422,LICEO PEDRO DE VALDIVIA,7,5502,55,79.1944444444444,19.0
1422,LICEO PEDRO DE VALDIVIA,7,5502,55,82.0333333333333,24.25
1423,ESCUELA BASICA JOSEFINA HUICI,2,5502,55,91.4285714285714,5.0
1425,LICEO BICENTENARIO COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,2,5502,55,89.2518796992481,78.4285714285714
1425,LICEO BICENTENARIO COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,5,5502,55,87.8625,82.3
1425,LICEO BICENTENARIO COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,7,5502,55,87.219512195122,65.0
1427,ESCUELA BASICA PALESTINA,2,5502,55,87.041958041958,57.25
1430,ESCUELA BASICA GABRIELA MISTRAL,2,5502,55,82.4968944099379,62.8
1431,ESCUELA BASICA SANTA ROSA DEL HUERTO,2,5502,55,86.6137566137566,57.8333333333333
1433,ESCUELA BASICA EL LIBERTADOR,2,5502,55,83.9752066115702,38.8333333333333
1436,LICEO PARTICULAR SAN JOSE,2,5502,55,87.0305755395683,42.5
1437,COLEGIO TERESA BROWN DE ARIZTIA,2,5502,55,88.4303534303534,73.0
1437,COLEGIO TERESA BROWN DE ARIZTIA,5,5502,55,88.2038461538462,62.2
1438,COLEGIO SAULO DE TARSO,2,5502,55,70.8760330578512,10.0
1438,COLEGIO SAULO DE TARSO,6,5502,55,77.7727272727273,19.0
1442,COLEGIO JOHN CRANE,2,5502,55,89.0,58.0
1443,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,7,5502,55,86.7978142076503,58.5
1444,LICEO MUNICIPAL JUAN RUSQUE PORTAL,2,5506,55,89.5021097046414,28.0
1444,LICEO MUNICIPAL JUAN RUSQUE PORTAL,5,5506,55,90.8011049723757,55.7142857142857
1445,COLEGIO EL MELÓN,2,5506,55,94.0171919770774,54.0
1445,COLEGIO EL MELÓN,5,5506,55,96.4299516908213,32.0
1447,ESCUELA BASICA ULDA ARACENA GONZALEZ,2,5506,55,92.2461059190031,74.0
1449,COLEGIO CARMELITA FELIPE CORTÉS,2,5506,55,81.6987577639752,87.0
1449,COLEGIO CARMELITA FELIPE CORTÉS,7,5506,55,84.0782918149466,30.0
1450,COLEGIO SANTA ISABEL,2,5506,55,87.3457249070632,68.5714285714286
1450,COLEGIO SANTA ISABEL,5,5506,55,85.5358649789029,58.8
1453,LICEO MUNICIPAL LUIS LABORDA,2,5503,55,86.7247191011236,83.5
1453,LICEO MUNICIPAL LUIS LABORDA,5,5503,55,88.1512605042017,64.7142857142857
1453,LICEO MUNICIPAL LUIS LABORDA,6,5503,55,65.1666666666667,34.5
1457,ESCUELA BASICA BENJAMIN MATTE LARRAIN,2,5503,55,91.7769784172662,45.0
1464,LICEO DE LIMACHE,5,5802,58,83.2728937728938,64.2142857142857
1464,LICEO DE LIMACHE,6,5802,58,67.3461538461538,35.2
1464,LICEO DE LIMACHE,7,5802,58,87.4695652173913,57.6666666666667
1464,LICEO DE LIMACHE,7,5802,58,82.3448275862069,44.5
1465,ESCUELA COEDUC TTE HERNAN MERINO CORREA,2,5802,58,85.4758269720102,73.3
1466,ESCUELA SUPERIOR MIXTA Nº 88,2,5802,58,87.7752100840336,71.25
1467,LICEO BICENTENARIO COLEGIO PASIÓN DE JESÚS DE LIMACHE,2,5802,58,83.2801302931596,76.0
1468,COLEGIO BRASILIA,2,5802,58,76.9954337899543,70.5555555555556
1468,COLEGIO BRASILIA,5,5802,58,77.2586206896552,56.3076923076923
1472,ESCUELA BASICA LOS MAITENES,2,5802,58,82.828125,47.2857142857143
1473,ESCUELA TABOLANGO,2,5802,58,86.1538461538462,74.6666666666667
1474,ESCUELA BASICA PUENTE COLMO,2,5103,51,90.9822064056939,69.0
1478,COLEGIO DE LA SANTA CRUZ,2,5802,58,89.4707792207792,71.3333333333333
1478,COLEGIO DE LA SANTA CRUZ,5,5802,58,91.0357142857143,88.25
1482,COLEGIO LIMACHE COLLEGE,5,5802,58,87.4876543209877,61.0
1484,ESCUELA PARTICULAR INST. SANTA MARIA,2,5802,58,88.6686390532544,75.0
1489,LICEO DE OLMUE,5,5803,58,81.3908629441624,49.2
1491,ESCUELA BASICA LO NARVAEZ,2,5803,58,89.1428571428571,49.0
1500,COLEGIO PART. IGNACIO CARRERA PINTO,5,5803,58,91.104347826087,70.2857142857143
1500,COLEGIO PART. IGNACIO CARRERA PINTO,7,5803,58,89.2222222222222,1.0
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,7,5101,51,73.295690936107,31.5952380952381
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,8,5101,51,41.5714285714286,12.8125
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,7,5101,51,76.5470085470085,28.7142857142857
1502,INST.SUP.COMERCIO FCO.ARAYA BENNET,7,5101,51,71.2083333333333,13.5
1503,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,5,5101,51,79.770325203252,54.5428571428571
1503,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,7,5101,51,81.911877394636,44.1666666666667
1504,LICEO TÉCNICO DE VALPARAÍSO,6,5101,51,90.0714285714286,61.0
1504,LICEO TÉCNICO DE VALPARAÍSO,8,5101,51,92.1875,56.5
1504,LICEO TÉCNICO DE VALPARAÍSO,7,5101,51,92.086118251928,50.7
1504,LICEO TÉCNICO DE VALPARAÍSO,8,5101,51,83.4054054054054,56.6363636363636
1506,CENTRO EDUCATIVO FLORIDA,2,5101,51,82.9255319148936,59.8571428571429
1507,CENTRO EDUCATIVO HORIZONTE,3,5101,51,95.4494382022472,91.1666666666667
1507,CENTRO EDUCATIVO HORIZONTE,6,5101,51,91.9427083333333,89.8522727272727
1511,CENTRO EDUCATIVO REINO DE SUECIA,2,5101,51,85.0,62.8333333333333
1514,ESCUELA HERNAN OLGUIN,2,5101,51,80.3349753694581,67.4444444444444
1515,LICEO EDUARDO DE LA BARRA,5,5101,51,88.6252220248668,73.9615384615385
1515,LICEO EDUARDO DE LA BARRA,6,5101,51,72.21875,25.0
1516,LICEO TECNOLÓGICO ALFREDO NAZAR FERES,2,5101,51,75.0980392156863,70.5789473684211
1516,LICEO TECNOLÓGICO ALFREDO NAZAR FERES,7,5101,51,76.7894736842105,66.8888888888889
1517,LICEO MATILDE BRANDAU DE ROSS,2,5101,51,94.5843137254902,73.8
1517,LICEO MATILDE BRANDAU DE ROSS,5,5101,51,94.4578313253012,72.5
1518,LICEO MARIA LUISA BOMBAL,2,5101,51,77.8023952095808,49.8
1518,LICEO MARIA LUISA BOMBAL,7,5101,51,76.3241379310345,50.75
1519,LICEO TECNICO PROFESIONAL BARON,2,5101,51,69.875,2.0
1519,LICEO TECNICO PROFESIONAL BARON,7,5101,51,75.6534653465347,62.6
1519,LICEO TECNICO PROFESIONAL BARON,8,5101,51,44.2592592592593,41.1666666666667
1520,LICEO BICENTENARIO MARITIMO DE VALPARAISO,2,5101,51,86.6590909090909,75.0
1520,LICEO BICENTENARIO MARITIMO DE VALPARAISO,5,5101,51,85.9032967032967,64.4545454545455
1521,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,2,5101,51,84.3240223463687,76.1333333333333
1521,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,5,5101,51,85.7880794701987,71.5882352941177
1521,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,7,5101,51,94.2564102564103,85.0
1522,COLEGIO PEDRO MONTT,2,5101,51,91.5886075949367,50.0
1522,COLEGIO PEDRO MONTT,5,5101,51,87.9782608695652,46.0
1524,ESCUELA REPUBLICA ARABE SIRIA,2,5101,51,86.5082872928177,54.5555555555556
1525,LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO,2,5101,51,86.6551724137931,85.0
1525,LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO,7,5101,51,86.3238095238095,89.0
1525,LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO,7,5101,51,86.5250501002004,74.4090909090909
1528,ESCUELA GASPAR CABRALES,2,5101,51,90.5582329317269,48.25
1529,ESCUELA GRECIA,2,5101,51,76.4185606060606,49.6
1533,ESCUELA ALEMANIA,2,5101,51,83.3369963369963,45.5833333333333
1534,ESCUELA REPUBLICA DEL URUGUAY,2,5101,51,84.2141327623126,59.0714285714286
1537,ESCUELA RAMON BARROS LUCO,2,5101,51,86.858024691358,66.25
1540,ESCUELA BLAS CUEVAS RAMON ALLENDE,2,5101,51,88.6612903225806,71.0
1541,ESCUELA REPUBLICA DE EL SALVADOR,2,5101,51,83.7142857142857,55.1818181818182
1542,ESCUELA JOAQUIN EDWARDS BELLO,2,5101,51,80.1590296495957,53.4
1542,ESCUELA JOAQUIN EDWARDS BELLO,5,5101,51,78.8684210526316,37.0
1547,ESCUELA CARABINERO PEDRO A.CARIAGA M.,2,5101,51,76.3818181818182,82.0
1548,ESCUELA DIEGO PORTALES PALAZUELOS,2,5101,51,77.44,68.3333333333333
1549,ESCUELA REPUBLICA DE MEXICO,2,5101,51,87.1350210970464,66.6428571428571
1549,ESCUELA REPUBLICA DE MEXICO,5,5101,51,89.5693430656934,77.0
1549,ESCUELA REPUBLICA DE MEXICO,6,5101,51,61.2432432432432,31.7777777777778
1549,ESCUELA REPUBLICA DE MEXICO,7,5101,51,83.1923076923077,54.5
1550,ESCUELA PACIFICO,2,5101,51,75.4078947368421,76.25
1551,ESCUELA MONTEDONICO,2,5101,51,75.7153846153846,53.3333333333333
1553,ESCUELA ESPANA,2,5101,51,80.5375375375375,17.0
1554,COLEGIO PABLO NERUDA,2,5101,51,79.8042328042328,72.25
1555,ESCUELA REPUBLICA DE ISRAEL,2,5101,51,79.2357142857143,82.0
1557,ESCUELA VILLA BERLIN,2,5101,51,92.2817679558011,85.0
1567,ESCUELA BASICA DAVID BEN GURION,2,5101,51,92.4390243902439,49.2
1568,ESCUELA REPUBLICA ARGENTINA,2,5101,51,91.0961538461538,77.6
1570,ESCUELA BASICA CIRUJANO VIDELA,2,5101,51,71.1263940520446,21.0
1573,ESCUELA DR. ERNESTO QUIROZ WEBER,2,5101,51,83.4027777777778,59.625
1578,ESCUELA TTE. JULIO A. ALLENDE OVALLE,2,5101,51,81.5878787878788,75.6666666666667
1579,LICEO SANTA TERESA,2,5101,51,78.246963562753,47.0
1581,LICEO JUANA ROSS DE EDWARDS,2,5101,51,96.0126050420168,84.0
1581,LICEO JUANA ROSS DE EDWARDS,5,5101,51,95.4815864022663,87.0
1582,COLEGIO LUTERANO CONCORDIA,2,5101,51,87.5816326530612,76.6
1582,COLEGIO LUTERANO CONCORDIA,5,5101,51,90.4210526315789,77.4285714285714
1583,COLEGIO JEANNE DARC VALPARAISO,2,5101,51,87.5608856088561,52.8
1584,COLEGIO NOCTURNO RUBEN CASTRO,6,5101,51,71.037037037037,45.9210526315789
1585,LICEO COEDUCACIONAL LA IGUALDAD,2,5101,51,82.6158088235294,60.0
1585,LICEO COEDUCACIONAL LA IGUALDAD,5,5101,51,82.3354838709677,69.75
1586,COLEGIO CARLOS COUSINO,2,5101,51,88.8181818181818,82.3333333333333
1586,COLEGIO CARLOS COUSINO,5,5101,51,89.9477351916376,88.9090909090909
1587,COLEGIO MARIA AUXILIADORA,2,5101,51,88.9961759082218,74.0
1587,COLEGIO MARIA AUXILIADORA,5,5101,51,89.4864864864865,10.0
1588,COLEGIO NTRA.SRA.DE LA MISERICORDIA,2,5101,51,84.9029126213592,48.0
1590,COLEGIO SALESIANO VALPARAISO,2,5101,51,88.7890855457227,63.9285714285714
1590,COLEGIO SALESIANO VALPARAISO,5,5101,51,89.4531722054381,53.6666666666667
1590,COLEGIO SALESIANO VALPARAISO,7,5101,51,87.6042031523643,56.4642857142857
1593,ESCUELA PARTICULAR SANTA ANA,2,5101,51,84.438679245283,61.875
1595,COLEGIO ARTURO EDWARDS,2,5101,51,88.8477443609023,82.3076923076923
1596,COLEGIO SAN IGNACIO DE LOYOLA,2,5101,51,85.3079526226734,67.3333333333333
1597,ESCUELA PARTICULAR SAN LUIS,2,5101,51,85.7544910179641,67.4
1597,ESCUELA PARTICULAR SAN LUIS,6,5101,51,61.0869565217391,29.5
1598,COLEGIO PARTICULAR ADVENTISTA,2,5101,51,83.0649350649351,61.0
1599,COLEGIO SAGRADO CORAZON DE JESUS,2,5101,51,80.1612903225806,64.1111111111111
1602,COLEGIO ESPERANZA,2,5101,51,93.804347826087,86.0
1603,COLEGIO PARTICULAR SAN PIO X,2,5101,51,85.3767123287671,71.5
1604,COLEGIO LEONARDO MURIALDO,5,5101,51,87.865671641791,54.6666666666667
1607,COLEGIO TERESITA DE LISIEUX,2,5101,51,87.9243027888446,58.0
1607,COLEGIO TERESITA DE LISIEUX,5,5101,51,90.5675675675676,30.0
1609,ESC PART FRAY LUIS BELTRAN,2,5101,51,86.1557093425606,62.75
1610,COLEGIO ALBERTO HURTADO SEGUNDO,2,5101,51,90.347280334728,71.6875
1610,COLEGIO ALBERTO HURTADO SEGUNDO,5,5101,51,88.6820512820513,60.2
1619,COLEGIO PARTICULAR JUNIOR SCHOOL 2,2,5101,51,88.2086720867209,71.0
1619,COLEGIO PARTICULAR JUNIOR SCHOOL 2,5,5101,51,93.8141592920354,83.0
1620,COLEGIO MIGUEL DE UNAMUNO,2,5101,51,94.4568245125348,90.6666666666667
1629,COLEGIO INTERNACIONAL,5,5101,51,84.3947368421053,55.0
1631,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",5,5109,51,92.6045197740113,94.0
1632,COL. IDA.CONCEPC. NTRA.SRA.LOURDES,2,5101,51,84.8980891719745,54.6666666666667
1632,COL. IDA.CONCEPC. NTRA.SRA.LOURDES,5,5101,51,87.5757575757576,72.5
1634,SEMINARIO SAN RAFAEL,5,5101,51,93.7480620155039,88.0
1635,COLEGIO AGUSTIN EDWARDS,2,5101,51,85.4724409448819,85.3333333333333
1635,COLEGIO AGUSTIN EDWARDS,5,5101,51,85.6,81.0
1638,SCUOLA ITALIANA ARTURO DELL´ORO,2,5101,51,93.3137254901961,91.0
1638,SCUOLA ITALIANA ARTURO DELL´ORO,5,5101,51,93.421686746988,84.5
1641,COLEGIO SAN PEDRO NOLASCO,5,5101,51,94.3801652892562,86.0
1653,COLEGIO SAN VICENTE,2,5101,51,87.1338028169014,71.0
1653,COLEGIO SAN VICENTE,5,5101,51,89.9928057553957,84.5
1657,COLEGIO PRESB. DAVID TRUMBULL,2,5101,51,85.6732283464567,70.0
1663,INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,5,5109,51,80.051948051948,58.4186046511628
1663,INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,7,5109,51,82.2991452991453,54.0
1664,LICEO INDUSTRIAL MIRAFLORES ALTO,7,5109,51,73.1402877697842,48.8333333333333
1664,LICEO INDUSTRIAL MIRAFLORES ALTO,7,5109,51,77.5,53.0
1666,C.E.I.A. LOS CASTANOS,3,5109,51,82.0,28.5
1666,C.E.I.A. LOS CASTANOS,3,5109,51,61.0,24.8
1666,C.E.I.A. LOS CASTANOS,6,5109,51,74.7654320987654,53.04
1667,ESCUELA ESPECIAL ADOLFO TANNENBAUM B.,2,5109,51,81.0355555555556,63.3333333333333
1672,LICEO BICENTENARIO JOSÉ FRANCISCO VERGARA ETCHEVERS,5,5109,51,76.7398843930636,59.0
1672,LICEO BICENTENARIO JOSÉ FRANCISCO VERGARA ETCHEVERS,6,5109,51,70.5344827586207,29.9230769230769
1672,LICEO BICENTENARIO JOSÉ FRANCISCO VERGARA ETCHEVERS,7,5109,51,76.3541666666667,20.0
1674,LICEO BENJAMIN VICUNA MACKENNA,7,5109,51,78.4714285714286,49.0
1674,LICEO BENJAMIN VICUNA MACKENNA,7,5109,51,76.2788461538462,65.5
1674,LICEO BENJAMIN VICUNA MACKENNA,7,5109,51,79.6,34.0
1675,LICEO GUILLERMO RIVERA COTAPOS,2,5109,51,87.2181818181818,81.25
1675,LICEO GUILLERMO RIVERA COTAPOS,5,5109,51,86.4377104377104,83.2173913043478
1675,LICEO GUILLERMO RIVERA COTAPOS,6,5109,51,77.8888888888889,63.6486486486486
1676,LICEO BICENTENARIO DE VIÑA DEL MAR,2,5109,51,73.8490566037736,61.3333333333333
1676,LICEO BICENTENARIO DE VIÑA DEL MAR,5,5109,51,78.9871977240398,64.325
1677,ESCUELA BASICA REPUBLICA DEL ECUADOR,2,5109,51,89.375,87.0769230769231
1678,ESCUELA UNESCO,2,5109,51,84.7380952380952,63.8571428571429
1680,ESCUELA ORLANDO PENA CARVAJAL,2,5109,51,81.17,56.2
1681,COLEGIO REPUBLICA DE COLOMBIA,2,5109,51,84.4779116465863,74.0
1681,COLEGIO REPUBLICA DE COLOMBIA,5,5109,51,81.089552238806,59.1176470588235
1681,COLEGIO REPUBLICA DE COLOMBIA,7,5109,51,79.5254237288136,65.5555555555556
1682,COLEGIO MIRAFLORES,2,5109,51,84.3237179487179,56.4
1683,ESCUELA BASICA SANTA JULIA,2,5109,51,90.6266233766234,80.6666666666667
1684,ESCUELA LIBERTADOR BERNARDO O^HIGGINS,2,5109,51,88.3621495327103,77.4166666666667
1685,ESCUELA DR. OSCAR MARIN SOCIAS,2,5109,51,76.8290598290598,64.7777777777778
1686,ESCUELA TEODORO LOWEY,2,5109,51,86.6658031088083,80.0
1688,ESCUELA ALMIRANTE LUIS GOMEZ CARRENO,2,5109,51,87.4940711462451,58.8333333333333
1689,ESCUELA ORO NEGRO,2,5103,51,81.3616161616162,56.75
1691,ESCUELA LORD COCHRANE,2,5109,51,87.1929824561404,74.4444444444444
1692,ESCUELA ARTURO PRAT CHACON,2,5109,51,89.960498960499,80.2222222222222
1693,ESCUELA BASICA 21 DE MAYO,2,5109,51,89.1654676258993,74.0
1695,ESCUELA PEDRO AGUIRRE CERDA,2,5109,51,85.0961538461538,75.8333333333333
1696,ESCUELA BASICA CHORRILOS,2,5109,51,78.6105263157895,58.0
1697,ESCUELA GASTON OSSA SAINT MARIE,2,5109,51,82.1633986928105,26.5
1698,ESCUELA PAUL HARRIS,2,5109,51,82.9354838709677,72.4545454545455
1699,ESCUELA BASICA IRMA SALAS SILVA,2,5103,51,83.908077994429,67.4285714285714
1700,ESCUELA DOCTOR ADRIANO MACHADO PARDO,2,5109,51,87.0704225352113,75.5
1701,ESCUELA LA PARVA,2,5109,51,90.0403225806452,85.6666666666667
1702,ESCUELA CANAL BEAGLE,2,5109,51,91.3145161290323,74.0
1703,ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA,2,5109,51,88.7251184834123,73.5
1704,ESCUELA BASICA JOHN KENNEDY,2,5109,51,87.1525423728814,81.3333333333333
1705,ESCUELA PRESIDENTE SALVADOR ALLENDE,2,5109,51,93.0452488687783,85.8
1707,ESCUELA MINISTRO ZENTENO,2,5109,51,85.6757679180887,65.2272727272727
1708,ESCUELA ENRIQUE CARDENAS RIVERA,2,5109,51,85.9009433962264,73.5
1709,ESCUELA PATRICIO LYNCH Z.,2,5109,51,77.7857142857143,31.5
1710,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,3,5109,51,75.375,47.0
1710,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,3,5109,51,66.6153846153846,42.0
1710,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,6,5109,51,64.1547619047619,33.5
1714,ESCUELA SANTA MARIA DE AGUA SANTA,2,5109,51,62.4666666666667,30.0
1718,ESCUELA EDUARDO LEZANA PINCHEIRA,2,5109,51,83.4864864864865,62.75
1720,ESCUELA MARCELA PAZ,2,5109,51,85.7414634146341,30.0
1721,ESCUELA BASICA REPUBLICA DEL LIBANO,2,5109,51,88.0,81.0
1722,ESCUELA BASICA DR ALDO FRANCIA BOIDO,2,5109,51,84.9921875,81.625
1724,ESCUELA PRESIDENTE EDUARDO FREI MONTALVA,2,5109,51,84.6173184357542,75.6666666666667
1728,ESCUELA BASICA LUISA NIETO DE HAMEL,2,5109,51,79.6714285714286,42.0
1734,COLEGIO RUBEN CASTRO-DIURNO,2,5109,51,88.6435483870968,75.25
1734,COLEGIO RUBEN CASTRO-DIURNO,5,5109,51,89.3498349834984,75.0
1735,LICEO PARROQUIAL SAN ANTONIO,2,5109,51,88.6514018691589,76.0
1735,LICEO PARROQUIAL SAN ANTONIO,5,5109,51,86.2630522088353,71.8
1738,LICEO NUESTRA SRA.DE LA PAZ,2,5109,51,88.135,77.3333333333333
1738,LICEO NUESTRA SRA.DE LA PAZ,5,5109,51,88.1721854304636,59.8571428571429
1739,ESC. DE TRIPULANTES Y PORTUARIA DE VALPARAISO,7,5101,51,82.640625,62.4
1739,ESC. DE TRIPULANTES Y PORTUARIA DE VALPARAISO,7,5101,51,85.7593818984547,69.3571428571429
1741,LICEO SANTA TERESA DE LOS ANDES,2,5109,51,93.5081433224756,72.5
1741,LICEO SANTA TERESA DE LOS ANDES,5,5109,51,88.6013071895425,60.6666666666667
1742,COLEGIO SAN AGUSTIN,2,5109,51,86.9203539823009,78.1428571428571
1742,COLEGIO SAN AGUSTIN,5,5109,51,88.3481481481482,64.1666666666667
1743,COL.PARROQUIAL SANTA MARIA GORETTI,2,5103,51,83.8538461538461,73.2
1743,COL.PARROQUIAL SANTA MARIA GORETTI,5,5103,51,82.75,66.3333333333333
1748,COLEGIO ESPANOL MARIA REINA,2,5109,51,90.4526066350711,78.3333333333333
1749,COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQUEZ,2,5109,51,88.6020761245675,67.5
1749,COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQUEZ,5,5109,51,89.0581395348837,77.5
1750,COL. INMACULADA DE LOURDES,2,5109,51,92.9875776397515,88.0
1750,COL. INMACULADA DE LOURDES,5,5109,51,91.8941176470588,67.0
1751,ESCUELA PARTICULAR HUGO ERRAZURIZ,2,5109,51,84.0334572490706,77.3333333333333
1752,ESCUELA PARTICULAR SANTA FILOMENA,2,5109,51,83.9686924493554,64.3333333333333
1755,COLEGIO ANA MARIA JANER,2,5109,51,95.3375706214689,88.0
1755,COLEGIO ANA MARIA JANER,7,5109,51,96.0348258706468,85.25
1756,COLEGIO CLAUDIO MATTE,2,5109,51,83.0391849529781,52.0
1756,COLEGIO CLAUDIO MATTE,5,5109,51,80.0147601476015,70.0
1757,COLEGIO ACONCAGUA,2,5801,58,85.9078014184397,56.2
1757,COLEGIO ACONCAGUA,5,5801,58,87.2070938215103,52.8823529411765
1759,COLEGIO SAN LUIS DE MIRAFLORES,2,5109,51,92.4630872483222,74.0
1761,COLEGIO FRIENDLY HIGH SCHOOL,2,5109,51,88.7085020242915,64.0
1761,COLEGIO FRIENDLY HIGH SCHOOL,5,5109,51,87.544,57.6666666666667
1769,COLEGIO RAYEN CAVEN,2,5103,51,89.5931558935361,85.0
1769,COLEGIO RAYEN CAVEN,5,5103,51,86.1617647058823,61.8333333333333
1772,COLEGIO BLANCA VERGARA,2,5109,51,93.7960526315789,83.8888888888889
1774,SEMINARIO SAN RAFAEL,5,5109,51,93.9790794979079,88.0
1775,COLEGIO ARABE,2,5109,51,87.3148148148148,76.0
1775,COLEGIO ARABE,5,5109,51,88.1578947368421,53.0
1776,SAINT PETER´S SCHOOL,5,5109,51,96.1894736842105,99.0
1777,COLEGIO SAINT DOMINIC,2,5109,51,93.6177062374245,75.0
1777,COLEGIO SAINT DOMINIC,5,5109,51,92.0037453183521,74.0
1780,COLEGIO PATMOS,2,5109,51,88.9536082474227,78.0
1781,ALLIANCE FRANCAISE DE VALPARAISO,2,5109,51,95.0037523452158,84.0
1781,ALLIANCE FRANCAISE DE VALPARAISO,5,5109,51,93.5896226415094,85.0
1787,HEBREO DR. JAIM WEITZMAN,2,5109,51,89.9154929577465,70.0
1788,THE MACKAY SCHOOL,2,5109,51,95.0867469879518,82.4
1788,THE MACKAY SCHOOL,5,5109,51,94.3800904977376,85.4
1792,COLEGIO DE LOS SAGRADOS CORAZONES (ALVAREZ),2,5109,51,89.6406779661017,65.0
1792,COLEGIO DE LOS SAGRADOS CORAZONES (ALVAREZ),5,5109,51,90.2962962962963,73.0
1801,COLEGIO MARIA AUXILIADORA,2,5109,51,88.7706237424547,89.0
1801,COLEGIO MARIA AUXILIADORA,5,5109,51,86.6565217391304,90.0
1807,ESCUELA JEFFERSON SCHOOL,2,5801,58,94.6711409395973,75.5
1839,COLEGIO ALEMAN DE VALPARAISO,2,5109,51,93.8641509433962,90.2
1839,COLEGIO ALEMAN DE VALPARAISO,5,5109,51,94.8040345821326,84.0
1842,COLEGIO SAN ANDRES,2,5109,51,85.3480278422274,77.0
1844,COLEGIO FRANCO INGLES,2,5109,51,89.2857142857143,85.0
1847,COLEGIO SAINT MICHAEL,2,5109,51,96.5960264900662,83.3
1851,LICEO POLITECNICO QUINTERO,2,5107,51,88.3522727272727,42.0
