RBD,NOM_RBD,COD_ENSE2,COD_COM_RBD,COD_PRO_RBD,PROM_ASIS,PROM_ASIS_REP
1,LICEO POLITECNICO ARICA,7,15101,151,88.7191601049869,68.68
1,LICEO POLITECNICO ARICA,8,15101,151,86.4533333333333,61.1333333333333
1,LICEO POLITECNICO ARICA,7,15101,151,91.0736842105263,85.0
1,LICEO POLITECNICO ARICA,8,15101,151,90.5405405405405,50.0
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,3,15101,151,100.0,100.0
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,6,15101,151,100.0,100.0
4,LICEO OCTAVIO PALMA PEREZ,5,15101,151,93.2891089108911,45.6666666666667
5,JOVINA NARANJO FERNANDEZ,2,15101,151,89.4385964912281,70.0
5,JOVINA NARANJO FERNANDEZ,5,15101,151,89.8283261802575,51.2857142857143
5,JOVINA NARANJO FERNANDEZ,6,15101,151,82.9803921568627,64.2
7,L. POLI. ANTONIO VARAS DE LA BARRA,7,15101,151,91.7157894736842,75.0
7,L. POLI. ANTONIO VARAS DE LA BARRA,7,15101,151,93.9207547169811,78.7777777777778
7,L. POLI. ANTONIO VARAS DE LA BARRA,7,15101,151,93.5902140672783,84.5
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,2,15101,151,90.7931034482759,66.8
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,5,15101,151,90.2291666666667,71.8235294117647
10,ESCUELA REPUBLICA DE FRANCIA,2,15101,151,80.5771428571429,40.0
11,ESC. GRAL. PEDRO LAGOS MARCHANT,2,15101,151,92.9387096774194,67.0
13,ESCUELA MANUEL RODRIGUEZ ERDOYZA,2,15101,151,84.9752066115702,60.0
14,ESCUELA ROMULO J. PENA MATURANA,2,15101,151,90.8424657534247,83.0
15,LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI,2,15101,151,93.8721804511278,83.0
15,LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI,5,15101,151,93.0655737704918,87.9
16,ESCUELA REGIMIENTO RANCAGUA,2,15101,151,98.5433070866142,78.3333333333333
17,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,2,15101,151,92.1056910569106,80.0
22,ESCUELA GABRIELA MISTRAL,2,15101,151,87.7164179104478,27.0
25,COLEGIO CENTENARIO DE ARICA,2,15101,151,86.609126984127,68.4117647058823
25,COLEGIO CENTENARIO DE ARICA,5,15101,151,84.4,50.5
26,ESCUELA REPUBLICA DE ARGENTINA,2,15101,151,89.067264573991,74.4285714285714
28,ESCUELA RICARDO SILVA ARRIAGADA,2,15101,151,91.1732101616628,66.6666666666667
28,ESCUELA RICARDO SILVA ARRIAGADA,6,15101,151,88.671875,85.0
29,ESCUELA AMERICA,2,15101,151,93.7816326530612,87.3684210526316
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,2,15101,151,89.7318982387475,74.7777777777778
35,ESCUELA GRAL. MANUEL BAQUEDANO,2,15101,151,93.0602409638554,89.0
36,ESCUELA IGNACIO CARRERA PINTO,2,15101,151,91.6407407407407,68.6
42,ESCUELA MOLINOS LLUTA,2,15101,151,97.8181818181818,92.0
45,COLEGIO ITALIANO SANTA ANA,2,15101,151,89.0588235294118,76.0
45,COLEGIO ITALIANO SANTA ANA,5,15101,151,89.0625,81.0
50,COLEGIO ADVENTISTA DE ARICA,2,15101,151,85.5416666666667,15.0
52,LICEO BICENTENARIO DOMINGO SANTA MARIA,2,15101,151,81.4840484048405,42.8108108108108
52,LICEO BICENTENARIO DOMINGO SANTA MARIA,5,15101,151,84.5662251655629,56.0689655172414
52,LICEO BICENTENARIO DOMINGO SANTA MARIA,7,15101,151,84.6960486322188,53.1111111111111
52,LICEO BICENTENARIO DOMINGO SANTA MARIA,7,15101,151,86.9761904761905,76.0
52,LICEO BICENTENARIO DOMINGO SANTA MARIA,7,15101,151,87.9753086419753,83.0
56,COLEGIO SAN MARCOS DE ARICA,2,15101,151,93.7228346456693,56.0
56,COLEGIO SAN MARCOS DE ARICA,5,15101,151,94.4827586206897,87.0
59,COLEGIO SAN JORGE,5,15101,151,91.9277108433735,39.0
60,COLEGIO ALEMAN DE ARICA,2,15101,151,86.7491467576792,74.6666666666667
60,COLEGIO ALEMAN DE ARICA,5,15101,151,88.8440677966102,59.0
67,ABRAHAM LINCOLN SCHOOL,2,15101,151,90.0,90.0
78,LICEO GRANADEROS,7,15201,152,87.9295774647887,45.0
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,7,1101,11,88.9291338582677,73.9375
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,7,1101,11,89.5714285714286,88.5
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,7,1101,11,86.7045454545455,48.5
103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,5,1101,11,81.0105263157895,72.6666666666667
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,2,1101,11,86.0,77.625
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,5,1101,11,84.8269230769231,81.7857142857143
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,7,1101,11,83.6708074534161,61.3076923076923
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,7,1101,11,83.68,55.0
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,2,1101,11,86.5671641791045,60.0
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,5,1101,11,84.2781954887218,58.8235294117647
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,7,1101,11,84.6967509025271,50.25
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,7,1101,11,81.0389105058366,47.8888888888889
109,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,2,1101,11,89.5821727019499,90.0
109,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,5,1101,11,87.4111675126904,83.5714285714286
109,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,7,1101,11,90.8085106382979,90.0
109,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,7,1101,11,89.1533333333333,95.0
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,2,1101,11,88.431693989071,70.2857142857143
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,5,1101,11,88.0566037735849,68.0
111,ESCUELA GABRIELA MISTRAL,2,1101,11,82.0670289855072,37.8
112,ESCUELA EDUARDO LLANOS,2,1101,11,88.6145648312611,82.2
113,ESCUELA ALMIRANTE PATRICIO LYNCH,2,1101,11,83.9732685297691,72.3
114,ESCUELA PLACIDO VILLARROEL,2,1101,11,86.7385620915033,73.8571428571429
116,COLEGIO REPUBLICA DE CROACIA,2,1101,11,87.4246823956443,69.1111111111111
117,ESCUELA PAULA JARAQUEMADA ALQUIZAR,2,1101,11,82.3181019332162,9.5
119,ESCUELA CENTENARIO,2,1101,11,88.7709497206704,62.6666666666667
122,ESCUELA THILDA PORTILLO OLIVARES,2,1101,11,85.0,85.0
123,COLEGIO ESPANA,2,1101,11,79.0968421052632,20.0
124,LICEO LUIS CRUZ MARTINEZ,5,1101,11,86.1983739837398,54.3
124,LICEO LUIS CRUZ MARTINEZ,7,1101,11,87.6511056511057,68.25
124,LICEO LUIS CRUZ MARTINEZ,7,1101,11,92.0969696969697,79.0
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,2,1101,11,83.5458333333333,50.0
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,5,1101,11,84.1909722222222,69.2857142857143
126,COLEGIO REPUBLICA DE ITALIA,2,1101,11,83.3339517625232,74.0
127,LICEO MARIA AUXILIADORA,2,1101,11,88.3195364238411,40.0
127,LICEO MARIA AUXILIADORA,5,1101,11,85.7070707070707,49.5
129,LICEO SUPERIOR GABRIELA MISTRAL,5,1101,11,93.7113402061856,96.6666666666667
130,COLEGIO NORTH COLLEGE,2,1101,11,88.3694029850746,33.0
131,COLEGIO ESCASCE,2,1101,11,86.456,69.0
131,COLEGIO ESCASCE,5,1101,11,85.4838709677419,61.0
132,COLEGIO BAJO MOLLE,2,1101,11,89.0528338136407,74.0
132,COLEGIO BAJO MOLLE,5,1101,11,91.2242990654206,75.5
133,COLEGIO ADVENTISTA DE IQUIQUE,2,1101,11,86.1106194690265,50.6666666666667
134,LICEO ATENEA,2,1101,11,94.1959183673469,69.4
134,LICEO ATENEA,5,1101,11,94.1376146788991,66.6666666666667
144,COLEGIO IQUIQUE YOUNG SCHOOL,5,1101,11,90.1496062992126,50.3333333333333
161,LICEO DE HUARA,2,1404,14,84.8380952380952,51.0
161,LICEO DE HUARA,5,1404,14,87.8166666666667,72.0
161,LICEO DE HUARA,6,1404,14,82.0652173913043,51.0
162,ESCUELA SIBAYA,2,1404,14,95.8048780487805,89.0
178,LICEO TECNICO PROFESIONAL COLCHANE,2,1403,14,86.2583333333333,64.5
187,ESCUELA VERTIENTE DEL SABER,2,1405,14,86.148288973384,92.0
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,5,1401,14,89.9166666666667,20.5
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,7,1401,14,92.0730769230769,62.5
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,7,1401,14,92.2510460251046,82.6666666666667
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,7,1401,14,91.6184210526316,76.0
193,ESCUELA BASICA POZO ALMONTE,2,1401,14,93.1721014492754,69.2857142857143
198,ESCUELA BASICA LA HUAYCA,2,1401,14,90.7666666666667,100.0
199,LICEO DOMINGO LATRILLE LASTAUNOU,3,2301,23,72.6428571428571,27.75
199,LICEO DOMINGO LATRILLE LASTAUNOU,5,2301,23,85.8735632183908,53.0
199,LICEO DOMINGO LATRILLE LASTAUNOU,6,2301,23,74.1857142857143,31.3
200,LICEO POLITECNICO DIEGO PORTALES P.,5,2301,23,90.8575851393189,69.1818181818182
200,LICEO POLITECNICO DIEGO PORTALES P.,7,2301,23,91.8846153846154,66.0
200,LICEO POLITECNICO DIEGO PORTALES P.,7,2301,23,89.7225433526011,62.1333333333333
200,LICEO POLITECNICO DIEGO PORTALES P.,7,2301,23,90.62,80.5
201,ESCUELA CARLOS CONDELL DE LA HAZA,2,2301,23,90.7969094922737,86.6666666666667
203,ESCUELA PABLO NERUDA,2,2301,23,86.34,92.0
204,ESCUELA L.GRAL.BERNARDO O´HIGGINS R.,2,2301,23,89.911877394636,77.75
205,ESCUELA ARTURO PRAT CHACON,2,2301,23,86.0369393139842,58.8
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,2,2301,23,93.6697530864197,76.6666666666667
208,COLEGIO BICENTENARIO SAGRADA FAMILIA,2,2301,23,88.3420195439739,71.8333333333333
208,COLEGIO BICENTENARIO SAGRADA FAMILIA,5,2301,23,90.2982062780269,45.5
210,ESCUELA ARTURO PEREZ CANTO,2,2302,23,89.6981132075472,74.1538461538462
217,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,2,2201,22,92.89375,83.0
217,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,5,2201,22,92.5562565720294,81.8
219,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA,7,2201,22,93.4518147684606,76.48
220,LICEO MINERO AMÉRICA,7,2201,22,85.6065411298315,59.5675675675676
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,3,2201,22,68.9545454545455,39.8
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,6,2201,22,61.4273255813954,36.1388888888889
223,ESCUELA CLAUDIO ARRAU,2,2201,22,90.8084112149533,65.2
224,ESCUELA GRECIA,2,2201,22,94.6360975609756,66.5714285714286
225,ESCUELA REPUBLICA DE BOLIVIA,2,2201,22,89.7825203252033,86.6666666666667
227,ESCUELA BASICA PRESIDENTE BALMACEDA,2,2201,22,89.9407687460617,79.4418604651163
228,ESCUELA BASICA VADO DE TOPATER,2,2201,22,91.4229607250755,85.0
229,ESCUELA REPUBLICA DE CHILE,2,2201,22,90.8890186915888,90.5
230,ESCUELA BASICA ANDRES BELLO,2,2201,22,92.6719492868463,68.5
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,2,2201,22,85.9873949579832,46.0
232,ESCUELA BASICA PEDRO VERGARA KELLER,2,2201,22,91.8976,87.0
239,ESCUELA BASICA 21 DE MAYO,2,2201,22,90.292899408284,85.5
240,ESCUELA BASICA REPUBLICA DE FRANCIA,2,2201,22,88.6142857142857,91.0
254,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA,2,2201,22,85.5820476858345,10.0
255,COLEGIO EJERCITO DE SALVACION,2,2201,22,91.5411913814956,77.75
255,COLEGIO EJERCITO DE SALVACION,5,2201,22,90.8391608391608,85.0
256,INSTITUTO OBISPO SILVA LEZAETA,5,2201,22,91.258407079646,91.0
257,COLEGIO CHUQUICAMATA,2,2201,22,92.4832214765101,79.0
268,ESC. BASICA RURAL SAN ANTONIO DE PADUA,2,2202,22,88.15,85.0
269,ESCUELA BASICA SAN PEDRO DE ATACAMA,2,2203,22,91.1240981240981,81.4
270,COMPLEJO EDUCACIONAL TOCONAO,2,2203,22,90.6962025316456,70.5
273,ESCUELA BASICA SOLOR,2,2203,22,92.2142857142857,94.0
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,7,2101,21,84.9733096085409,84.5833333333333
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,8,2101,21,80.0505617977528,42.5
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,2,2101,21,78.695652173913,25.5
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,7,2101,21,77.1731884057971,28.344262295082
283,LICEO TECNICO ANTOFAGASTA,7,2101,21,85.9293218720153,60.2777777777778
283,LICEO TECNICO ANTOFAGASTA,8,2101,21,68.140127388535,40.0555555555556
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,2,2101,21,79.375,43.5555555555556
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,5,2101,21,79.5202108963093,40.5
285,LICEO BICENTENARIO MARTA NAREA DIAZ,2,2101,21,83.5331230283912,66.7666666666667
285,LICEO BICENTENARIO MARTA NAREA DIAZ,5,2101,21,86.0976138828633,65.2941176470588
286,LICEO LA PORTADA,5,2101,21,87.5410526315789,50.75
286,LICEO LA PORTADA,6,2101,21,85.0106382978723,52.1111111111111
286,LICEO LA PORTADA,7,2101,21,89.7752808988764,50.6666666666667
286,LICEO LA PORTADA,7,2101,21,88.9245283018868,66.7777777777778
287,LICEO DOMINGO HERRERA RIVERA,5,2101,21,86.736520854527,74.1724137931034
288,ESCUELA JAPON,2,2101,21,89.0623885918004,75.0
289,ESCUELA ESPANA,2,2101,21,81.9833333333333,70.5
291,ESCUELA PADRE GUSTAVO LE PAIGE DE WALQUE,2,2101,21,87.0948434622468,59.6666666666667
292,ESCUELA REPUBLICA DE ITALIA,2,2101,21,83.5909090909091,59.1666666666667
293,ESCUELA JOSE PAPIC RADNIC,2,2101,21,80.6563876651982,54.5454545454545
294,ESCUELA PROFESORA LJUBICA DOMIC WUTH,2,2101,21,83.242707117853,61.95
296,ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS,2,2101,21,83.0566371681416,66.95
297,ESCUELA ALCALDE MAXIMILIANO POBLETE,2,2101,21,81.2310286677909,55.3181818181818
298,ESCUELA DARIO SALAS DIAZ,2,2101,21,78.6920583468395,34.9166666666667
301,ESCUELA ROMULO J. PENA MATURANA,2,2101,21,87.1784989858012,71.6470588235294
302,ESCUELA JUAN LOPEZ,2,2101,21,88.9780701754386,55.9473684210526
303,ESCUELA REPUBLICA ARGENTINA,2,2101,21,85.603982300885,67.1818181818182
304,LICEO BICENTENARIO ANDRÉS SABELLA,2,2101,21,84.885989010989,62.6666666666667
304,LICEO BICENTENARIO ANDRÉS SABELLA,5,2101,21,86.6526315789474,58.6666666666667
305,ESCUELA HUMBERTO GONZALEZ ECHEGOYEN,2,2101,21,83.7759336099585,66.5925925925926
310,ESCUELA CLAUDIO MATTE PEREZ,2,2101,21,93.2723404255319,87.6875
312,ESCUELA ECUADOR,2,2101,21,83.4057724957555,57.0714285714286
313,ESCUELA ARTURO PRAT,2,2101,21,84.2259259259259,66.7058823529412
315,ESCUELA HEROES DE LA CONCEPCION,2,2101,21,79.0781563126253,60.4181818181818
316,ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA,2,2101,21,78.7790055248619,72.0
317,ESCUELA LAS ROCAS,2,2101,21,78.325,45.68
318,ESCUELA EDDA CUNEO DONNAGIO,2,2101,21,90.6478260869565,70.6666666666667
319,ESCUELA LA BANDERA,2,2101,21,85.9649758454106,74.3333333333333
320,LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`,2,2101,21,85.618691588785,73.0
320,LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`,7,2101,21,84.7719298245614,54.0
322,ESCUELA GENERAL MANUEL BAQUEDANO,2,2101,21,81.4372469635628,59.125
324,ESCUELA FUNDACION MINERA ESCONDIDA,2,2101,21,84.2489270386266,44.6785714285714
324,ESCUELA FUNDACION MINERA ESCONDIDA,6,2101,21,87.32,25.0
326,ESCUELA SANTIAGO AMENGUAL B.,2,2101,21,89.6,85.4
329,LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO,2,2101,21,88.28391959799,85.0
332,ESCUELA GABRIELA MISTRAL,2,2101,21,82.2209302325581,66.7894736842105
335,COLEGIO MISIONERO JOSE LANCASTER,2,2101,21,93.4662921348315,88.3333333333333
335,COLEGIO MISIONERO JOSE LANCASTER,5,2101,21,92.1169590643275,95.3333333333333
336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,2,2101,21,94.310141509434,94.8
336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,5,2101,21,92.0380549682875,84.125
337,COLEGIO SANTA TERESITA,2,2101,21,91.3094890510949,86.0
337,COLEGIO SANTA TERESITA,5,2101,21,93.0328947368421,85.0
341,COLEGIO ADVENTISTA DE ANTOFAGASTA,5,2101,21,86.6496815286624,74.25
342,COLEGIO INGLES SAN JOSE,2,2101,21,90.5076495132128,91.0
342,COLEGIO INGLES SAN JOSE,5,2101,21,91.7300215982721,85.0476190476191
343,ESCUELA PRESBITERIANA,2,2101,21,86.1685575364668,59.0
344,COLEGIO SANTA EMILIA,2,2101,21,87.9138755980861,82.3333333333333
344,COLEGIO SANTA EMILIA,5,2101,21,89.6644518272425,74.0
350,COLEGIO LIDIA MORENO,2,2101,21,90.0761099365751,78.0
350,COLEGIO LIDIA MORENO,5,2101,21,89.9444444444444,75.5714285714286
356,COLEGIO CORAZON DE MARIA,2,2101,21,88.9984423676012,75.6
356,COLEGIO CORAZON DE MARIA,5,2101,21,89.2476190476191,65.0
357,COL. SAN LUIS,5,2101,21,93.4817518248175,44.0
361,COL. THE ANTOFAGASTA BRITISH SCHOOL,2,2101,21,92.1452282157676,85.0
365,COLEGIO EAGLE SCHOOL,2,2101,21,87.4970178926441,72.8
365,COLEGIO EAGLE SCHOOL,5,2101,21,90.0100334448161,44.5
366,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),5,2101,21,94.5108695652174,91.4285714285714
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,2,2102,21,85.031339031339,61.3
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,5,2102,21,86.7356321839081,54.0714285714286
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,7,2102,21,88.9066666666667,74.3333333333333
368,ESCUELA BASICA JULIA HERRERA VARAS,2,2102,21,84.6257242178447,72.0
371,COMPLEJO EDUCATIVO CARACOLES,2,2103,21,86.975,73.0
371,COMPLEJO EDUCATIVO CARACOLES,5,2103,21,81.54,61.4
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,2,2104,21,90.0096153846154,71.8571428571429
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,7,2104,21,89.0703125,31.0
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,7,2104,21,90.393665158371,45.5
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,7,2104,21,88.0645161290323,42.0
373,LICEO JUAN CORTES-MONROY CORTES,5,2104,21,90.3032581453634,43.6666666666667
377,ESCUELA PARANAL,2,2104,21,80.551724137931,49.0
379,LICEO FEDERICO VARELA,5,3201,32,90.7239057239057,74.7777777777778
379,LICEO FEDERICO VARELA,7,3201,32,86.6705882352941,76.5294117647059
379,LICEO FEDERICO VARELA,7,3201,32,87.4439024390244,76.8333333333333
380,ESCUELA BÁSICA DIEGO PORTALES PALAZUELOS,2,3201,32,87.1764705882353,67.6
382,"ESCUELA GASPAR CABRALES, ARTÍSTICA Y DEPORTIVA",2,3201,32,90.765625,59.3333333333333
384,LICEO BICENTENARIO  MANUEL MAGALHAES MEDLING,5,3202,32,86.8393351800554,64.25
384,LICEO BICENTENARIO  MANUEL MAGALHAES MEDLING,7,3202,32,79.6645161290323,23.0
386,ESCUELA ALIRO LAMAS CASTILLO,2,3202,32,83.1992110453649,71.8
392,LICEO DIEGO DE ALMEIDA,2,3202,32,81.6082949308756,78.0
392,LICEO DIEGO DE ALMEIDA,5,3202,32,79.6422764227642,85.0
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DÍAZ,7,3101,31,86.7837370242215,49.4090909090909
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DÍAZ,7,3101,31,86.6292134831461,31.0
397,LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO,3,3101,31,84.027027027027,74.5
397,LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO,3,3101,31,85.3529411764706,47.0
397,LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO,6,3101,31,75.5,48.0
397,LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO,8,3101,31,81.2058823529412,46.0
399,LICEO JOSÉ ANTONIO CARVAJAL,5,3101,31,92.832,85.1176470588235
399,LICEO JOSÉ ANTONIO CARVAJAL,7,3101,31,91.8885869565217,86.8636363636364
399,LICEO JOSÉ ANTONIO CARVAJAL,7,3101,31,89.7154471544715,52.4
400,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,2,3101,31,88.0835913312693,66.75
400,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,5,3101,31,85.7602339181286,64.9166666666667
401,ESCUELA BERNARDO O HIGGINS,2,3101,31,82.4820659971306,73.5
403,ESCUELA LAURA ROBLES SILVA,2,3101,31,83.3387888707038,68.75
405,ESCUELA LOS ESTANDARTES,2,3101,31,89.3087378640777,77.9285714285714
406,ESCUELA VICENTE SEPÚLVEDA ROJO,2,3101,31,86.6415868673051,73.8666666666667
407,ESCUELA JESÚS FERNÁNDEZ HIDALGO,2,3101,31,83.0506329113924,81.0
408,ESCUELA PEDRO LEÓN GALLO,2,3101,31,86.0,86.0
410,ESCUELA JOSÉ MANSO DE VELASCO,2,3101,31,81.5849056603774,60.7894736842105
411,ESCUELA LAS CANTERAS,2,3101,31,81.5462962962963,63.5263157894737
413,ESCUELA LAS BRISAS,2,3101,31,86.7105263157895,100.0
415,LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE,2,3101,31,88.6390101892285,85.0
415,LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE,5,3101,31,86.1842900302115,73.75
416,ESCUELA ABRAHAM SEPÚLVEDA PIZARRO,2,3101,31,82.6467661691542,56.6666666666667
417,COLEGIO BUEN PASTOR,2,3101,31,82.0302158273381,72.5
418,ESCUELA ISABEL PEÑA MORALES,2,3101,31,80.2791712104689,57.5
419,ESCUELA HERNÁN MÁRQUEZ HUERTA,2,3101,31,83.1660377358491,64.1111111111111
419,ESCUELA HERNÁN MÁRQUEZ HUERTA,6,3101,31,72.0943396226415,80.0
420,LICEO FERNANDO ARIZTÍA RUIZ,2,3101,31,81.5641025641026,63.5833333333333
420,LICEO FERNANDO ARIZTÍA RUIZ,5,3101,31,83.7371794871795,68.8571428571429
420,LICEO FERNANDO ARIZTÍA RUIZ,7,3101,31,87.4255319148936,75.0
420,LICEO FERNANDO ARIZTÍA RUIZ,7,3101,31,81.8285714285714,69.3333333333333
421,ESCUELA BRUNO ZAVALA FREDES,2,3101,31,83.6090395480226,68.0769230769231
423,ESCUELA SAN PEDRO,2,3101,31,85.8601398601399,73.5
427,ESCUELA LUIS CRUZ MARTÍNEZ,2,3101,31,72.9484848484849,46.5
429,LICEO CATÓLICO ATACAMA,2,3101,31,87.9481054365733,81.5
429,LICEO CATÓLICO ATACAMA,5,3101,31,91.4724025974026,91.0
430,LICEO POLITÉCNICO BELÉN,2,3101,31,83.8856682769726,17.0
430,LICEO POLITÉCNICO BELÉN,5,3101,31,82.8962264150943,26.0
430,LICEO POLITÉCNICO BELÉN,7,3101,31,82.9624060150376,10.5
430,LICEO POLITÉCNICO BELÉN,7,3101,31,77.5087719298246,14.0
431,LICEO SAGRADO CORAZÓN,2,3101,31,82.3408239700374,49.3333333333333
431,LICEO SAGRADO CORAZÓN,5,3101,31,82.600790513834,74.0
433,COLEGIO ADVENTISTA DE COPIAPÓ,2,3101,31,74.7973760932945,73.0
437,ESCUELA TÉCNICO PROFESIONAL,5,3101,31,88.5224719101124,62.7142857142857
437,ESCUELA TÉCNICO PROFESIONAL,7,3101,31,87.3068181818182,66.5714285714286
437,ESCUELA TÉCNICO PROFESIONAL,7,3101,31,86.876989869754,63.6470588235294
438,LICEO MANUEL BLANCO ENCALADA,5,3102,31,82.1142857142857,51.25
438,LICEO MANUEL BLANCO ENCALADA,7,3102,31,82.8884120171674,43.3333333333333
438,LICEO MANUEL BLANCO ENCALADA,7,3102,31,81.0769230769231,52.25
440,COLEGIO PARROQUIAL PADRE NEGRO,2,3102,31,83.3225308641975,58.8
440,COLEGIO PARROQUIAL PADRE NEGRO,5,3102,31,83.7816901408451,60.2
440,COLEGIO PARROQUIAL PADRE NEGRO,7,3102,31,82.8963963963964,64.3684210526316
441,ESCUELA DE CONCENTRACIÓN,2,3103,31,78.6973684210526,45.0
441,ESCUELA DE CONCENTRACIÓN,6,3103,31,81.4310344827586,47.6
441,ESCUELA DE CONCENTRACIÓN,7,3103,31,74.7777777777778,27.0
441,ESCUELA DE CONCENTRACIÓN,7,3103,31,78.5555555555556,64.5
442,ESCUELA VICTOR MANUEL SÁNCHEZ CABAÑAS,2,3103,31,89.1309523809524,78.75
444,ESCUELA LUIS URIBE ORREGO,2,3103,31,78.9022988505747,66.25
445,ESCUELA PAUL HARRIS,2,3103,31,86.9032258064516,65.0
446,ESCUELA AMOLANAS,2,3103,31,95.1538461538462,92.6666666666667
448,LICEO PEDRO TRONCOSO MACHUCA,5,3301,33,80.8751458576429,49.6176470588235
449,LICEO JOSÉ SANTOS OSSA,7,3301,33,85.2717717717718,56.84
453,ESCUELA IGNACIO CARRERA PINTO,2,3301,33,87.695374800638,74.5454545454545
459,ESCUELA BÁSICA ESPAÑA,2,3301,33,82.9980158730159,61.4444444444444
461,ESCUELA LUIS CRUZ MARTÍNEZ,2,3301,33,84.0378787878788,65.4444444444444
462,ESCUELA JOSÉ CAROCA LAFLOR,2,3301,33,83.4046052631579,62.0
463,ESCUELA BÁSICA ROBERTO CUADRA ALQUINTA,2,3301,33,83.8220338983051,69.5
464,ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ,2,3301,33,82.8482142857143,36.4
