RBD,NOM_RBD,COD_COM_RBD,COD_DEPE2,LATITUD,LONGITUD,MAT_TOTAL,ESTADO_ESTAB,ENS_01,COD_ENSE2,COD_PRO_RBD,PROM_ASIS,PROM_ASIS_REP
10737,ESC. BASICA  JAVIERA CARRERA VERDUGO,13602,1,-33.69143546,-71.02655379,609,1,10,5,136,82.3818181818182,53.6666666666667
10742,ESCUELA BAS. DIVINA PROVIDENCIA,13602,2,-33.67901811,-70.98039621,816,1,10,2,136,83.770802919708,66.0
10743,INSTITUTO SAN FRANCISCO,13602,2,-33.68092552,-70.98096854,295,1,10,2,136,90.9022556390977,48.0
10746,LICEO MUNICIPALIZADO PENAFLOR,13605,1,-33.60802701,-70.90124218,365,1,310,5,136,79.156,40.8888888888889
10746,LICEO MUNICIPALIZADO PENAFLOR,13605,1,-33.60802701,-70.90124218,365,1,310,6,136,77.3503184713376,22.9473684210526
10747,ESCUELA TERESA DE CALCUTA,13605,1,-33.61202962,-70.89137467,275,1,10,2,136,80.3012552301255,43.0
10748,ESCUELA EMILIA LASCAR,13605,1,-33.60605012,-70.8990421,1078,1,10,2,136,86.6809680968097,78.4285714285714
10749,LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS,13604,1,-33.56312322,-70.796467,841,1,10,2,136,79.8135593220339,45.7692307692308
10749,LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS,13604,1,-33.56312322,-70.796467,841,1,10,7,136,82.7240356083086,67.5
10749,LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS,13604,1,-33.56312322,-70.796467,841,1,10,7,136,77.945945945946,57.3333333333333
10750,ESCUELA ROSALINA PESCIO VARGAS,13605,1,-33.60028862,-70.87847403,902,1,10,2,136,82.3682219419924,40.5833333333333
10751,LICEO COMERCIAL REPUBLICA DE BRASIL,13605,1,-33.60244006,-70.85323335,234,1,310,5,136,89.969696969697,73.0
10751,LICEO COMERCIAL REPUBLICA DE BRASIL,13605,1,-33.60244006,-70.85323335,234,1,310,7,136,89.4736842105263,63.8461538461538
10753,ESCUELA REPUBLICA CHECA,13605,1,-33.60259871,-70.88346603,208,1,10,2,136,82.5268817204301,52.5
10754,ESCUELA MAND EDUARDO FREI MONTALVA,13605,1,-33.60676414999999,-70.86560437,311,1,10,2,136,80.4216027874565,76.6666666666667
10756,ESCUELA SONIA PLAZA CASTRO,13605,1,-33.60725716,-70.89257942,219,1,10,2,136,80.1057692307692,70.375
10757,COLEGIO ALBERTO HURTADO CRUCHAGA,13604,2,-33.57228781,-70.81313369,984,1,10,2,136,91.3852739726027,68.1111111111111
10757,COLEGIO ALBERTO HURTADO CRUCHAGA,13604,2,-33.57228781,-70.81313369,984,1,10,5,136,92.0559440559441,88.0
10758,ESCUELA MALLOCO,13605,1,-33.60466635,-70.85228044,444,1,10,2,136,77.2928039702233,29.2777777777778
10760,ESCUELA REPUBLICA DE ISRAEL,13605,1,-33.60810377,-70.88353672,204,1,10,2,136,79.3854748603352,6.0
10763,ESCUELA CRISTAL CHILE,13604,1,-33.56195335,-70.81898755,396,1,10,2,136,90.4360465116279,65.7777777777778
10765,ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS,13605,1,-33.60411088,-70.91168961,30,1,10,2,136,77.2962962962963,73.2
10767,ESCUELA BASICA ACADEMIA MALLOCO,13605,2,-33.61118889,-70.87683777,436,1,110,2,136,82.5344036697248,3.0
10769,ESC.BASICA PART.BENJAMIN VERGARA,13604,2,-33.56742007999999,-70.81639839,805,1,10,2,136,85.8153846153846,73.0
10772,COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES,13605,2,-33.60009122,-70.87509426,1083,1,10,2,136,87.5388349514563,71.3333333333333
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,13604,2,-33.56570172,-70.79661397,1734,1,10,2,136,84.9327453142227,55.2307692307692
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,13604,2,-33.56570172,-70.79661397,1734,1,10,5,136,84.2066115702479,63.3636363636364
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,13604,2,-33.56570172,-70.79661397,1734,1,10,7,136,82.0734463276836,71.0
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,13604,2,-33.56570172,-70.79661397,1734,1,10,7,136,82.4711538461538,57.6666666666667
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,13604,2,-33.56570172,-70.79661397,1734,1,10,7,136,82.0508474576271,24.0
10774,ESCUELA PARTICULAR EL REFUGIO,13605,2,-33.60862542,-70.87406753,112,1,10,2,136,90.3571428571429,32.0
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,13501,1,-33.68426019999999,-71.21831599,1309,1,165,3,135,82.5555555555556,50.5
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,13501,1,-33.68426019999999,-71.21831599,1309,1,165,5,135,87.9924731182796,63.7777777777778
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,13501,1,-33.68426019999999,-71.21831599,1309,1,165,6,135,78.1127819548872,48.6666666666667
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,13501,1,-33.68426019999999,-71.21831599,1309,1,165,7,135,88.8846153846154,43.5
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,13501,1,-33.68426019999999,-71.21831599,1309,1,165,8,135,90.1964285714286,70.2
10781,LICEO POLITECNICO MUNICIPAL MELIPILLA,13501,1,-33.68083903,-71.20139626,602,1,310,5,135,80.5830618892508,38.9090909090909
10781,LICEO POLITECNICO MUNICIPAL MELIPILLA,13501,1,-33.68083903,-71.20139626,602,1,310,7,135,82.7788461538462,46.2857142857143
10781,LICEO POLITECNICO MUNICIPAL MELIPILLA,13501,1,-33.68083903,-71.20139626,602,1,310,7,135,76.4871794871795,14.0
10782,ESCUELA IGNACIO SERRANO MONTANER,13501,1,-33.68191429,-71.21328955,230,1,10,2,135,86.5779816513761,71.5555555555556
10783,LICEO GABRIELA MISTRAL DE MELIPILLA,13501,1,-33.68240981,-71.21330832,786,1,10,2,135,79.8152173913043,47.0
10783,LICEO GABRIELA MISTRAL DE MELIPILLA,13501,1,-33.68240981,-71.21330832,786,1,10,5,135,80.5301724137931,66.7777777777778
10789,ESCUELA GRAL. CAROL URZUA,13501,1,-33.70132961,-71.21842661,263,1,10,2,135,76.1266375545852,47.125
10790,ESCUELA REPUBLICA DEL BRASIL,13501,1,-33.69247039999999,-71.219244,515,1,10,2,135,89.8405466970387,17.0
10791,COLEGIO POMAIRE,13501,1,-33.64970378999999,-71.14878899,665,1,10,2,135,84.254752851711,57.0
10791,COLEGIO POMAIRE,13501,1,-33.64970378999999,-71.14878899,665,1,10,6,135,87.7592592592593,55.3846153846154
10792,LICEO POLIV. EL BOLLENAR,13501,1,-33.56792988,-71.2116467,741,1,10,2,135,72.8275862068966,75.0
10792,LICEO POLIV. EL BOLLENAR,13501,1,-33.56792988,-71.2116467,741,1,10,5,135,84.1731843575419,78.5
10792,LICEO POLIV. EL BOLLENAR,13501,1,-33.56792988,-71.2116467,741,1,10,6,135,90.1940298507463,48.5
10818,ESCUELA HUECHUN,13501,1,-33.70548475999999,-71.29497926,223,1,10,2,135,92.2258064516129,71.6666666666667
10821,ESCUELA RAQUEL FERNANDEZ DE MORANDE,13501,1,-33.81436999999999,-71.26995,181,1,10,2,135,93.48,92.1666666666667
10828,COLEGIO PARTICULAR ALONSO DE ERCILLA,13501,2,-33.68440506999999,-71.22106961,1203,1,10,2,135,86.5851955307263,79.8
10828,COLEGIO PARTICULAR ALONSO DE ERCILLA,13501,2,-33.68440506999999,-71.22106961,1203,1,10,5,135,90.5925925925926,89.1428571428571
10829,ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN,13501,2,-33.68152554,-71.23037302,1011,1,10,2,135,85.8933764135703,45.3333333333333
10830,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,13501,2,-33.68514823999999,-71.21060884,462,1,410,7,135,85.6704545454545,82.4285714285714
10830,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,13501,2,-33.68514823999999,-71.21060884,462,1,410,7,135,85.1317365269461,44.5
10830,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,13501,2,-33.68514823999999,-71.21060884,462,1,410,7,135,83.9255319148936,48.7272727272727
10831,COLEGIO PARTICULAR MELIPILLA,13501,2,-33.68140033,-71.19525889,1712,1,10,2,135,86.2748244734203,74.7368421052632
10831,COLEGIO PARTICULAR MELIPILLA,13501,2,-33.68140033,-71.19525889,1712,1,10,5,135,87.6951219512195,73.3333333333333
10832,COLEGIO POLIVALENTE SAN AGUSTIN,13501,2,-33.687471,-71.2110195,3036,1,10,2,135,83.1005212211467,64.6071428571429
10832,COLEGIO POLIVALENTE SAN AGUSTIN,13501,2,-33.687471,-71.2110195,3036,1,10,5,135,87.2320550639135,73.6666666666667
10832,COLEGIO POLIVALENTE SAN AGUSTIN,13501,2,-33.687471,-71.2110195,3036,1,10,7,135,84.9197994987469,51.5
10833,CENTRO EDUCACIONAL MENESIANO,13501,2,-33.79750806,-71.23603658,1231,1,10,2,135,88.1806896551724,79.8333333333333
10833,CENTRO EDUCACIONAL MENESIANO,13501,2,-33.79750806,-71.23603658,1231,1,10,5,135,89.2,51.0
10833,CENTRO EDUCACIONAL MENESIANO,13501,2,-33.79750806,-71.23603658,1231,1,10,7,135,90.7222222222222,79.0
10833,CENTRO EDUCACIONAL MENESIANO,13501,2,-33.79750806,-71.23603658,1231,1,10,7,135,89.0,36.0
10834,COLEGIO MARAMBIO,13501,3,-33.686163,-71.22143,565,1,110,2,135,89.2537313432836,82.0
10834,COLEGIO MARAMBIO,13501,3,-33.686163,-71.22143,565,1,110,5,135,88.7546012269939,39.0
10835,LICEO MUNICIPAL F-N°860,13504,1,-33.51577578,-71.12476598,341,1,10,2,135,82.2357142857143,46.0
10839,ESCUELA BASICA G-N°734 LAS MERCEDES,13504,1,-33.48695102,-71.18610421,336,1,10,2,135,85.4698795180723,64.0
10840,ESCUELA BASICA G-N°737 SANTA EMILIA,13504,1,-33.54390952,-71.22167336,297,1,10,2,135,88.8081632653061,31.0
10845,LICEO BICENTENARIO PRESIDENTE BALMACEDA,13503,1,-33.39741191,-71.12916532,839,1,310,5,135,78.9088,22.5
10845,LICEO BICENTENARIO PRESIDENTE BALMACEDA,13503,1,-33.39741191,-71.12916532,839,1,310,7,135,82.7272727272727,19.0
10851,COLEGIO INSTITUTO SAN LUIS DE CURACAVI,13503,2,-33.4033218,-71.12965745,451,1,10,2,135,89.9285714285714,65.0
10851,COLEGIO INSTITUTO SAN LUIS DE CURACAVI,13503,2,-33.4033218,-71.12965745,451,1,10,5,135,90.71875,68.3333333333333
10854,LICEO MUNICIPAL DE SAN PEDRO,13505,1,-33.89380003,-71.45676067,777,1,10,5,135,84.700296735905,57.4
10862,ESCUELA BASICA G-N°131,13505,1,-33.87316197,-71.40147595,171,1,10,2,135,94.9367088607595,94.0
10868,ESCUELA BASICA G-N°139,13505,1,-33.86253917,-71.48788678,116,1,10,2,135,87.2558139534884,75.0
10871,ESCUELA BASICA G-N°498,13505,1,-33.98693768999999,-71.31147208,76,1,10,2,135,89.7543859649123,59.0
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,13502,1,-34.03346611,-71.09913674,887,1,10,2,135,81.1062992125984,52.4
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,13502,1,-34.03346611,-71.09913674,887,1,10,5,135,79.8127659574468,25.5714285714286
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,13502,1,-34.03346611,-71.09913674,887,1,10,7,135,77.1111111111111,49.0
10877,ESCUELA EL ASIENTO,13502,1,-34.02985824,-71.00524013,94,1,10,2,135,83.7260273972603,72.0
10879,ESCUELA SAN ALFONSO,13502,1,-34.02826259999999,-71.09655025,226,1,10,2,135,84.6881720430108,73.4
10881,COLEGIO SAN SEBASTIAN,13121,2,-33.49941748,-70.68615105,536,1,10,2,131,81.3813387423935,64.375
11034,LICEO JORGE ALESSANDRI RODRÍGUEZ,3103,5,-27.483351,-70.265518,455,1,363,6,31,86.0,46.0
11034,LICEO JORGE ALESSANDRI RODRÍGUEZ,3103,5,-27.483351,-70.265518,455,1,363,7,31,82.1487603305785,56.6428571428571
11034,LICEO JORGE ALESSANDRI RODRÍGUEZ,3103,5,-27.483351,-70.265518,455,1,363,8,31,76.9411764705882,46.2
11034,LICEO JORGE ALESSANDRI RODRÍGUEZ,3103,5,-27.483351,-70.265518,455,1,363,7,31,84.6046511627907,43.0
11761,ESCUELA PARTICULAR SAN FELIPE NERI,13127,2,-33.41734957,-70.64175875,232,1,10,2,131,85.9239766081871,64.0
11766,COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE,13101,3,-33.445458,-70.65924,91,1,110,5,131,85.3333333333333,77.2
11776,COLEGIO THE MAYFLOWER SCHOOL,13115,3,-33.346077,-70.50415,1385,1,10,2,131,93.0062578222778,76.3333333333333
11776,COLEGIO THE MAYFLOWER SCHOOL,13115,3,-33.346077,-70.50415,1385,1,10,5,131,96.6863354037267,59.0
11789,ESCUELA BASICA PART.BROTHERS SCHOOL,13110,2,-33.53925404,-70.59534384,574,1,10,2,131,85.5977653631285,59.8571428571429
11792,LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,13110,2,-33.55569419999999,-70.60955746,989,1,10,2,131,86.604190919674,62.5882352941176
11793,ESC BASICA PARTICULAR SAN VALENTIN,13110,2,-33.51073173999999,-70.57982294,241,1,10,2,131,89.9597701149425,77.7777777777778
11793,ESC BASICA PARTICULAR SAN VALENTIN,13110,2,-33.51073173999999,-70.57982294,241,1,10,6,131,94.5833333333333,71.0
11795,COLEGIO SAN CARLOS DE LA FLORIDA,13110,2,-33.54794016999999,-70.61168627,342,1,10,2,131,100.0,100.0
11797,ESC PARTICULAR MANUEL VICUNA LARRAIN,13110,2,-33.54708881,-70.59625957,151,1,110,2,131,91.125,85.0
11805,COLEGIO POLIVALENTE INGLES,13112,2,-33.61292102,-70.63783317,466,1,10,2,131,92.9157894736842,78.0
11805,COLEGIO POLIVALENTE INGLES,13112,2,-33.61292102,-70.63783317,466,1,10,5,131,93.9529411764706,99.0
11806,ESCUELA BASICA PARTICULAR ARMI,13131,2,-33.52892188,-70.64661259,96,1,10,2,131,95.436170212766,85.6666666666667
11809,ESC.PAR.MAURICE AND NATALY SCHOOL,13131,2,-33.53490136,-70.63530233,221,1,10,2,131,92.0575916230366,75.0
11811,LICEO SANTA MARIA EUFRASIA,13129,5,-33.501022,-70.616615,249,1,165,3,131,87.6666666666667,80.1428571428571
11811,LICEO SANTA MARIA EUFRASIA,13129,5,-33.501022,-70.616615,249,1,165,3,131,88.8918918918919,83.5909090909091
11811,LICEO SANTA MARIA EUFRASIA,13129,5,-33.501022,-70.616615,249,1,165,6,131,87.2955974842767,80.0652173913043
11812,COLEGIO TOMAS MORO,13130,2,-33.50799829999999,-70.65292213,1710,1,10,2,131,84.0710659898477,30.9090909090909
11812,COLEGIO TOMAS MORO,13130,2,-33.50799829999999,-70.65292213,1710,1,10,5,131,86.1273486430063,48.3333333333333
11813,ESCUELA PARTICULAR ALVAREZ DE TOLEDO,13130,2,-33.49002678,-70.64532186,325,1,10,2,131,89.3281853281853,75.6
11814,COLEGIO PESTALOZZI,13129,2,-33.505146,-70.6192,117,1,165,3,131,100.0,100.0
11814,COLEGIO PESTALOZZI,13129,2,-33.505146,-70.6192,117,1,165,6,131,100.0,100.0
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,2,-33.56878615,-70.66997165,662,1,10,2,131,80.630985915493,81.6666666666667
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,2,-33.56878615,-70.66997165,662,1,10,5,131,81.8092105263158,53.75
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,2,-33.56878615,-70.66997165,662,1,10,7,131,78.3617021276596,22.0
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,13105,2,-33.56878615,-70.66997165,662,1,10,7,131,80.5507246376812,55.5
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,13119,2,-33.54495374999999,-70.77258211,672,1,10,2,131,90.1982456140351,75.5714285714286
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,13126,1,-33.42924415,-70.69663396,830,1,310,5,131,85.0143198090692,51.3913043478261
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,13126,1,-33.42924415,-70.69663396,830,1,310,7,131,85.7205479452055,57.875
11835,ESCUELA PARTICULAR ROYAL SCHOOL,13117,2,-33.45558530999999,-70.71883599,398,1,10,2,131,94.2699386503067,79.75
11837,ESCUELA SAINT MARY SCHOOL,13301,2,-33.20475428,-70.67412944,451,1,10,2,133,86.0940594059406,56.2352941176471
11838,ESCUELA PART. STA. CLARISA DE COLINA,13301,2,-33.20398131999999,-70.68026279,301,1,10,2,133,94.0868055555556,30.3333333333333
11843,MASTER COLLEGE,13401,2,-33.5939762,-70.69929706,453,1,110,5,134,88.1111111111111,39.5
11845,ESCUELA PARTICULAR BELGICA,13401,2,-33.58522357999999,-70.70629143,535,1,10,2,134,88.3802197802198,54.3333333333333
11851,COLEGIO JOSE MANUEL BALMACEDA,13605,2,-33.61201409,-70.89874843,997,1,10,2,136,89.0666666666667,47.125
11851,COLEGIO JOSE MANUEL BALMACEDA,13605,2,-33.61201409,-70.89874843,997,1,10,5,136,92.1325301204819,73.25
11853,ESCUELA BAS. PARTICULAR MILLARAY,13605,2,-33.61142935,-70.90023048,111,1,10,2,136,96.9183673469388,93.6666666666667
11854,ESCUELA BASICA PARTICULAR BRASILIA,13604,2,-33.5693386,-70.81033128,340,1,10,2,136,85.1399317406143,53.6666666666667
11867,COLEGIO UNIVERSAL SAN FRANCISCO,13601,2,-33.66357606999999,-70.92531466,455,1,10,2,136,86.8691275167785,89.0
11867,COLEGIO UNIVERSAL SAN FRANCISCO,13601,2,-33.66357606999999,-70.92531466,455,1,10,5,136,85.5887096774194,93.0
11870,ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,13129,2,-33.50815766,-70.61768727,633,1,10,2,131,82.0570934256055,35.6
11871,COLEGIO PEDRO DE VALDIVIA,13123,3,-33.440617,-70.60724,1143,1,10,5,131,92.0539682539683,70.0
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,13504,1,-33.453808,-71.07542,568,1,310,5,135,87.8352941176471,73.1818181818182
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,13504,1,-33.453808,-71.07542,568,1,310,7,135,88.8518518518518,90.0
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,13504,1,-33.453808,-71.07542,568,1,310,7,135,89.2669322709163,77.6923076923077
11906,ESCUELA BAS. LOS CARRERA,13130,2,-33.49636692,-70.64811997,625,1,10,2,131,93.485347985348,57.6666666666667
11909,ESCUELA PARTICULAR N°333 EL ANGEL,13129,2,-33.49614513,-70.62961168,324,1,10,2,131,82.3024911032028,52.4285714285714
11914,ESCUELA BASICA Nº128 SAN RAMON,13109,2,-33.52869213,-70.64985391,360,1,10,2,131,88.5608108108108,74.75
11918,FROILAN YAÑEZ DE LA BARRA,13109,2,-33.539548,-70.66740036,299,1,310,5,131,90.9031141868512,87.0
11921,COLEGIO INFOCAP,13129,2,-33.506985,-70.63431,503,1,165,3,131,91.5666666666667,84.4285714285714
11921,COLEGIO INFOCAP,13129,2,-33.506985,-70.63431,503,1,165,6,131,90.7426273458445,81.7307692307692
11926,ESCUELA BASICA PARTICULAR ROQUER,13128,2,-33.40624008,-70.70246519,375,1,10,2,131,84.3029315960912,53.0
11928,ESCUELA ANTILLANCA,13201,2,-33.60737882,-70.5705591,114,1,110,2,132,89.9137931034483,100.0
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,13401,2,-33.60423894,-70.68338811,791,1,10,2,134,90.5197255574614,82.8333333333333
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,13401,2,-33.60423894,-70.68338811,791,1,10,5,134,89.9512195121951,80.8
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,13401,2,-33.60423894,-70.68338811,791,1,10,7,134,91.3454545454545,80.0
11936,COLEGIO JACQUES COUSTEAU,13119,2,-33.51625034,-70.78584447,827,1,10,2,131,83.3560885608856,67.0588235294118
11936,COLEGIO JACQUES COUSTEAU,13119,2,-33.51625034,-70.78584447,827,1,10,5,131,84.3271028037383,70.7222222222222
11942,COLEGIO ABERSAN,13301,2,-33.18134283,-70.65309146,582,1,10,2,133,85.0826612903226,60.1538461538462
11949,COLEGIO CRISOL,13110,2,-33.56502153999999,-70.58261383,251,1,10,2,131,88.4151785714286,79.5
11950,COLEGIO MONTEVERDE,13122,2,-33.47377344,-70.54952088,1010,1,10,2,131,85.8542635658915,73.1818181818182
11950,COLEGIO MONTEVERDE,13122,2,-33.47377344,-70.54952088,1010,1,10,5,131,88.3167701863354,81.6666666666667
11952,ESCUELA BELEN O¦HIGGINS,13110,2,-33.53789948,-70.60556992,317,1,10,2,131,82.7344398340249,48.2
11952,ESCUELA BELEN O¦HIGGINS,13110,2,-33.53789948,-70.60556992,317,1,10,6,131,77.6388888888889,68.8333333333333
11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,13101,3,-33.44203,-70.66454,1448,1,10,2,131,92.5479115479116,89.0
11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,13101,3,-33.44203,-70.66454,1448,1,10,5,131,90.7304785894207,75.25
11965,CENTRO EDUCACIONAL SAN LORENZO,13127,2,-33.39045097999999,-70.65532689,1025,1,10,2,131,87.7044334975369,79.0
11965,CENTRO EDUCACIONAL SAN LORENZO,13127,2,-33.39045097999999,-70.65532689,1025,1,10,7,131,88.7412935323383,81.6666666666667
11968,COLEGIO CUMBRES,13114,3,-33.396026,-70.50479,1518,1,10,2,131,93.3050430504305,83.0
11977,SAINT CHRISTIAN COLLEGE,13111,2,-33.55377423,-70.62428201,1259,1,10,2,131,86.441431670282,80.3333333333333
11977,SAINT CHRISTIAN COLLEGE,13111,2,-33.55377423,-70.62428201,1259,1,10,5,131,86.3872832369942,66.0
11979,COLEGIO MIGUEL ANGEL,13112,2,-33.58766371,-70.62578481,252,1,10,2,131,81.1741071428571,45.1
11993,ESCUELA BASICA JUAN PABLO DUARTE,13123,1,-33.44555595,-70.62162943,1089,1,10,2,131,84.2962483829237,70.6315789473684
11993,ESCUELA BASICA JUAN PABLO DUARTE,13123,1,-33.44555595,-70.62162943,1089,1,10,5,131,85.5393939393939,62.3333333333333
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,2,-33.54421894,-70.62636681,573,1,10,2,131,85.1617161716172,51.4
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,2,-33.54421894,-70.62636681,573,1,10,5,131,82.4744525547445,68.875
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,2,-33.54421894,-70.62636681,573,1,10,7,131,84.7551020408163,82.0
11994,LICEO POLIVALENTE BAHIA DARWIN,13111,2,-33.54421894,-70.62636681,573,1,10,7,131,81.3673469387755,32.0
11997,ESCUELA JOSE IBAÑEZ,13109,2,-33.54357307,-70.65893229,604,1,10,2,131,89.4396226415094,67.8461538461538
11998,ESCUELA BASICA PARTICULAR HUEÑECITO,13112,2,-33.58843667,-70.64948943,121,1,10,2,131,95.5049504950495,64.0
12076,ESCUELA PARTICULAR SAN GUILLERMO,13201,2,-33.62646328,-70.61001673,713,1,10,2,132,92.4663382594417,88.0909090909091
12077,COLEGIO SAN MIGUEL DE LOS ANDES,13201,2,-33.56506108,-70.57338003,932,1,10,2,132,87.7435897435897,76.9583333333333
12077,COLEGIO SAN MIGUEL DE LOS ANDES,13201,2,-33.56506108,-70.57338003,932,1,10,5,132,90.016339869281,83.8333333333333
12079,HERNAN MERINO CORREA,13401,1,-33.59525441,-70.68632585,541,1,10,2,134,92.5843621399177,79.5833333333333
12083,COLEGIO LO ERRAZURIZ,13119,2,-33.47448905,-70.72753202,648,1,10,2,131,94.2279411764706,69.0
12085,COLEGIO CRISTIANO EMMANUEL,13110,2,-33.51234494,-70.56430502,478,1,10,2,131,89.3025477707006,65.6666666666667
12085,COLEGIO CRISTIANO EMMANUEL,13110,2,-33.51234494,-70.56430502,478,1,10,5,131,91.5126050420168,75.1666666666667
12086,COLEGIO COYANCURA,13114,3,-33.429065,-70.58669,322,1,10,2,131,92.2122905027933,91.5
12086,COLEGIO COYANCURA,13114,3,-33.429065,-70.58669,322,1,10,5,131,93.5154639175258,90.0
12087,COLEGIO BRITISH ROYAL SCHOOL,13113,3,-33.451061,-70.5277,1420,1,10,2,131,96.1090269636577,80.0
12094,COLEGIO SAN ESTEBAN DIÁCONO,13132,3,-33.382274,-70.55391,622,1,10,2,131,91.5848563968668,79.0
12094,COLEGIO SAN ESTEBAN DIÁCONO,13132,3,-33.382274,-70.55391,622,1,10,5,131,89.3636363636364,38.0
12095,ESC BAS PART COLEGIO CHILLAN,13110,2,-33.56286983999999,-70.58466074,362,1,10,2,131,89.9090909090909,61.25
12105,ESCUELA ESPECIAL PARTICULAR CEDEL,13112,2,-33.578781,-70.64955865,299,1,10,2,131,80.7201834862385,43.0
12111,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,13401,2,-33.56012449,-70.71257707,697,1,10,5,134,87.0918367346939,79.0833333333333
12111,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,13401,2,-33.56012449,-70.71257707,697,1,10,7,134,82.4864864864865,15.0
12113,ESCUELA BASICA LO VELASQUEZ,13128,1,-33.40571544,-70.74463042,385,1,10,2,131,78.372602739726,46.75
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,13128,2,-33.40518934,-70.70484484,840,1,10,2,131,84.68,62.75
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,13128,2,-33.40518934,-70.70484484,840,1,10,5,131,83.8884462151394,49.7
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,13128,2,-33.40518934,-70.70484484,840,1,10,7,131,84.0306748466258,74.0909090909091
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,13125,1,-33.36805171,-70.73249527,706,1,410,5,131,83.8152173913043,63.7352941176471
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,13125,1,-33.36805171,-70.73249527,706,1,410,7,131,86.5826086956522,68.75
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,13125,1,-33.36805171,-70.73249527,706,1,410,7,131,87.984126984127,79.3333333333333
12118,ESCUELA CENTRO BIBLICO LA FORESTA,13501,2,-33.67947611,-71.2271062,307,1,10,2,135,83.364312267658,30.0
12121,ESCUELA MARIA DE LA PAZ,13201,2,-33.57852061,-70.58238729,141,1,110,2,132,98.7218543046358,95.0
12122,ESCUELA EDUCADORA GABRIELA MISTRAL,13124,2,-33.44542229999999,-70.76292757,687,1,10,2,131,86.2701812191104,53.3636363636364
12130,ESCUELA MARIA TERESA SCHOOL NUM 2,13101,2,-33.46664959999999,-70.67239811,304,1,10,2,131,86.6008771929825,56.3333333333333
12133,COLEGIO FRANCISCO ENCINA,13120,3,-33.463861,-70.60037,328,1,10,5,131,93.12,93.0
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,13120,2,-33.47042141,-70.57966498,894,1,310,5,131,83.8155339805825,56.9130434782609
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,13120,2,-33.47042141,-70.57966498,894,1,310,7,131,82.9351351351351,51.0
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,13120,2,-33.47042141,-70.57966498,894,1,310,7,131,85.1737089201878,72.875
