RBD,MRUN,COD_JOR,PROM_GRAL,SIT_FIN_R
437,5913463,3,5.3,P
437,6794809,3,5.1,P
437,6876611,3,5.9,P
437,7846298,3,6.6,P
437,8333364,3,5.8,P
437,9184629,3,5.5,P
437,9993657,3,6.9,P
437,10444890,3,6.5,P
437,10491469,3,6.0,P
437,10530493,3,5.9,P
437,10800465,3,5.7,P
437,10897191,3,6.3,P
437,13239756,3,6.8,P
437,13957973,3,6.1,P
437,16808467,3,5.6,P
437,17127951,3,5.7,P
437,17483822,3,5.9,P
437,17768609,3,6.2,P
437,18193031,3,5.5,P
437,18539348,3,6.3,P
437,19090718,3,5.9,P
437,19612626,3,6.1,P
437,20204430,3,6.0,P
437,20378759,3,6.1,P
437,21016467,3,5.5,P
437,21360986,3,6.5,P
437,22045943,3,6.7,P
437,23244782,3,6.3,P
437,23781096,3,6.3,P
437,24247072,3,5.5,P
437,25525124,3,5.7,P
437,194234,3,5.6,P
437,474048,3,6.7,P
437,712543,3,6.0,P
437,1189891,3,5.6,P
437,1914785,3,3.5,R
437,1975688,3,6.7,P
437,2318882,3,5.6,P
437,3265395,3,5.7,P
437,4110728,3,6.2,P
437,5060989,3,5.5,P
437,5135948,3,6.5,P
437,5622673,3,6.6,P
437,6392177,3,6.2,P
437,6674653,3,5.9,P
437,8372866,3,6.1,P
437,9346416,3,5.5,P
437,10403115,3,5.8,P
437,12470652,3,5.9,P
437,12966485,3,5.6,P
437,13946896,3,5.6,P
437,13984818,3,6.3,P
437,14137815,3,6.0,P
437,15067612,3,6.5,P
437,15909059,3,5.9,P
437,16621333,3,5.8,P
437,16709246,3,6.6,P
437,16828195,3,5.9,P
437,17333714,3,6.2,P
437,18256762,3,6.4,P
437,19824434,3,6.1,P
437,20079850,3,6.2,P
437,22886433,3,6.4,P
437,23134990,3,5.9,P
437,23285433,3,6.0,P
437,23781133,3,6.1,P
437,24343574,3,6.3,P
437,24709640,3,6.0,P
437,24948028,3,6.6,P
437,25766271,3,5.9,P
437,26982454,3,5.3,P
437,767363,3,5.9,P
437,836405,3,6.0,P
437,2121892,3,5.9,P
437,2946438,3,6.0,P
437,3599977,3,6.3,P
437,4060181,3,6.9,P
437,5096278,3,4.3,R
437,5278140,3,5.5,P
437,6263331,3,6.4,P
437,6299857,3,5.0,P
437,6312588,3,5.6,P
437,6318607,3,6.7,P
437,7172470,3,6.2,P
437,7306969,3,4.9,P
437,8857390,3,6.0,P
437,8941254,3,5.5,P
437,9345523,3,5.7,P
437,11770191,3,5.8,P
437,12150838,3,6.2,P
437,12434152,3,5.6,P
437,13014782,3,4.3,R
437,13766631,3,4.7,R
437,13998777,3,0.0,T
437,16711659,3,6.0,P
437,17146924,3,6.4,P
437,17163385,3,5.0,P
437,17988099,3,6.0,P
437,18411964,3,5.0,P
437,19614615,3,6.1,P
437,20299548,3,6.7,P
437,21107551,3,0.0,T
437,21132197,3,6.0,P
437,21495179,3,0.0,T
437,21668253,3,4.4,R
437,21720347,3,4.9,P
437,21796266,3,5.6,P
437,21951878,3,6.2,P
437,22801841,3,5.0,P
437,23027883,3,6.2,P
437,24052881,3,4.3,R
437,24806612,3,6.2,P
437,24877742,3,6.6,P
437,1870919,3,5.7,P
437,1988103,3,6.4,P
437,2035446,3,5.2,P
437,2361084,3,5.0,P
437,3054196,3,6.0,P
437,3800238,3,6.0,P
437,4169423,3,5.8,P
437,4587721,3,6.3,P
437,7439335,3,5.9,P
437,7630179,3,6.6,P
437,8365283,3,5.5,P
437,8450294,3,5.4,P
437,8862003,3,5.8,P
437,9565085,3,6.6,P
437,10127754,3,5.8,P
437,10952796,3,5.9,P
437,11097160,3,5.7,P
437,11097708,3,6.3,P
437,12672452,3,5.4,P
437,12973715,3,5.0,P
437,13822853,3,5.7,P
437,14863792,3,6.3,P
437,14936640,3,5.5,P
437,14952523,3,5.5,P
437,15304166,3,5.3,P
437,15843813,3,6.0,P
437,16228876,3,0.0,T
437,16723131,3,5.9,P
437,16738889,3,6.6,P
437,16891096,3,5.0,P
437,17185971,3,5.9,P
437,19430897,3,6.7,P
437,20092822,3,5.6,P
437,21817033,3,5.5,P
437,22869894,3,5.6,P
437,23262120,3,5.9,P
437,23388353,3,6.0,P
437,23814441,3,5.4,P
437,24760124,3,5.9,P
437,24815166,3,6.2,P
437,298827,3,6.6,P
437,600900,3,6.2,P
437,2371223,3,6.1,P
437,2468247,3,5.5,P
437,2773675,3,6.3,P
437,4512922,3,5.9,P
437,5003417,3,6.2,P
437,6223394,3,5.9,P
437,8826828,3,6.6,P
437,8950016,3,6.1,P
437,11539253,3,5.5,P
437,11611292,3,5.7,P
437,11685973,3,5.8,P
437,11758282,3,5.6,P
437,12029499,3,5.4,P
437,12660525,3,4.1,R
437,12780039,3,5.4,P
437,13041285,3,5.3,P
437,14661821,3,6.1,P
437,14738865,3,6.4,P
437,15746470,3,5.5,P
437,16557132,3,5.6,P
437,16649143,3,5.5,P
437,17106135,3,5.6,P
437,17563610,3,5.9,P
437,17937996,3,5.6,P
437,18138098,3,5.4,P
437,18713473,3,6.6,P
437,20247293,3,6.2,P
437,20457678,3,5.7,P
437,22067524,3,5.3,P
437,22425682,3,6.0,P
437,24071282,3,6.3,P
437,24507054,3,5.2,P
437,567345,3,6.0,P
437,850871,3,5.8,P
437,1417114,3,6.5,P
437,1988927,3,5.8,P
437,4685397,3,5.8,P
437,4903813,3,6.3,P
437,4915657,3,6.2,P
437,7043037,3,6.2,P
437,7437206,3,5.4,P
437,7483475,3,6.1,P
437,7673866,3,6.1,P
437,7898610,3,5.7,P
437,9189516,3,6.4,P
437,9302887,3,6.3,P
437,9386983,3,5.9,P
437,11830970,3,7.0,P
437,11987282,3,6.7,P
437,12773955,3,6.5,P
437,13045376,3,6.7,P
437,13551534,3,6.4,P
437,13586616,3,5.8,P
437,14085635,3,5.6,P
437,14509592,3,5.8,P
437,14824182,3,6.4,P
437,15723263,3,5.6,P
437,15939093,3,5.6,P
437,16246070,3,6.2,P
437,16776446,3,5.6,P
437,17818431,3,6.3,P
437,19089752,3,6.5,P
437,19123529,3,6.3,P
437,19465724,3,5.4,P
437,19606911,3,6.6,P
437,19967896,3,5.3,P
437,21059273,3,6.7,P
437,21294791,3,6.5,P
437,22639523,3,6.2,P
437,22744294,3,6.6,P
437,22800518,3,5.1,P
437,754730,3,5.2,P
437,1387243,3,6.5,P
437,1512241,3,5.5,P
437,1682361,3,4.5,R
437,1822402,3,5.0,P
437,1931436,3,5.5,P
437,2944099,3,3.6,R
437,4395749,3,5.2,P
437,4669250,3,5.0,P
437,5610357,3,4.6,P
437,6257679,3,5.7,P
437,6553813,3,4.4,R
437,7140668,3,3.3,R
437,8262725,3,4.1,R
437,8373965,3,5.8,P
437,8964083,3,6.1,P
437,9118921,3,5.6,P
437,9372438,3,6.6,P
437,10801596,3,5.4,P
437,13106296,3,5.1,P
437,13945437,3,6.1,P
437,14302839,3,5.6,P
437,15456168,3,6.4,P
437,16225435,3,5.7,P
437,18258078,3,4.4,P
437,18488740,3,6.3,P
437,19137181,3,4.6,P
437,19352530,3,5.8,P
437,19515757,3,5.9,P
437,20065516,3,6.2,P
437,20357327,3,5.1,P
437,21142884,3,4.8,P
437,21422216,3,5.6,P
437,21937100,3,5.2,P
437,22028662,3,0.0,T
437,22316617,3,0.0,T
437,23137909,3,6.0,P
437,24213137,3,4.9,P
437,649139,3,6.5,P
437,1632723,3,5.1,P
437,2070193,3,5.5,P
437,6137300,3,6.3,P
437,7099511,3,6.3,P
437,7337601,3,6.5,P
437,7776876,3,4.8,P
437,8331946,3,5.7,P
437,9015371,3,5.9,P
437,9641159,3,6.7,P
437,9928886,3,5.6,P
437,10111105,3,5.2,P
437,10828045,3,6.6,P
437,10847338,3,5.1,P
437,12088926,3,5.0,P
437,13255575,3,5.3,P
437,13473069,3,4.8,P
437,13888024,3,5.9,P
437,14105756,3,6.8,P
437,14615770,3,6.0,P
437,14890214,3,6.0,P
437,15433665,3,5.2,P
437,15539909,3,6.8,P
437,16468903,3,5.1,P
437,16589938,3,5.4,P
437,16822508,3,6.2,P
437,16922382,3,6.9,P
437,17120713,3,6.7,P
437,17228524,3,6.3,P
437,17343958,3,2.9,R
437,18313749,3,6.2,P
437,18346413,3,0.0,Y
437,18629212,3,5.3,P
437,19070974,3,6.4,P
437,21001313,3,5.5,P
437,21131819,3,5.4,P
437,21818580,3,0.0,Y
437,22177080,3,2.9,R
437,22439817,3,5.4,P
437,23718607,3,6.3,P
437,23927548,3,5.7,P
437,24633385,3,5.0,P
437,886088,3,5.5,P
437,1429813,3,5.9,P
437,1754425,3,5.0,P
437,4311055,3,5.5,P
437,4316008,3,6.7,P
437,4433867,3,5.5,P
437,4761644,3,4.8,P
437,5325809,3,6.8,P
437,5513996,3,5.7,P
437,6462069,3,6.7,P
437,6530638,3,6.7,P
437,6729928,3,5.5,P
437,7437465,3,5.3,P
437,8907758,3,5.8,P
437,9146578,3,5.6,P
437,9148272,3,6.2,P
437,9499213,3,5.2,P
437,9784827,3,5.5,P
437,10487814,3,6.2,P
437,11419532,3,6.2,P
437,11770191,3,0.0,T
437,12377025,3,6.3,P
437,14102457,3,5.2,P
437,14797858,3,5.8,P
437,15894201,3,5.5,P
437,18183553,3,6.3,P
437,19509834,3,6.0,P
437,19941890,3,5.6,P
437,22028425,3,6.2,P
437,22075326,3,5.5,P
437,22321447,3,6.1,P
437,22510269,3,6.0,P
437,23493777,3,5.7,P
437,23654568,3,5.9,P
437,23849537,3,5.2,P
437,23864262,3,5.4,P
437,24092654,3,4.4,R
437,24191844,3,3.5,R
437,24510035,3,6.8,P
437,24736902,3,5.5,P
437,852155,3,4.7,P
437,1843269,3,6.5,P
437,2424670,3,5.7,P
437,2749091,3,5.1,P
437,3313581,3,6.0,P
437,3782303,3,5.4,P
437,3910095,3,5.9,P
437,4026924,3,5.8,P
437,4993653,3,5.8,P
437,5670065,3,6.0,P
437,6118046,3,5.6,P
437,6791905,3,6.0,P
437,7008263,3,6.1,P
437,7726616,3,3.1,R
437,8264738,3,5.4,P
437,8986728,3,5.0,P
437,9160225,3,5.8,P
437,9900335,3,4.6,P
437,10464329,3,6.0,P
437,10565699,3,5.5,P
437,11557274,3,5.4,P
437,12118212,3,6.4,P
437,13035225,3,6.6,P
437,13202056,3,5.3,P
437,13723189,3,5.0,P
437,13934079,3,6.3,P
437,13998777,3,4.9,P
437,15552333,3,4.8,P
437,16289201,3,5.7,P
437,17410092,3,6.5,P
437,19534708,3,4.8,P
437,19638201,3,5.2,P
437,19965317,3,6.7,P
437,20434961,3,6.0,P
437,20509676,3,5.1,P
437,20761723,3,5.3,P
437,21052803,3,6.2,P
437,22471575,3,6.2,P
437,23738699,3,5.5,P
437,24113452,3,5.5,P
437,24477175,3,5.1,P
437,613190,3,6.4,P
437,733396,3,4.5,P
437,1597398,3,5.0,P
437,1616707,3,6.2,P
437,2780477,3,5.3,P
437,3608619,3,6.9,P
437,3918830,3,6.0,P
437,4755901,3,5.4,P
437,4777820,3,6.7,P
437,5462475,3,5.9,P
437,7157215,3,5.9,P
437,7484820,3,4.9,P
437,7488423,3,4.5,R
437,8321950,3,6.7,P
437,8646729,3,3.0,R
437,8910810,3,4.6,P
437,8967380,3,5.9,P
437,10715380,3,4.6,P
437,11337990,3,5.2,P
437,11646224,3,6.5,P
437,12169740,3,5.1,P
437,13868843,3,6.1,P
437,14412367,3,5.3,P
437,15489721,3,5.8,P
437,16623019,3,5.1,P
437,16958972,3,5.6,P
437,17101944,3,5.8,P
437,17246724,3,3.9,R
437,17898650,3,2.9,R
437,18896958,3,0.0,T
437,19314301,3,6.9,P
437,19530233,3,4.5,P
437,19794652,3,2.1,R
437,19882239,3,6.7,P
437,20163499,3,5.8,P
437,20313626,3,5.1,P
437,21388035,3,5.5,P
437,22084221,3,5.5,P
437,23087141,3,4.8,P
437,23462016,3,5.5,P
437,24316382,3,6.2,P
437,711114,3,6.1,P
437,1243602,3,6.0,P
437,2061049,3,6.7,P
437,2308207,3,6.4,P
437,5130089,3,6.7,P
437,5985541,3,4.8,P
437,6672299,3,5.9,P
437,6766983,3,6.6,P
437,6839876,3,5.9,P
437,7198111,3,6.6,P
437,7446262,3,6.2,P
437,8066644,3,6.1,P
437,8109808,3,6.8,P
437,8689506,3,5.3,P
437,10034484,3,6.4,P
437,10885994,3,5.8,P
437,11058152,3,6.4,P
437,11940240,3,5.9,P
437,12989400,3,6.3,P
437,13867684,3,5.5,P
437,13968673,3,6.4,P
437,14123664,3,6.4,P
437,15276068,3,6.7,P
437,15480471,3,5.9,P
437,15999977,3,5.5,P
437,16397960,3,6.6,P
437,18992172,3,6.0,P
437,19977432,3,5.0,P
437,20564555,3,6.9,P
437,21046887,3,6.6,P
437,21361976,3,6.5,P
437,21419311,3,6.3,P
437,21736895,3,6.1,P
437,22166781,3,6.8,P
437,22364563,3,5.2,P
437,22502124,3,5.6,P
437,22737439,3,4.9,P
437,23145363,3,6.1,P
437,23818491,3,6.5,P
437,23894254,3,6.5,P
437,24230131,3,5.6,P
437,238280,3,6.2,P
437,301651,3,5.0,P
437,675327,3,6.5,P
437,1623274,3,6.3,P
437,2576673,3,6.3,P
437,2926246,3,5.0,P
437,3476460,3,5.3,P
437,3772432,3,5.7,P
437,4746292,3,6.0,P
437,5525901,3,5.4,P
437,5625231,3,5.1,P
437,6325837,3,6.6,P
437,6603870,3,6.1,P
437,7271128,3,6.7,P
437,7347741,3,5.0,P
437,8180034,3,0.0,T
437,8968170,3,6.2,P
437,9564713,3,6.3,P
437,9717141,3,6.4,P
437,9886917,3,6.3,P
437,10452792,3,5.2,P
437,11435057,3,6.4,P
437,11474231,3,5.0,P
437,12414728,3,5.9,P
437,12595371,3,6.6,P
437,14103376,3,4.0,R
437,15435654,3,5.6,P
437,16713401,3,6.1,P
437,17270412,3,6.1,P
437,17299909,3,5.7,P
437,18265451,3,6.0,P
437,18409375,3,5.7,P
437,19060112,3,5.8,P
437,20066020,3,6.7,P
437,20740346,3,6.0,P
437,21418645,3,5.8,P
437,21922162,3,6.7,P
437,23612334,3,6.9,P
437,23847786,3,6.5,P
437,1306923,3,5.4,P
437,1461141,3,5.9,P
437,1656461,3,5.6,P
437,1863571,3,5.7,P
437,2561235,3,6.6,P
437,5138964,3,5.2,P
437,5497857,3,5.5,P
437,5818765,3,5.2,P
437,6065053,3,6.9,P
437,6070924,3,6.4,P
437,6289578,3,5.6,P
437,6395185,3,6.9,P
437,7539219,3,5.3,P
437,7617646,3,6.0,P
437,7761923,3,5.6,P
437,8117509,3,5.2,P
437,8436721,3,5.5,P
437,9055821,3,6.2,P
437,9208355,3,5.4,P
437,9220219,3,5.9,P
437,9254762,3,5.7,P
437,10278861,3,6.6,P
437,11718420,3,5.8,P
437,13185826,3,5.4,P
437,13359225,3,5.7,P
437,13868582,3,5.6,P
437,13937260,3,5.4,P
437,14452271,3,5.9,P
437,15157010,3,6.4,P
437,15688613,3,6.8,P
437,16905823,3,5.7,P
437,17234242,3,6.1,P
437,17777698,3,6.4,P
437,19640766,3,6.0,P
437,21801271,3,5.4,P
437,21945107,3,6.1,P
437,22724251,3,5.2,P
437,22953862,3,6.0,P
437,23979140,3,6.1,P
437,748844,3,4.8,P
437,1341165,3,4.8,P
437,1662471,3,5.4,P
437,1902364,3,6.0,P
437,2268520,3,5.4,P
437,2463435,3,0.0,T
437,3354363,3,5.6,P
437,3961651,3,5.4,P
437,4495761,3,5.0,P
437,4873812,3,6.3,P
437,7024815,3,5.8,P
437,7063102,3,5.5,P
437,7811286,3,6.2,P
437,8024716,3,5.0,P
437,9293067,3,5.7,P
437,10181285,3,4.9,P
437,10860398,3,6.6,P
437,11278410,3,6.8,P
437,11368083,3,4.9,P
437,11745479,3,5.8,P
437,13225972,3,4.7,P
437,13501200,3,6.4,P
437,14745465,3,5.8,P
437,15541725,3,5.4,P
437,15644947,3,5.7,P
437,15892683,3,5.4,P
437,16093163,3,5.6,P
437,16782423,3,5.4,P
437,17495987,3,5.8,P
437,18273945,3,5.8,P
437,19154572,3,6.2,P
437,19822789,3,5.9,P
437,19872502,3,5.7,P
437,21539492,3,6.2,P
437,23266649,3,5.2,P
437,23705516,3,5.5,P
437,24671062,3,5.2,P
437,24795955,3,6.8,P
437,25810327,3,5.7,P
437,64273,3,5.8,P
437,426564,3,5.6,P
437,624683,3,5.6,P
437,1191419,3,5.4,P
437,2361919,3,6.4,P
437,3434395,3,4.9,P
437,3536823,3,6.0,P
437,5013536,3,6.3,P
437,6049247,3,6.5,P
437,6168767,3,0.0,T
437,7878568,3,4.9,P
437,8100004,3,6.1,P
437,9446574,3,6.4,P
437,9582880,3,5.8,P
437,11980498,3,4.9,P
437,12402572,3,5.3,P
437,12748478,3,6.2,P
437,12978387,3,5.8,P
437,13287659,3,5.1,P
437,13396541,3,6.4,P
437,13921407,3,4.9,P
437,14363650,3,5.2,P
437,15851050,3,5.1,P
437,17653570,3,5.2,P
437,18516938,3,5.4,P
437,18574262,3,5.7,P
437,20156103,3,6.1,P
437,20193898,3,6.3,P
437,20312392,3,6.1,P
437,20917572,3,4.9,P
437,22150360,3,6.4,P
437,22217764,3,6.6,P
437,22958828,3,6.3,P
437,23124593,3,6.5,P
437,24226594,3,5.6,P
437,24899545,3,6.6,P
437,1795150,3,5.0,P
437,1928051,3,6.0,P
437,2061202,3,4.9,P
437,2463435,3,4.8,P
437,3244878,3,6.1,P
437,3291999,3,5.4,P
437,4139315,3,4.8,P
437,4619613,3,6.1,P
437,6227307,3,5.5,P
437,6740358,3,5.2,P
437,8739582,3,5.5,P
437,8862812,3,6.4,P
437,9397497,3,5.9,P
437,9732319,3,4.5,R
437,9814902,3,5.0,P
437,9937515,3,4.6,P
437,10488946,3,0.0,T
437,10853729,3,5.9,P
437,11308165,3,5.5,P
437,12193362,3,5.8,P
437,13175328,3,6.0,P
437,15539030,3,4.8,R
437,15573156,3,5.5,P
437,18480193,3,5.0,P
437,18755929,3,6.4,P
437,19996196,3,5.0,P
437,20314131,3,5.4,P
437,21591252,3,5.1,P
437,23336161,3,4.4,R
437,23567354,3,5.3,P
437,24036676,3,5.2,P
437,24304052,3,6.2,P
437,24329795,3,5.1,P
437,25134537,3,5.2,P
437,25476004,3,5.1,P
437,26556900,3,6.1,P
437,539525,3,4.6,P
437,570298,3,5.8,P
437,1178475,3,6.1,P
437,1942278,3,4.8,R
437,2169413,3,5.7,P
437,2239103,3,4.7,P
437,2730187,3,5.6,P
437,3411967,3,5.2,P
437,4689616,3,6.5,P
437,4764228,3,6.0,P
437,6115430,3,6.0,P
437,6138454,3,5.6,P
437,7927011,3,5.3,P
437,7997544,3,5.4,P
437,8064129,3,6.3,P
437,9334209,3,4.2,R
437,9757692,3,5.2,P
437,11122569,3,5.2,P
437,12011491,3,5.0,P
437,12747367,3,6.2,P
437,12864185,3,5.6,P
437,14195341,3,5.2,P
437,14301235,3,6.7,P
437,14776333,3,5.4,P
437,15335718,3,4.7,P
437,16039107,3,5.6,P
437,18475088,3,5.9,P
437,19225579,3,6.1,P
437,19462492,3,5.7,P
437,19478592,3,5.0,P
437,19728888,3,5.8,P
437,20498220,3,5.0,P
437,21426400,3,5.0,P
437,22531316,3,0.0,Y
437,23970155,3,3.3,R
437,24117718,3,5.8,P
437,24256031,3,4.5,R
437,24863624,3,5.7,P
437,70119,3,6.2,P
437,948482,3,5.7,P
437,1089803,3,6.1,P
437,1343336,3,6.3,P
437,2298013,3,5.4,P
437,3471245,3,6.6,P
437,4351182,3,5.5,P
437,4702138,3,5.6,P
437,5978962,3,5.9,P
437,6564101,3,5.5,P
437,7842685,3,6.1,P
437,8641058,3,6.0,P
437,8827757,3,6.6,P
437,9577159,3,6.1,P
437,10708286,3,6.2,P
437,12052319,3,5.7,P
437,14142412,3,6.5,P
437,14595149,3,6.2,P
437,16201352,3,5.8,P
437,16502613,3,5.8,P
437,16623622,3,6.3,P
437,16662668,3,5.6,P
437,16863113,3,5.6,P
437,18781601,3,6.1,P
437,18928209,3,5.9,P
437,20105450,3,5.9,P
437,20662611,3,6.1,P
437,22454842,3,6.3,P
437,23303137,3,5.4,P
437,23834745,3,4.5,P
437,24252831,3,6.2,P
437,25475999,3,6.4,P
437,120853,3,6.1,P
437,901730,3,5.2,P
437,1326382,3,5.7,P
437,1896520,3,5.6,P
437,2361492,3,0.0,T
437,2382184,3,6.0,P
437,3145275,3,5.2,P
437,6019164,3,6.0,P
437,6504549,3,5.4,P
437,7591732,3,5.1,P
437,8020395,3,5.5,P
437,8158080,3,6.6,P
437,8454184,3,5.6,P
437,8587014,3,5.8,P
437,8743758,3,6.1,P
437,10134750,3,5.5,P
437,10880285,3,5.6,P
437,11875252,3,6.5,P
437,12494315,3,5.6,P
437,13518755,3,6.2,P
437,13872926,3,1.5,R
437,15874812,3,5.6,P
437,16393440,3,6.2,P
437,17893571,3,5.4,P
437,18094321,3,5.7,P
437,18096229,3,5.2,P
437,18499888,3,5.4,P
437,18893881,3,6.1,P
437,19610481,3,5.5,P
437,20001074,3,6.0,P
437,20931221,3,5.3,P
437,21076669,3,5.6,P
437,22695109,3,6.2,P
437,22726192,3,5.9,P
437,23384906,3,5.4,P
437,24595408,3,6.4,P
437,24638076,3,6.6,P
437,24716165,3,5.7,P
437,146817,3,5.2,P
437,1782529,3,6.0,P
437,2105970,3,5.9,P
437,4991276,3,5.9,P
437,7631632,3,6.2,P
437,7943882,3,6.8,P
437,10488388,3,6.3,P
437,10534455,3,6.7,P
437,11229391,3,6.8,P
437,12225507,3,5.7,P
437,14765307,3,6.2,P
437,14977769,3,5.6,P
437,16027845,3,5.0,P
437,16387728,3,5.2,P
437,18624052,3,6.7,P
437,18697540,3,6.3,P
437,18795224,3,5.6,P
437,19543807,3,5.2,P
437,19576729,3,5.9,P
437,20895289,3,6.2,P
437,21894327,3,5.7,P
437,21900959,3,5.5,P
437,22500924,3,5.9,P
437,22558948,3,5.3,P
437,22694347,3,5.0,P
437,22775324,3,6.6,P
437,23165952,3,5.0,P
437,23652787,3,6.1,P
437,24023462,3,6.1,P
437,24158059,3,6.8,P
437,24269726,3,5.2,P
437,24514288,3,4.9,P
437,25598332,3,5.1,P
437,384240,3,6.6,P
437,1273677,3,4.8,R
437,3420755,3,5.0,P
437,3788192,3,5.0,P
437,3997366,3,6.4,P
437,4771815,3,5.5,P
437,8051843,3,5.5,P
437,8926842,3,6.6,P
437,9405876,3,5.5,P
437,10938763,3,5.1,P
437,11496658,3,5.4,P
437,12227672,3,5.9,P
437,12404974,3,5.9,P
437,12906001,3,4.8,P
437,13420236,3,5.8,P
437,13698879,3,6.3,P
437,13914614,3,4.5,R
437,13968067,3,5.3,P
437,14479342,3,6.2,P
437,14527683,3,5.7,P
437,15259338,3,6.0,P
437,17439067,3,6.0,P
437,17559103,3,5.2,P
437,17831907,3,4.8,R
437,17840057,3,5.5,P
437,18050796,3,6.2,P
437,18869910,3,5.0,P
437,19458189,3,6.7,P
437,19579665,3,5.5,P
437,19850494,3,5.4,P
437,20658352,3,4.8,R
437,21390694,3,5.5,P
437,21935342,3,5.6,P
437,23021206,3,5.0,P
437,23283382,3,6.1,P
437,23328338,3,5.9,P
437,23694565,3,5.0,P
437,24414483,3,5.9,P
437,24635028,3,5.5,P
437,24675933,3,5.7,P
8485,6853299,2,6.8,P
8485,14854926,2,6.2,P
8485,18883317,2,5.8,P
8485,22988797,2,0.0,T
8485,10532463,2,6.8,P
8485,11569215,2,5.0,P
8485,12798126,2,5.8,P
8485,13992604,2,5.3,P
8485,11712763,2,4.6,R
8485,16933902,2,6.3,P
8485,25592297,2,6.1,P
8485,913690,2,6.1,P
8485,5991591,2,4.3,R
8485,9239404,2,5.9,P
8485,12768010,2,6.8,P
8485,15455878,2,5.2,P
8485,1466220,2,5.8,P
8485,22294665,2,5.9,P
8485,23281566,2,6.2,P
8485,26499032,2,5.2,P
8485,12753759,2,6.5,P
8485,13700734,2,4.8,P
8485,24213662,2,6.8,P
8485,25497742,2,2.0,R
8485,4370275,2,4.6,P
8485,6167427,2,5.7,P
8485,19184000,2,5.2,P
8485,25600445,2,3.9,R
8485,25738928,2,6.1,P
8485,869125,2,5.8,P
8485,6230645,2,5.2,P
8485,9267320,2,6.4,P
8485,9350210,2,5.8,P
8485,25476679,2,5.8,P
8485,25596371,2,6.1,P
8485,27074895,2,5.5,P
8485,2934396,2,0.0,T
8485,3612278,2,6.4,P
8485,7974005,2,5.8,P
8485,14335029,2,5.8,P
8485,23568326,2,5.6,P
8485,8489615,2,4.3,R
8485,12280746,2,5.7,P
8485,25810329,2,5.6,P
8485,22762628,2,5.4,P
8485,22988797,2,4.1,R
8485,3324732,2,5.6,P
8485,10026409,2,6.4,P
8485,22274981,2,0.0,Y
8485,1343986,2,5.0,P
8485,1367968,2,6.3,P
8485,23835963,2,5.6,P
8485,25574852,2,6.2,P
8485,26267332,2,4.8,P
8485,3913702,2,6.4,P
8485,4996151,2,6.5,P
8485,10636527,2,6.3,P
8485,16800092,2,5.0,P
8485,16439335,2,4.9,R
8485,25506494,2,6.3,P
8485,25637301,2,4.7,R
8485,14045446,2,6.0,P
8485,15491815,2,6.3,P
8485,17002553,2,5.2,P
8485,25818707,2,5.2,P
8485,26269309,2,4.7,R
8485,1269634,1,0.0,T
8485,12997774,1,6.3,P
8485,21393685,1,5.8,P
8485,25134855,1,6.5,P
8485,4300503,1,5.3,P
8485,17277853,1,6.7,P
8485,17602011,1,6.4,P
8485,20243921,1,0.0,T
8485,25980413,1,6.0,P
8485,52818,1,6.2,P
8485,3095331,1,6.8,P
8485,6230810,1,6.2,P
8485,13125804,1,6.5,P
8485,2640964,1,5.9,P
8485,12065291,1,6.4,P
8485,12287695,1,6.0,P
8485,12577622,1,6.4,P
8485,2456186,1,6.1,P
8485,11226743,1,6.9,P
8485,22770344,1,5.9,P
8485,8427316,1,5.4,P
8485,12342345,1,6.6,P
8485,13225560,1,5.5,P
8485,15593546,1,5.7,P
8485,21799313,1,6.0,P
8485,22527437,1,5.5,P
8485,25463766,1,6.2,P
8485,25757113,1,5.4,P
8485,13888362,1,5.7,P
8485,16525314,1,6.3,P
8485,18712702,1,5.7,P
8485,22153429,1,5.4,P
8485,26464298,1,0.0,T
8485,8126621,1,5.2,P
8485,8688851,1,6.5,P
8485,12285172,1,6.4,P
8485,15839328,1,6.0,P
8485,23301790,1,6.4,P
8485,26085592,1,5.8,P
8485,26927518,1,0.0,T
8485,755068,1,6.4,P
8485,1153680,1,6.1,P
8485,8217704,1,6.2,P
8485,12569735,1,6.7,P
8485,16121651,1,5.3,P
8485,527802,1,6.5,P
8485,7204296,1,6.1,P
8485,8303410,1,6.3,P
8485,8384920,1,3.3,R
8485,2039843,1,5.3,P
8485,3364575,1,6.5,P
8485,8802453,1,5.6,P
8485,1970649,1,5.9,P
8485,4603535,1,6.9,P
8485,16302492,1,5.9,P
8485,21899063,1,6.7,P
8485,673450,1,5.2,P
8485,13565277,1,4.7,P
8485,25979026,1,5.8,P
8485,26531696,1,2.5,R
8485,7054124,1,5.7,P
8485,9097066,1,5.9,P
8485,14028247,1,6.4,P
8485,15095402,1,5.7,P
8485,21949691,1,6.3,P
8485,25840582,1,5.7,P
8485,1349543,1,6.4,P
8485,8137792,1,5.6,P
8485,10512728,1,5.5,P
8485,21325677,1,5.0,P
8485,23455810,1,0.0,T
8485,26246220,1,4.6,P
8485,6307341,1,6.8,P
8485,9697876,1,5.9,P
8485,11902378,1,6.3,P
8485,3863350,1,6.8,P
8485,16520557,1,6.2,P
8485,25523177,1,0.0,T
8485,26373974,1,6.0,P
8485,3352591,1,6.7,P
8485,16198288,1,6.6,P
8485,9541197,1,6.2,P
8485,9797409,1,6.2,P
8485,16368088,1,7.0,P
