RBD,MRUN,COD_JOR,PROM_GRAL,SIT_FIN_R
396,5646157,3,5.4,P
396,8088467,3,5.7,P
396,8659678,3,6.2,P
396,9268065,3,5.6,P
396,9394470,3,5.3,P
396,10545606,3,6.6,P
396,11692359,3,5.8,P
396,12642802,3,4.7,P
396,13354321,3,5.9,P
396,13624487,3,4.8,P
396,14360362,3,6.0,P
396,14820027,3,5.5,P
396,15011143,3,5.4,P
396,15176618,3,5.8,P
396,15400381,3,5.8,P
396,16052498,3,4.6,P
396,16421770,3,5.7,P
396,18948403,3,5.0,P
396,19666189,3,5.1,P
396,21363006,3,5.2,P
396,24187724,3,4.6,P
396,24343459,3,5.4,P
396,25462713,3,5.0,P
396,26067132,3,6.9,P
396,627010,3,6.9,P
396,2916888,3,6.4,P
396,5729656,3,0.0,T
396,6387774,3,6.9,P
396,6672806,3,5.3,P
396,7026172,3,6.0,P
396,10847805,3,6.0,P
396,11241224,3,5.7,P
396,11436554,3,5.8,P
396,11736215,3,6.6,P
396,13265952,3,5.7,P
396,13293722,3,4.9,P
396,14559135,3,5.1,P
396,14606267,3,5.6,P
396,14913491,3,5.3,P
396,16587649,3,5.4,P
396,16999073,3,4.9,P
396,17350578,3,6.0,P
396,18971299,3,5.0,P
396,19402195,3,4.9,P
396,20016779,3,5.5,P
396,20315258,3,5.6,P
396,20565379,3,5.3,P
396,21873181,3,4.8,P
396,22002566,3,5.7,P
396,22924202,3,5.4,P
396,23217595,3,5.4,P
396,24031183,3,6.2,P
396,25151247,3,5.6,P
396,25581296,3,5.2,P
396,25817720,3,5.6,P
396,26373716,3,6.4,P
396,87811,3,6.9,P
396,1559619,3,5.5,P
396,2356758,3,6.1,P
396,2739707,3,6.2,P
396,4878109,3,5.8,P
396,5705530,3,6.0,P
396,5928303,3,6.3,P
396,6540650,3,6.5,P
396,6577713,3,6.0,P
396,6864443,3,6.5,P
396,7323952,3,6.1,P
396,7429508,3,6.6,P
396,8858827,3,6.5,P
396,9622755,3,5.7,P
396,10268713,3,6.4,P
396,10981018,3,6.2,P
396,11008898,3,5.7,P
396,12122767,3,5.8,P
396,12359875,3,6.9,P
396,12532408,3,6.2,P
396,15790380,3,5.6,P
396,15867217,3,5.4,P
396,17669280,3,5.5,P
396,17938937,3,5.6,P
396,19935509,3,5.6,P
396,20787822,3,6.8,P
396,23513310,3,6.1,P
396,23748499,3,5.9,P
396,24289390,3,6.3,P
396,25634594,3,5.1,P
396,26608730,3,5.3,P
396,2085114,3,6.0,P
396,2099167,3,6.3,P
396,3137035,3,5.3,P
396,9478924,3,6.3,P
396,11437533,3,6.0,P
396,11670435,3,5.0,P
396,12269256,3,5.3,P
396,14161427,3,5.7,P
396,16152878,3,4.9,P
396,17965371,3,4.8,P
396,20156010,3,5.0,P
396,21631648,3,5.2,P
396,21836653,3,5.0,P
396,22471074,3,5.0,P
396,23269817,3,5.6,P
396,24132848,3,5.0,P
396,25146533,3,5.7,P
396,25462439,3,0.0,T
396,25557792,3,5.6,P
396,26067455,3,6.6,P
396,26607117,3,4.6,P
396,26932735,3,4.5,P
396,26936428,3,5.8,P
396,1027738,3,5.0,P
396,3923801,3,4.6,P
396,4103113,3,4.8,P
396,4381573,3,6.0,P
396,6756086,3,5.4,P
396,8643388,3,5.3,P
396,9201615,3,6.8,P
396,9206908,3,5.3,P
396,10270883,3,0.0,Y
396,10728787,3,0.0,T
396,11673801,3,5.6,P
396,13228887,3,5.4,P
396,13939371,3,6.7,P
396,14670019,3,2.4,R
396,16996461,3,4.6,P
396,17059005,3,4.9,P
396,17455184,3,5.0,P
396,17720893,3,5.9,P
396,17977427,3,5.7,P
396,21284489,3,3.5,R
396,21616642,3,6.2,P
396,21726333,3,4.6,P
396,24100095,3,5.4,P
396,25506150,3,5.9,P
396,25578513,3,5.0,P
396,25581229,3,6.5,P
396,25794984,3,3.8,R
396,25833696,3,6.0,P
396,26305044,3,5.6,P
396,26620402,3,6.2,P
396,17199,3,5.9,P
396,650290,3,6.0,P
396,1419054,3,5.4,P
396,1540398,3,5.7,P
396,2350838,3,4.9,P
396,3103596,3,6.4,P
396,5473421,3,6.2,P
396,8964247,3,5.8,P
396,9307573,3,0.0,Y
396,9811452,3,5.0,P
396,9946912,3,4.9,P
396,9973601,3,5.6,P
396,12522906,3,4.6,P
396,17045239,3,4.9,P
396,17053125,3,5.0,P
396,17059005,3,0.0,T
396,17669859,3,6.7,P
396,17885702,3,5.5,P
396,19056020,3,5.7,P
396,23116730,3,4.2,R
396,23394636,3,6.0,P
396,24002805,3,4.6,P
396,25574255,3,5.7,P
396,117118,3,5.9,P
396,358226,3,6.6,P
396,2421382,3,5.8,P
396,3113959,3,5.6,P
396,3252536,3,5.9,P
396,3441095,3,4.9,P
396,4305146,3,5.3,P
396,6595773,3,6.0,P
396,7605067,3,5.2,P
396,8037584,3,5.4,P
396,8081743,3,6.3,P
396,8530148,3,4.7,P
396,9661651,3,5.4,P
396,9703017,3,5.6,P
396,10423455,3,5.3,P
396,10901126,3,6.2,P
396,12489583,3,5.0,P
396,13036860,3,5.9,P
396,13532172,3,5.0,P
396,16365323,3,5.6,P
396,16421255,3,6.2,P
396,18445625,3,5.5,P
396,19406142,3,6.2,P
396,21262573,3,5.0,P
396,22850915,3,0.0,T
396,25462439,3,5.5,P
396,25643275,3,4.8,P
396,26263290,3,5.7,P
396,26545984,3,6.0,P
396,1005048,3,6.4,P
396,2079854,3,6.8,P
396,5984164,3,5.3,P
396,7831319,3,5.4,P
396,9195875,3,6.3,P
396,10921859,3,4.6,P
396,12704920,3,5.0,P
396,14225368,3,4.8,P
396,17801441,3,6.0,P
396,18896527,3,6.5,P
396,19362306,3,5.7,P
396,19706288,3,5.8,P
396,20837272,3,5.8,P
396,21178316,3,6.5,P
396,25551516,3,6.1,P
396,25737464,3,6.0,P
396,26290452,3,5.7,P
396,27093122,3,5.7,P
396,151524,3,5.6,P
396,3041560,3,5.6,P
396,5402772,3,6.2,P
396,5410551,3,5.4,P
396,6948099,3,6.1,P
396,7684715,3,6.5,P
396,8515398,3,5.4,P
396,9505861,3,6.1,P
396,9867341,3,5.0,P
396,10042715,3,5.5,P
396,10292823,3,6.3,P
396,11663570,3,6.6,P
396,12337941,3,6.0,P
396,13325340,3,6.6,P
396,14308095,3,5.7,P
396,15772762,3,5.4,P
396,16649062,3,5.9,P
396,16801553,3,6.1,P
396,16861979,3,5.2,P
396,17861766,3,5.7,P
396,18380442,3,6.1,P
396,23783331,3,6.1,P
396,24515035,3,6.3,P
396,24983163,3,5.6,P
396,27093411,3,4.9,P
396,623227,3,5.4,P
396,1386951,3,5.6,P
396,3787541,3,6.1,P
396,4538079,3,5.6,P
396,5153631,3,6.3,P
396,7566684,3,6.3,P
396,7723962,3,5.8,P
396,7935169,3,5.5,P
396,9244419,3,5.8,P
396,11799272,3,5.6,P
396,12351767,3,6.4,P
396,13913643,3,6.2,P
396,14265610,3,5.9,P
396,15033042,3,6.1,P
396,15423432,3,5.2,P
396,19209200,3,5.5,P
396,20034117,3,5.4,P
396,20341208,3,6.1,P
396,23224926,3,0.0,T
396,24448443,3,5.8,P
396,25131740,3,6.2,P
396,25712576,3,6.2,P
396,25736437,3,6.4,P
396,26305405,3,6.4,P
396,26366594,3,5.4,P
396,26463675,3,6.7,P
396,246970,3,5.6,P
396,696203,3,5.4,P
396,925370,3,5.3,P
396,2662275,3,5.5,P
396,3878438,3,5.5,P
396,7571664,3,6.2,P
396,7670364,3,6.0,P
396,8839354,3,5.5,P
396,10745892,3,5.7,P
396,11048731,3,5.4,P
396,12414686,3,5.1,P
396,14601162,3,4.9,P
396,15258326,3,6.1,P
396,15621858,3,5.5,P
396,17388606,3,5.8,P
396,17858652,3,6.6,P
396,17916367,3,6.0,P
396,19474179,3,5.8,P
396,20713281,3,5.9,P
396,21827006,3,5.4,P
396,22050862,3,5.6,P
396,23870149,3,6.0,P
396,24105551,3,5.5,P
396,24619480,3,5.1,P
396,25479268,3,6.3,P
396,196768,3,5.0,P
396,1649927,3,5.5,P
396,2686587,3,5.8,P
396,3580707,3,5.0,P
396,3753165,3,0.0,T
396,4639185,3,5.8,P
396,5702912,3,5.4,P
396,6041429,3,5.5,P
396,6442861,3,5.2,P
396,8985799,3,0.0,Y
396,9141355,3,0.0,Y
396,9150858,3,4.8,P
396,11503007,3,3.1,R
396,12097127,3,0.0,Y
396,12483690,3,5.9,P
396,14363138,3,4.9,P
396,15748975,3,5.9,P
396,16069580,3,6.6,P
396,16702137,3,5.6,P
396,17606744,3,5.6,P
396,17885702,3,0.0,T
396,20451167,3,5.0,P
396,21544013,3,5.3,P
396,22067933,3,5.5,P
396,25507431,3,4.7,P
396,402484,3,5.7,P
396,2243051,3,4.7,P
396,2506082,3,5.0,P
396,3155177,3,5.0,P
396,3505448,3,5.4,P
396,3593807,3,5.2,P
396,5646968,3,5.3,P
396,6715624,3,5.7,P
396,7003507,3,5.0,P
396,9374598,3,5.2,P
396,11226261,3,5.2,P
396,12373714,3,4.9,P
396,13495723,3,5.2,P
396,14811476,3,6.3,P
396,14966376,3,5.5,P
396,16823798,3,6.2,P
396,17190657,3,5.5,P
396,18893411,3,5.3,P
396,20016572,3,5.5,P
396,20741503,3,5.8,P
396,21547307,3,6.4,P
396,22768643,3,6.1,P
396,23609505,3,5.3,P
396,25518174,3,6.3,P
396,25974365,3,5.5,P
396,26374576,3,5.3,P
396,1638485,3,6.2,P
396,3929840,3,5.7,P
396,4577270,3,5.8,P
396,5734826,3,5.2,P
396,12685513,3,6.9,P
396,17383214,3,6.2,P
396,17874740,3,6.7,P
396,18099284,3,6.1,P
396,19453396,3,5.5,P
396,21988544,3,5.9,P
396,24584424,3,6.1,P
396,25127864,3,6.7,P
396,25977733,3,6.6,P
396,26059562,3,5.7,P
396,26263438,3,6.0,P
396,1873605,3,5.8,P
396,2330967,3,6.3,P
396,3577269,3,6.1,P
396,6360547,3,6.0,P
396,9070240,3,5.4,P
396,9733323,3,5.8,P
396,10522935,3,5.7,P
396,11713514,3,5.1,P
396,15125419,3,5.5,P
396,17994804,3,6.4,P
396,19961628,3,5.4,P
396,25580898,3,6.7,P
396,27093411,3,0.0,T
399,1220453,3,5.9,P
399,1335315,3,6.0,P
399,2003594,3,5.8,P
399,2623566,3,5.9,P
399,5468916,3,5.8,P
399,5858577,3,5.7,P
399,6390517,3,5.5,P
399,7176016,3,5.6,P
399,7384890,3,4.6,P
399,7977994,3,5.0,P
399,7983769,3,5.5,P
399,8481116,3,5.3,P
399,9038395,3,4.1,R
399,10078204,3,0.0,T
399,11402147,3,5.9,P
399,15639269,3,5.4,P
399,15687121,3,5.4,P
399,15957880,3,5.1,P
399,16208515,3,5.6,P
399,17125786,3,5.5,P
399,20224003,3,4.9,P
399,21048806,3,4.8,P
399,21250075,3,5.6,P
399,22177080,3,0.0,T
399,24061755,3,6.0,P
399,24225367,3,5.3,P
399,26081062,3,5.7,P
399,26541585,3,5.8,P
399,27095591,3,5.2,P
399,1032226,3,4.9,P
399,2945653,3,4.7,P
399,3219204,3,5.1,P
399,9187811,3,6.1,P
399,9563033,3,4.7,P
399,10013768,3,5.4,P
399,11129519,3,5.7,P
399,11472590,3,6.4,P
399,12029908,3,0.0,T
399,12143283,3,6.1,P
399,13564201,3,6.3,P
399,14672624,3,5.4,P
399,16237297,3,5.5,P
399,17397907,3,0.0,Y
399,19888108,3,5.1,P
399,21261632,3,4.2,R
399,21399401,3,6.3,P
399,22337110,3,4.3,R
399,23859503,3,0.0,Y
399,24417560,3,2.3,R
399,25472936,3,5.0,P
399,25575613,3,5.7,P
399,26066918,3,4.0,R
399,26618315,3,0.0,Y
399,1969613,3,0.0,Y
399,2075305,3,6.2,P
399,2411267,3,0.0,T
399,3156221,3,4.9,P
399,4545056,3,0.0,Y
399,6047875,3,4.4,R
399,6180101,3,5.3,P
399,7498601,3,5.5,P
399,8174668,3,0.0,T
399,8819683,3,0.0,Y
399,9600052,3,5.4,P
399,9988409,3,5.0,P
399,10250722,3,6.8,P
399,10485365,3,5.3,P
399,12473061,3,0.0,Y
399,13544450,3,0.0,Y
399,13798310,3,5.2,P
399,15524401,3,5.2,P
399,16205149,3,5.0,P
399,18987864,3,5.3,P
399,22607692,3,2.9,R
399,22806094,3,4.7,P
399,24368180,3,0.0,Y
399,25112058,3,4.9,P
399,25467266,3,0.0,T
399,26141048,3,5.8,P
399,26608365,3,6.4,P
399,26931640,3,5.9,P
399,26939373,3,0.0,T
399,26986797,3,4.6,P
399,26988696,3,0.0,T
399,1334572,3,6.3,P
399,4668963,3,4.8,R
399,4762124,3,4.8,P
399,5989627,3,5.2,P
399,7912120,3,5.8,P
399,7980232,3,5.0,P
399,8609806,3,4.7,R
399,10103584,3,6.0,P
399,10421619,3,4.5,R
399,11139039,3,5.4,P
399,11357928,3,5.8,P
399,11555112,3,5.9,P
399,13498225,3,5.9,P
399,14965035,3,3.9,R
399,16556010,3,0.0,Y
399,17788321,3,0.0,T
399,18958044,3,5.9,P
399,19041891,3,4.6,P
399,19125205,3,6.0,P
399,19400915,3,5.9,P
399,19795033,3,5.4,P
399,20296044,3,5.9,P
399,20473325,3,0.0,T
399,21322978,3,5.3,P
399,21418097,3,5.4,P
399,25712589,3,0.0,T
399,25823894,3,0.0,Y
399,26968926,3,5.4,P
399,26988696,3,4.9,P
399,3174523,3,5.8,P
399,3439272,3,0.0,T
399,5264025,3,5.8,P
399,6390517,3,0.0,T
399,6597547,3,5.5,P
399,7455721,3,4.9,P
399,8099331,3,6.2,P
399,10610572,3,5.9,P
399,11040644,3,0.0,Y
399,11708294,3,6.1,P
399,13345168,3,0.0,T
399,15995582,3,0.0,Y
399,16164945,3,2.9,R
399,16700741,3,5.4,P
399,19093953,3,6.0,P
399,20976409,3,4.9,P
399,21430548,3,6.1,P
399,24369310,3,5.3,P
399,25853945,3,5.1,P
399,26932886,3,5.6,P
399,26937769,3,5.0,P
399,1696720,3,6.4,P
399,3928537,3,5.0,P
399,5756085,3,4.0,R
399,7814252,3,6.1,P
399,7947334,3,2.9,R
399,8174668,3,4.8,P
399,8785329,3,5.3,P
399,9280454,3,0.0,T
399,9988328,3,5.2,P
399,13519806,3,0.0,T
399,14210260,3,5.1,P
399,14980468,3,0.0,Y
399,15765564,3,4.4,R
399,15779573,3,3.1,R
399,17376003,3,4.8,P
399,18768236,3,5.5,P
399,19703414,3,0.0,T
399,19873055,3,5.0,P
399,20827267,3,0.0,T
399,21419477,3,0.0,T
399,21893144,3,4.5,P
399,23939717,3,4.9,P
399,24092811,3,5.2,P
399,25127857,3,5.2,P
399,25708688,3,6.1,P
399,25764215,3,6.4,P
399,26049894,3,5.2,P
399,26152852,3,5.7,P
399,26537702,3,5.3,P
399,26614174,3,0.0,T
399,26938938,3,5.5,P
399,27080875,3,5.6,P
399,272255,3,6.0,P
399,1064104,3,6.1,P
399,1429248,3,5.4,P
399,3663716,3,6.9,P
399,3679172,3,6.0,P
399,4645473,3,5.1,P
399,5392259,3,5.5,P
399,5889675,3,5.8,P
399,6349408,3,5.4,P
399,6442247,3,4.8,P
399,9597125,3,6.0,P
399,10823542,3,5.7,P
399,11831028,3,4.9,P
399,12082037,3,5.5,P
399,13114131,3,6.0,P
399,15197068,3,5.9,P
399,15537815,3,6.2,P
399,16883757,3,5.5,P
399,17089658,3,5.1,P
399,18162449,3,5.7,P
399,20581639,3,6.2,P
399,21405693,3,5.0,P
399,21898637,3,5.7,P
399,23191481,3,5.3,P
399,23949401,3,6.5,P
399,24060175,3,4.0,R
399,24777352,3,6.1,P
399,25765374,3,0.0,T
399,25830983,3,5.5,P
399,25846500,3,6.8,P
399,25856650,3,5.0,P
399,25963502,3,5.1,P
399,26140688,3,5.7,P
399,26245422,3,5.0,P
399,26297786,3,5.2,P
399,26335775,3,5.0,P
399,26529553,3,5.2,P
399,63043,3,5.2,P
399,281423,3,5.1,P
399,1947973,3,5.1,P
399,2010879,3,5.0,P
399,2125784,3,6.3,P
399,2544826,3,5.6,P
399,3714330,3,0.0,Y
399,4334546,3,0.0,Y
399,4572315,3,4.7,P
399,4899119,3,5.6,P
399,7078566,3,0.0,T
399,7278419,3,5.4,P
399,9143261,3,5.1,P
399,9702777,3,5.8,P
399,10174509,3,4.9,P
399,10206598,3,5.3,P
399,11133687,3,5.3,P
399,11213233,3,5.2,P
399,11728535,3,5.6,P
399,13181532,3,5.5,P
399,17666348,3,0.0,T
399,17906498,3,5.1,P
399,20533459,3,5.7,P
399,22355393,3,6.2,P
399,23014286,3,4.9,P
399,23367754,3,5.4,P
399,24505083,3,4.9,P
399,24750560,3,5.2,P
399,25133144,3,6.8,P
399,25466987,3,5.6,P
399,25577001,3,6.3,P
399,25578627,3,6.0,P
399,26058633,3,5.7,P
399,26340815,3,5.1,P
399,26947032,3,5.8,P
399,26979310,3,4.0,R
399,26983167,3,5.0,P
399,26986345,3,5.8,P
399,342052,3,6.4,P
399,509818,3,5.5,P
399,2080270,3,2.7,R
399,3121412,3,5.2,P
399,4036714,3,6.6,P
399,4939925,3,5.7,P
399,5274192,3,5.3,P
399,6306948,3,6.2,P
399,7078566,3,6.1,P
399,7723753,3,5.6,P
399,8686491,3,5.8,P
399,8893577,3,6.0,P
399,9780285,3,4.1,R
399,10293755,3,5.1,P
399,10827703,3,3.1,R
399,11137116,3,5.8,P
399,11716407,3,5.8,P
399,12246508,3,4.9,P
399,12361555,3,5.5,P
399,13425761,3,6.6,P
399,14928954,3,5.0,P
399,17405586,3,6.1,P
399,20197188,3,5.3,P
399,20424131,3,0.0,T
399,21446211,3,0.0,T
399,22107963,3,0.0,Y
399,22121389,3,0.0,T
399,25597651,3,5.6,P
399,25767851,3,6.3,P
399,25976334,3,5.8,P
399,26614454,3,5.7,P
399,26920026,3,5.2,P
399,26931927,3,5.7,P
399,26935999,3,5.2,P
399,26949093,3,6.6,P
399,26953171,3,5.2,P
399,26981978,3,0.0,Y
399,951457,3,5.8,P
399,1290347,3,4.6,R
399,1419480,3,0.0,Y
399,1745848,3,0.0,Y
399,2845356,3,6.3,P
399,3673219,3,5.8,P
399,3992123,3,0.0,T
399,4647700,3,0.0,Y
399,5367739,3,5.9,P
399,5699302,3,6.5,P
399,6509839,3,5.1,P
399,8142839,3,2.9,R
399,8386509,3,5.7,P
399,9186323,3,5.3,P
399,10352855,3,5.5,P
399,12786743,3,6.0,P
399,13194680,3,2.4,R
399,13243003,3,6.5,P
399,14482877,3,5.5,P
399,15341842,3,5.8,P
399,16893939,3,5.0,P
399,19287464,3,5.0,P
399,19533462,3,5.7,P
399,20424131,3,5.7,P
399,20806508,3,5.0,P
399,21446211,3,5.7,P
399,21959913,3,5.0,P
399,23008179,3,5.1,P
399,23777100,3,5.0,P
399,23805965,3,2.3,R
399,24010378,3,5.9,P
399,24740285,3,5.8,P
399,25812405,3,2.5,R
399,26054920,3,5.4,P
399,26267638,3,5.9,P
399,26332603,3,5.2,P
399,26613372,3,6.4,P
399,26920026,3,0.0,T
399,684699,3,5.3,P
399,732303,3,5.7,P
399,1519405,3,6.7,P
399,2032529,3,5.4,P
399,2070529,3,6.3,P
399,2332025,3,0.0,T
399,3612311,3,6.2,P
399,4718761,3,5.8,P
399,7444273,3,6.0,P
399,7879712,3,5.6,P
399,8191074,3,5.8,P
399,8485072,3,6.5,P
399,8707221,3,5.9,P
399,9280454,3,5.8,P
399,9302414,3,5.6,P
399,9592777,3,5.4,P
399,9592975,3,6.2,P
399,9948155,3,5.8,P
399,10529774,3,5.9,P
399,10948797,3,5.6,P
399,11859379,3,0.0,T
399,14331574,3,6.0,P
399,15033750,3,0.0,T
399,15650521,3,6.1,P
399,15789317,3,5.1,P
399,16177131,3,5.6,P
399,16225851,3,6.0,P
399,16572305,3,6.1,P
399,19001795,3,6.1,P
399,19203193,3,5.2,P
399,19938485,3,5.4,P
399,21295661,3,6.6,P
399,21324262,3,5.7,P
399,21755592,3,5.6,P
399,22813947,3,6.0,P
399,24227408,3,6.1,P
399,24737592,3,6.4,P
399,26049794,3,6.3,P
399,26608747,3,5.5,P
399,26616865,3,2.1,R
399,26921198,3,6.2,P
399,2458795,3,6.2,P
399,3665340,3,6.3,P
399,9733913,3,6.7,P
399,10668591,3,6.4,P
399,10963121,3,6.5,P
399,13313903,3,5.9,P
399,13509350,3,6.5,P
399,15368644,3,5.7,P
399,16837230,3,6.4,P
399,17011481,3,5.8,P
399,17647868,3,6.4,P
399,19409055,3,0.0,T
399,19936475,3,6.1,P
399,22259048,3,6.2,P
399,22704113,3,6.0,P
399,23660173,3,6.4,P
399,24217174,3,0.0,T
399,25474824,3,6.8,P
399,25581213,3,6.2,P
399,26049842,3,6.1,P
399,26930284,3,6.0,P
399,105100,3,6.0,P
399,583820,3,0.0,T
399,722078,3,4.5,P
399,2330809,3,5.3,P
399,2488905,3,4.8,P
399,4115637,3,0.0,Y
399,4677928,3,5.0,P
399,6315671,3,5.5,P
399,6510553,3,0.0,Y
399,7352836,3,5.2,P
399,8992792,3,6.1,P
399,9669834,3,5.3,P
399,11056793,3,6.1,P
399,12404635,3,5.8,P
399,14132913,3,5.5,P
399,14766336,3,5.7,P
399,15038108,3,0.0,Y
399,18552699,3,4.6,R
399,18848613,3,5.0,P
399,20002345,3,0.0,Y
399,20372428,3,4.9,P
399,21076584,3,5.5,P
399,21228296,3,5.2,P
