stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,wheelchair_boarding
PD1373,,PD1373-Av. José Arrieta / Esq. Diego Rojas,-33.4625127331145,-70.5562153598047,,0
PD259,,PD259-Av. José Arrieta / Esq. Bramante,-33.462495713693,-70.5576590004694,,0
PD260,,PD260-Av. José Arrieta / Esq. Julio Montebruno,-33.4624710805236,-70.5596191929358,,0
PD657,,PD657-Av. José Arrieta / Esq. Dragones De La Reina,-33.4622611101244,-70.5628288643442,,0
PD261,,PD261-Av. José Arrieta / Esq. J. Carrera-Sur,-33.4612306011859,-70.5658829996927,,0
PD262,,PD262-Av. José Arrieta / Esq. Paula Jaraquemada,-33.4601236238169,-70.5689928001699,,0
PD263,,PD263-Av. José Arrieta / Esq. Av. A. Vespucio,-33.4591302468278,-70.5716873869473,,0
PD189,,PD189-Parada 1 / (M) Grecia,-33.4685864541877,-70.5763890003127,,0
PD265,,PD265-Av. Américo Vespucio / Esq. Psje. Alejandro Ríos,-33.4723584403386,-70.5773850002763,,0
PD266,,PD266-Av. Américo Vespucio / Esq. Psje.Amanda Labarca,-33.4749694326197,-70.5779319998418,,0
PD190,,PD190-Parada 1 / (M) Los Presidentes,-33.4792354194498,-70.5788220003404,,0
PD267,,PD267-Av. Américo Vespucio / Esq. Las Madreselvas,-33.4819864115518,-70.5794099998308,,0
PD191,,PD191-Parada 1 / (M) Quilín,-33.4869493158336,-70.5804635616131,,0
PD268,,PD268-Av. Américo Vespucio / Esq. Pasaje Peatones 3,-33.491745371032,-70.582198999749,,0
PD269,,PD269-Av. Américo Vespucio / Esq. Sta. T. De Los Andes,-33.4951393407288,-70.584342000161,,0
PD192,,PD192-Parada 1 / (M) Las Torres,-33.4985763981801,-70.5865410293543,,0
PD270,,PD270-Av. Américo Vespucio / Esq. Armando Pesantes,-33.5043172691011,-70.5892660002375,,0
PE1296,,PE1296-Parada 1 / (M) Vicuña Mackenna,-33.5191241700255,-70.5960800001691,,0
PE1275,,PE1275-Av. Vicuña Mackenna / Esq. Rojas Magallanes,-33.5355668382493,-70.5931322748333,,0
PE1273,,PE1273-Parada 3 / Paradero 19 Av.Vicuña Mackenna,-33.5391902364138,-70.5914669995331,,0
PE1345,,PE1345-Parada 3 / Paradero 20 Av.Vicuña Mackenna,-33.5432753157312,-70.5896098744151,,0
PE657,,PE657-Santa Amalia / Esq. Av. Walker Martínez,-33.5433133448091,-70.5920299288299,,0
PE658,,PE658-Santa Amalia / Esq. Manutara,-33.5432572704571,-70.594756600423,,0
PE1344,,PE1344-Santa Amalia / Esq. Marte,-33.5428612146582,-70.5971477041868,,0
PE659,,PE659-Santa Amalia / Esq. El Algarrobo,-33.5428185813747,-70.5997548613316,,0
PE660,,PE660-Santa Amalia / Esq. Av. Santa Raquel,-33.5427702854215,-70.603262260783,,0
PE197,,PE197-Avenida Trinidad / Esq. Río Mañihuales,-33.5466864435154,-70.6053898593462,,0
PE198,,PE198-Avenida Trinidad / Esq. Las Gardenias,-33.5466799898553,-70.6081759996345,,0
PE199,,PE199-Avenida Trinidad / Esq. Punta Arenas,-33.5466269575794,-70.61031799981,,0
PE200,,PE200-Avenida Trinidad / Esq. Isla Quiriquina,-33.5465449192771,-70.6128680002858,,0
PE201,,PE201-Avenida Trinidad / Esq. Coronel,-33.5463739285486,-70.6147211272281,,0
PE202,,PE202-Bahía Catalina / Esq. Higueritas,-33.5481627867665,-70.6144569797041,,0
PE203,,PE203-Bahía Catalina / Esq. Río Yeso,-33.5503959045566,-70.6138200002464,,0
PE204,,PE204-Bahía Catalina / Esq. Pedro Lira,-33.5517919107732,-70.6134280005537,,0
PE205,,PE205-Bahía Catalina / Esq. Sn. José De La.Estrella,-33.5539109195627,-70.6128239997316,,0
PE206,,PE206-Bahía Catalina / Esq. Santo Tomás,-33.555418926659,-70.6123770002868,,0
PE207,,PE207-Bahía Catalina / Esq. El Trombón,-33.5569176171384,-70.6119558860696,,0
PG275,,PG275-Bahía Catalina / Esq. Los Timbales,-33.5578709364379,-70.6116860000122,,0
PG276,,PG276-Bahía Catalina / Esq. Gral. Arriagada,-33.5595579433721,-70.6112149999107,,0
PG277,,PG277-Bahía Catalina / Esq. San Miguel,-33.5618028997827,-70.6105688133873,,0
PE1330,,PE1330-Bahía Catalina / Esq. María Elena,-33.5635646939963,-70.6102884926037,,0
PE209,,PE209-Bahía Catalina / Esq. Pleamar,-33.5667953649717,-70.6098380813603,,0
PE210,,PE210-Bahía Catalina / Esq. Lontananza,-33.5690639696835,-70.6094669999688,,0
PE1305,,PE1305-Troncal Sn. Francisco / Esq. 4 Oriente,-33.5703299562498,-70.6108060448458,,0
PF166,,PF166-4 Oriente / Esq. Borde Sur,-33.5732160479022,-70.6108833316705,,0
PF267,,PF267-4 Oriente / Esq. Cabo Leones,-33.5759979561064,-70.610362999902,,0
PF781,,PF781-4 Oriente / Esq. Cabo Vírgenes,-33.5776529604349,-70.6100640000029,,0
PF794,,PF794-Cabo Vírgenes / Esq. Los Cipreses,-33.5775510091113,-70.6067669995336,,0
PF869,,PF869-Los Cipreses / Esq. Cabo Leones,-33.5757514086265,-70.6067972706213,,0
PF827,,PF827-Cabo De Hornos / Esq. Bahía Catalina,-33.5741948368859,-70.6083339315021,,0
PF164,,PF164-Bahía Catalina / Esq. Jazmín De La India,-33.5724662200727,-70.6087808148237,,0
PF165,,PF165-Bahía Catalina / Esq. Troncal Sn.Francisco,-33.5701889739415,-70.6091719995847,,0
PE211,,PE211-Bahía Catalina / Esq. Recalada Sur,-33.5690291102866,-70.6093418909531,,0
PE212,,PE212-Bahía Catalina / Esq. Tegualda,-33.5660469646403,-70.6098030001583,,0
PE213,,PE213-Bahía Catalina / Esq. María Elena,-33.5639549604537,-70.6101079997109,,0
PE214,,PE214-Bahía Catalina / Esq. San Miguel,-33.5622149970117,-70.610361856713,,0
PE215,,PE215-Bahía Catalina / Esq. Cuarzo,-33.5589671064868,-70.6112468920411,,0
PE216,,PE216-Bahía Catalina / Esq. Agata,-33.5569949347069,-70.6118179997577,,0
PE217,,PE217-Bahía Catalina / Esq. Sn. José De La.Estrella,-33.5541909226699,-70.6126030003099,,0
PE218,,PE218-Bahía Catalina / Esq. Pablo Vi,-33.5521629143637,-70.6131820003658,,0
PE219,,PE219-José Miguel Carrera / Esq. Punta Arenas,-33.5505729485737,-70.6109199997435,,0
PE220,,PE220-José Miguel Carrera / Esq. Sta. Ma De La.Estrella,-33.5506339796321,-70.6088590005572,,0
PE221,,PE221-José Miguel Carrera / Esq. Avenida Uno,-33.5504600125012,-70.6066330004495,,0
PE796,,PE796-José Miguel Carrera / Esq. Av. Santa Raquel,-33.5504170675813,-70.6029419996293,,0
PE685,,PE685-Santa Amalia / Esq. Eucaliptus,-33.5429000663245,-70.6030429998825,,0
PE686,,PE686-Santa Amalia / Esq. Baco,-33.5429451106542,-70.600057000412,,0
PE1343,,PE1343-Santa Amalia / Esq. Marte,-33.5429977546281,-70.5973121488179,,0
PE687,,PE687-Santa Amalia / Esq. Manutara,-33.5433821810362,-70.5952590002473,,0
PE688,,PE688-Santa Amalia / Esq. Kibalion,-33.5434422268911,-70.5920590003992,,0
PE689,,PE689-Parada 5 / Paradero 20 Av.Vicuña Mackenna,-33.5434862609476,-70.5897250004547,,0
PE1367,,PE1367-Parada / Paradero 19 Av.Vicuña Mackenna,-33.5399282465967,-70.5907109998077,,0
PE1274,,PE1274-Parada 4 / (M) Rojas Magallanes,-33.535852220809,-70.5925079999913,,0
PE1441,,PE1441-Parada 12 / (M) Bellavista De La Florida,-33.5233993726478,-70.5979467552638,,0
PD273,,PD273-Av. Américo Vespucio / Esq. Av. Sn. Luis De Macul,-33.5071162679484,-70.5893369997999,,0
PD274,,PD274-Av. Américo Vespucio / Esq. Chillán,-33.5038381957014,-70.5883671875384,,0
PD173,,PD173-Parada 2 / (M) Las Torres,-33.5009942989869,-70.5872090001707,,0
PD275,,PD275-Av. Américo Vespucio / Esq. Pque. Vespucio-Sur,-33.497849454138,-70.5853358569724,,0
PD276,,PD276-Av. Américo Vespucio / Esq. Pque. Vespucio-Norte,-33.4964783380494,-70.5845040000352,,0
PD277,,PD277-Av. Américo Vespucio / Esq. Llaima,-33.4945103562998,-70.583254999641,,0
PD278,,PD278-Av. Américo Vespucio / Esq. Los Maitenes,-33.4931023686067,-70.5823940001958,,0
PD174,,PD174-Parada / Rotonda Quilín,-33.4903413938102,-70.5806280001306,,0
PD1356,,PD1356-Parada 2 / (M) Quilín,-33.4887564731001,-70.5791499803519,,0
PD279,,PD279-Parada / Paseo Quilín,-33.4854698512182,-70.5794724645608,,0
PD283,,PD283-Av. Américo Vespucio / Esq. Mar Tirreno,-33.4839314515142,-70.5791970472127,,0
PD175,,PD175-Parada 2 / (M) Los Presidentes,-33.4793544281718,-70.5782410005576,,0
PD280,,PD280-Av. Américo Vespucio / Esq. Avenida El Valle,-33.4755274391148,-70.5774470004168,,0
PD281,,PD281-Av. Américo Vespucio / Esq. El Litoral,-33.4738564445604,-70.5770820001761,,0
PD282,,PD282-Av. Américo Vespucio / Esq. El Lago,-33.472114449346,-70.5767270000847,,0
PD176,,PD176-Parada 3 / (M) Grecia,-33.4706614986819,-70.5763405453526,,0
PD284,,PD284-Av. Américo Vespucio / Esq. Nueva,-33.4672734683473,-70.5753959998997,,0
PD285,,PD285-Av. Américo Vespucio / Esq. Alonso De Berríos,-33.4653944785758,-70.5746899997779,,0
PD286,,PD286-Av. José Arrieta / Esq. Cruz Almeyda,-33.4600825523298,-70.5693899998139,,0
PD287,,PD287-Av. José Arrieta / Esq. Pasaje Particular,-33.4613426009152,-70.5659010003723,,0
PD288,,PD288-Av. José Arrieta / Esq. Calle 141-A,-33.4624476457661,-70.5626519997298,,0
PD289,,PD289-Av. José Arrieta / Esq. Ictinos,-33.4626225196201,-70.5600358898239,,0
PD290,,PD290-Av. José Arrieta / Esq. Bramante ,-33.4626517089948,-70.5579630001232,,0
PD291,,PD291-Av. José Arrieta / Esq. Diego Rojas,-33.4626718451948,-70.55658298471,,0
PD292,,PD292-Av. José Arrieta / Esq. Calle 132,-33.4626737535999,-70.5546990000815,,0
PD293,,PD293-Av. José Arrieta / Esq. Avenida Tobalaba,-33.4627077912029,-70.5519290005078,,0
PD294,,PD294-Av. José Arrieta / Esq. Jorge Alessandri,-33.4632428449362,-70.5478640000822,,0
PD271,,PD271-Parada / Lider - La Reina,-33.4605718618442,-70.5465930002897,,0
PD1382,,PD1382-Talinay / Esq. Cabo 2Do A. Villegas,-33.4583097387402,-70.5438496016102,,0
PD295,,PD295-Talinay / Esq. Laura Rodríguez,-33.4584891634497,-70.5411269505827,,0
PD296,,PD296-Dip. Laura Rodríguez / Esq. Pasaje 8,-33.45584394237,-70.5405470002895,,0
PD297,,PD297-Dip. Laura Rodríguez / Esq. Pasaje 15,-33.4535459914543,-70.5402154092586,,0
PD298,,PD298-Parada 4 / Hospital Militar,-33.4519300677677,-70.5399755431184,,0
PD299,,PD299-Avenida Larrain / Esq. Carlos Ossandón,-33.4511254225795,-70.5431424295567,,0
PD300,,PD300-Parada / Aeródromo Tobalaba,-33.4507578664724,-70.5463029996852,,0
PD301,,PD301-Avenida Larrain / Esq. Pedro De Oña,-33.4507438681796,-70.5476250612532,,0
PD302,,PD302-Avenida Larrain / Esq. V. Pérez Rosales,-33.4510898041446,-70.5509800004395,,0
PD303,,PD303-V. Pérez Rosales / Esq. José Zapiola Cortez,-33.4490377994539,-70.551322999806,,0
PD304,,PD304-V. Pérez Rosales / Esq. Simon González,-33.4464107983824,-70.551403000288,,0
PD305,,PD305-V. Pérez Rosales / Esq. Av. Simón Bolivar,-33.4447777904654,-70.5519860003258,,0
PD306,,PD306-V. Pérez Rosales / Esq. Avenida Echeñique,-33.4425297746075,-70.5531680002233,,0
PD307,,PD307-V. Pérez Rosales / Esq. Av. Príncipe De Gales,-33.4396487893472,-70.5520990005185,,0
PD308,,PD308-Príncipe De Gales / Esq. S. Izquierdo,-33.4391798184024,-70.5557277754579,,0
PD309,,PD309-Avenida Salvador / Esq. Nocedal,-33.4377547372583,-70.5559479995336,,0
PD310,,PD310-Alc. M. De La Lastra / Esq. Alc. Rutilio Rivas,-33.4349107743496,-70.5546993963024,,0
PD311,,PD311-Parada 4 / Rotonda Tomás Moro,-33.4311017568537,-70.5545530002908,,0
PC129,,PC129-Avenida Tomás Moro / Esq. Lolco,-33.4279447625298,-70.5541100003508,,0
PC130,,PC130-Avenida Tomás Moro / Esq. Alejandro Fleming,-33.4257317636514,-70.5540319995185,,0
PC131,,PC131-Avenida Tomás Moro / Esq. A. De Camargo,-33.4224607719524,-70.5534850005443,,0
PC132,,PC132-Avenida Tomás Moro / Esq. Nicosia,-33.4209818364254,-70.5532320792263,,0
PC1034,,PC1034-Parada 2 / Rotonda Atenas,-33.4185847811372,-70.5527969995703,,0
PC1109,,PC1109-Parada 3 / Rotonda Atenas,-33.4181825803195,-70.5515756605403,,0
PC523,,PC523-Av. Cristóbal Colón / Esq. Guernica,-33.4178358261506,-70.5494100002082,,0
PC524,,PC524-Av. Cristóbal Colón / Esq. Tordesillas,-33.4175818541069,-70.5473550005292,,0
PC525,,PC525-Av. Cristóbal Colón / Esq. Toconao,-33.4173139833121,-70.5453017575086,,0
PC526,,PC526-Av. Cristóbal Colón / Esq. Alhué,-33.4170899052279,-70.5434819999371,,0
PC527,,PC527-Av. Cristóbal Colón / Esq. Ayquina,-33.4167707002908,-70.5416218742716,,0
PC678,,PC678-Av. Padre Hurtado-Sur / Esq. Río Guadiana,-33.4133499463641,-70.5403649998922,,0
PC1134,,PC1134-Av. Padre Hurtado-Sur / Esq. Monroe,-33.4112725898134,-70.5413638865915,,0
PC679,,PC679-Av. Padre Hurtado-Sur / Esq. Patagonia,-33.409711470626,-70.5419694426848,,0
PC1068,,PC1068-Parada 2 / (M) Los Dominicos,-33.4082323039922,-70.5450150250019,,0
PC139,,PC139-Av. Padre Hurtado / Esq. Paraná,-33.4047339015977,-70.5438069995528,,0
PC140,,PC140-Av. Padre Hurtado / Esq. Bocaccio,-33.4011228951477,-70.5443060003129,,0
PC141,,PC141-Av. Padre Hurtado / Esq. El Alamein,-33.3966898948988,-70.5442949998129,,0
PC142,,PC142-Av. Padre Hurtado / Esq. Av. Las Condes,-33.3943681519084,-70.5452043053774,,0
PC143,,PC143-Parada 4 / Mall Alto Las Condes,-33.3920908590397,-70.5470389999664,,0
PH799,,PH799-Décima Avenida / Esq. 1ª Transversal,-33.5135012067804,-70.6582689998509,,0
PH790,,PH790-Décima Avenida / Esq. 2ª Transversal,-33.5123241433773,-70.6621250003901,,0
PG278,,PG278-Avenida Lo Ovalle / Esq. Ciencias,-33.5133571353761,-70.6625980003646,,0
PG279,,PG279-Parada 3 / Paradero 17 Gran Avenida,-33.5146462038139,-70.6584050004682,,0
PG280,,PG280-Avenida Lo Ovalle / Esq. Esmeralda,-33.5150072317536,-70.6566980004278,,0
PG281,,PG281-Avenida Lo Ovalle / Esq. Angamos,-33.515578279863,-70.6537720001834,,0
PG282,,PG282-Avenida Lo Ovalle / Esq. María ,-33.5160263163404,-70.6515340003415,,0
PG283,,PG283-Avenida Lo Ovalle / Esq. Iquique,-33.5164583526673,-70.6492750005466,,0
PG284,,PG284-Avenida Lo Ovalle / Esq. Covadonga,-33.5169278515535,-70.6469449709346,,0
PG285,,PG285-Avenida Lo Ovalle / Esq. San Francisco,-33.517350423495,-70.6448429995404,,0
PG286,,PG286-Avenida Lo Ovalle / Esq. Alvear,-33.5178884666604,-70.6421710002442,,0
PG287,,PG287-Avenida Lo Ovalle / Esq. Rivadavia,-33.5184185087152,-70.6395070002952,,0
PG1723,,PG1723-Parada / Paradero 17 Santa Rosa,-33.518848549247,-70.6369609995498,,0
PE226,,PE226-Avenida Lo Ovalle / Esq. Psje. Libertador,-33.5185906872851,-70.6344638868181,,0
PE1351,,PE1351-Avenida Lo Ovalle / Esq. Los Vilos,-33.5183148188889,-70.6318434227462,,0
PE1350,,PE1350-Avenida Lo Ovalle / Esq. La Serena,-33.5179007056809,-70.6280936203691,,0
PE1346,,PE1346-La Serena / Esq. Padre E.Gumucio V.,-33.5199424594405,-70.6270951421493,,0
PE227,,PE227-La Serena / Esq. José Ghiardo,-33.5219027147025,-70.6263190000136,,0
PE228,,PE228-La Serena / Esq. Yungay,-33.5239017272894,-70.6255389996445,,0
PE74,,PE74-La Serena / Esq. Linares,-33.5272227426292,-70.6244939999157,,0
PE229,,PE229-La Serena / Esq. Combarbalá,-33.5294763730346,-70.6239381279389,,0
PE230,,PE230-La Serena / Esq. Tomé,-33.5317167633429,-70.6231219997448,,0
PE738,,PE738-La Serena / Esq. Padre Juan Meyer,-33.5354757873311,-70.6215929998883,,0
PE231,,PE231-La Serena / Esq. Av. San Gregorio,-33.5374597996473,-70.6207699996573,,0
PE232,,PE232-Av. San Gregorio / Esq. 3 Oriente,-33.5377228349245,-70.6187179066823,,0
PE233,,PE233-Av. San Gregorio / Esq. Coronel,-33.537602861358,-70.6167319997729,,0
PE234,,PE234-Coronel / Esq. 3 Sur,-33.5398478682969,-70.616280000342,,0
PE303,,PE303-Coronel / Esq. Manco Capac,-33.54335988058,-70.6154499996977,,0
PE236,,PE236-Coronel / Esq. Manuel Rodríguez,-33.5461544610745,-70.6152395593181,,0
PE237,,PE237-Sn. José De La.Estrella / Esq. Aragonita,-33.5541283862894,-70.6094348995242,,0
PE238,,PE238-Sn. José De La.Estrella / Esq. Julio César,-33.5541241704747,-70.60750367509,,0
PE239,,PE239-Sn. José De La.Estrella / Esq. Urbano Vi,-33.5540374678813,-70.604603859822,,0
PE240,,PE240-Sn. José De La.Estrella / Esq. Av. Santa Raquel,-33.5540100781523,-70.6022190002793,,0
PE241,,PE241-Sn. José De La.Estrella / Esq. Verdi,-33.5538661392475,-70.5980779995403,,0
PE242,,PE242-Sn. José De La.Estrella / Esq. Tauro,-33.5537551834634,-70.5950630003979,,0
PE243,,PE243-Sn. José De La.Estrella / Esq. Manutara,-33.5536612194318,-70.5925730004493,,0
PE244,,PE244-Sn. José De La.Estrella / Esq. Quemchi,-33.5535022640986,-70.5894820001563,,0
PE1342,,PE1342-Parada 7 / (M) San José De La Estrella,-33.5534127025076,-70.5869824460249,,0
PE847,,PE847-Parada 3 / Paradero 24 Av.Vicuña Mackenna,-33.5570395636867,-70.5861693461216,,0
PE848,,PE848-Parada 3 / (M) Los Quillayes,-33.5604993208381,-70.5855230003564,,0
PE849,,PE849-Parada 3 / Paradero 26 Av.Vicuña Mackenna,-33.5635733281859,-70.5850009997294,,0
PE850,,PE850-Parada 3 / Paradero 27 Av.Vicuña Mackenna,-33.5657395437723,-70.5846427911728,,0
PE851,,PE851-Parada 6 / (M) Elisa Correa,-33.5684563385928,-70.5842400004387,,0
PF745,,PF745-Parada 3 / Hospital De Niños,-33.5739143556605,-70.58306300044,,0
PF746,,PF746-Parada 5 / (M) Hospital Sótero Del Río,-33.575559359468,-70.582752999608,,0
PF744,,PF744-Parada 3 / Paradero 31 Av.Vicuña Mackenna,-33.5791173692003,-70.5820620001423,,0
PF142,,PF142-Del Caribe / Esq. Gran Caimán,-33.5817244302013,-70.5780819495745,,0
PF143,,PF143-Maestro Palomo / Esq. C. Aguirres Luco,-33.5827004328108,-70.5775890001149,,0
PF144,,PF144-Maestro Palomo / Esq. Luis Valdés,-33.5826324785301,-70.5743640002262,,0
PF145,,PF145-Maestro Palomo / Esq. Chayavientos,-33.5825785185216,-70.5715009998744,,0
PF146,,PF146-Maestro Palomo / Esq. Apóstol Felipe,-33.5824855493331,-70.5692530000229,,0
PF42,,PF42-Nonato Coo / Esq. Av. L. Matte Larraín,-33.5852985635589,-70.5682409998632,,0
PF43,,PF43-Nonato Coo / Esq. Angel Pimentel,-33.5883145704626,-70.567745999845,,0
PF44,,PF44-Nonato Coo / Esq. San Hugo,-33.5908605794526,-70.5670570000575,,0
PF45,,PF45-Nonato Coo / Esq. Las Nieves-Oriente,-33.5925365858349,-70.5665839995205,,0
PF46,,PF46-Nonato Coo / Esq. Abogado,-33.5949756640443,-70.5667956508375,,0
PF47,,PF47-Nonato Coo / Esq. Av. San Carlos,-33.5968538542397,-70.5662721353013,,0
PF48,,PF48-Nonato Coo / Esq. El Octante,-33.5992155970053,-70.5658029996956,,0
PF147,,PF147-Nonato Coo / Esq. Domingo Tocornal,-33.6011576018498,-70.5654300004008,,0
PF148,,PF148-Nonato Coo / Esq. Av. Eduardo Cordero,-33.6041939098108,-70.5648538787362,,0
PF839,,PF839-Dr. Eduardo Cordero / Esq. Pasaje 14,-33.6042625781758,-70.5624062636121,,0
PF149,,PF149-Dr. Eduardo Cordero / Esq. Calle 1,-33.6040646751823,-70.5600449996937,,0
PF150,,PF150-Dr. Eduardo Cordero / Esq. Tomé,-33.6038609129835,-70.5573409674443,,0
PF151,,PF151-Dr. Eduardo Cordero / Esq. Cerro Catedral,-33.6037237352589,-70.5556420005005,,0
PF152,,PF152-Dr. Eduardo Cordero / Esq. Cerro Gris,-33.603593634042,-70.5557906994438,,0
PF153,,PF153-Dr. Eduardo Cordero / Esq. Calle 1,-33.6038801191243,-70.5595858636322,,0
PF840,,PF840-Dr. Eduardo Cordero / Esq. Pasaje 14,-33.6041001846356,-70.5622508834098,,0
PF984,,PF984-Nonato Coo / Esq. Enrique Soro,-33.6038976105853,-70.5648029995568,,0
PF155,,PF155-Nonato Coo / Esq. Domingo Tocornal,-33.6015124616166,-70.5652542997364,,0
PF156,,PF156-Nonato Coo / Esq. El Octante,-33.5994855987603,-70.5656309997099,,0
PF157,,PF157-Nonato Coo / Esq. Av. San Carlos,-33.5972631079933,-70.5660548756282,,0
PF19,,PF19-Nonato Coo / Esq. Caleta Barquito,-33.5952705854234,-70.5666069998672,,0
PF20,,PF20-Nonato Coo / Esq. Las Nieves-Oriente,-33.5930905884276,-70.5664390003674,,0
PF21,,PF21-Nonato Coo / Esq. San Hugo,-33.5912676863982,-70.5668028707748,,0
PF22,,PF22-Nonato Coo / Esq. Angel Pimentel,-33.5888335738358,-70.5674969995821,,0
PF23,,PF23-Nonato Coo / Esq. Av. L. Matte Larraín,-33.5856885656452,-70.5680579998364,,0
PF158,,PF158-Maestro Palomo / Esq. Chayavientos,-33.5824642746725,-70.5711669414243,,0
PF159,,PF159-Maestro Palomo / Esq. Luis Valdés,-33.5825516005944,-70.573980817988,,0
PF160,,PF160-Maestro Palomo / Esq. Gran Caimán,-33.5826154328038,-70.5775819999866,,0
PF161,,PF161-Parada 6 / Paradero 32 Av.Vicuña Mackenna,-33.5827183901983,-70.5805969998376,,0
PF747,,PF747-Parada 4 / Paradero 32 Av.Vicuña Mackenna,-33.5819028326921,-70.5810478992374,,0
PF272,,PF272-Parada 2 / (M) Hospital Sótero Del Río,-33.5768853709307,-70.5820009998351,,0
PF824,,PF824-Parada 4 / Hospital De Niños,-33.574389363304,-70.5825100004579,,0
PF770,,PF770-Parada 4 / Portal Concha Y Toro,-33.5713263547984,-70.5831320002693,,0
PF764,,PF764-Parada 2 / (M) Elisa Correa,-33.568089345956,-70.5837309997676,,0
PE854,,PE854-Parada 4 / Paradero 26 Av.Vicuña Mackenna,-33.564003655769,-70.5844929141697,,0
PE852,,PE852-Parada 4 / (M) Los Quillayes,-33.5604603267763,-70.5851140004253,,0
PE853,,PE853-Parada 4 / Paradero 24 Av.Vicuña Mackenna,-33.558256320827,-70.5855520001745,,0
PE1264,,PE1264-Joaquín Tocornal / Esq. Sn. José De La.Estrella,-33.5544792892533,-70.584965968753,,0
PE247,,PE247-Parada 6 / (M) San José De La Estrella,-33.5532868158329,-70.5859123612111,,0
PE248,,PE248-Sn. José De La.Estrella / Esq. Quemchi,-33.5533972683007,-70.5892239995407,,0
PE249,,PE249-Sn. José De La.Estrella / Esq. Manutara,-33.5535002265596,-70.5920669997107,,0
PE250,,PE250-Sn. José De La.Estrella / Esq. Ramón Freire,-33.5536277922752,-70.5952708247181,,0
PE251,,PE251-Sn. José De La.Estrella / Esq. Verdi,-33.5537242371238,-70.5977818733665,,0
PE252,,PE252-Sn. José De La.Estrella / Esq. Av. Santa Raquel,-33.5538621574955,-70.6014907093547,,0
PE253,,PE253-Sn. José De La.Estrella / Esq. Avenida Uno,-33.5539200304098,-70.6054210004746,,0
PE254,,PE254-Sn. José De La.Estrella / Esq. Sta. Ma De La.Estrella,-33.5539719965813,-70.6076849999236,,0
PE255,,PE255-Sn. José De La.Estrella / Esq. Cerro Colorado,-33.5539634050365,-70.6094932985903,,0
PE256,,PE256-Sn. José De La.Estrella / Esq. Bahía Catalina,-33.5539909958611,-70.6124685378599,,0
PE257,,PE257-Bahía Catalina / Esq. Río Aconcagua,-33.5502749057386,-70.6137379997981,,0
PE258,,PE258-Bahía Catalina / Esq. Chacarilla,-33.54840789798,-70.6142569632239,,0
PE259,,PE259-Bahía Catalina / Esq. Av.Vicuña Mackenna,-33.546937891325,-70.6146869999609,,0
PE260,,PE260-Coronel / Esq. Tricolor,-33.545527958054,-70.6151543591759,,0
PE261,,PE261-Coronel / Esq. Esmeralda,-33.5426268792717,-70.6154989996655,,0
PE262,,PE262-Coronel / Esq. Osorno,-33.5392748694931,-70.6162060004323,,0
PE263,,PE263-Coronel / Esq. Av. San Gregorio,-33.5377778665315,-70.6163929995189,,0
PE264,,PE264-Av. San Gregorio / Esq. Traiguén,-33.5376578312059,-70.618709000343,,0
PE265,,PE265-Av. San Gregorio / Esq. La Serena,-33.5377208066829,-70.6203029995464,,0
PE266,,PE266-La Serena / Esq. Pasaje 3 Norte,-33.5352567868375,-70.6215879999936,,0
PE267,,PE267-La Serena / Esq. Tomé,-33.5323217690263,-70.622782999878,,0
PE268,,PE268-La Serena / Esq. Combarbalá,-33.5300745730416,-70.6233311351065,,0
PE269,,PE269-La Serena / Esq. Linares,-33.527654746586,-70.6242609999591,,0
PE270,,PE270-La Serena / Esq. Calle H,-33.5222997191857,-70.6260490005635,,0
PE271,,PE271-La Serena / Esq. Pde. E. G. Vives,-33.5204657081153,-70.6267900001446,,0
PE272,,PE272-La Serena / Esq. Avenida Lo Ovalle,-33.5180372248766,-70.6277809540673,,0
PH241,,PH241-Avenida Lo Ovalle / Esq. Juan Planas,-33.5179576680471,-70.630366712602,,0
PH242,,PH242-Avenida Lo Ovalle / Esq. Berlioz,-33.5183276053841,-70.6333539999967,,0
PH243,,PH243-Parada / Paradero 17 Santa Rosa,-33.5186375582641,-70.636356999558,,0
PH244,,PH244-Avenida Lo Ovalle / Esq. Rivadavia,-33.5184100571831,-70.6391916642066,,0
PH245,,PH245-Avenida Lo Ovalle / Esq. Macaroff,-33.5176444525312,-70.6430139995738,,0
PH246,,PH246-Avenida Lo Ovalle / Esq. San Petersburgo,-33.5167663820689,-70.6474559995631,,0
PH247,,PH247-Avenida Lo Ovalle / Esq. María,-33.5160693260137,-70.6509420000069,,0
PH248,,PH248-Avenida Lo Ovalle / Esq. Esmeralda,-33.5151912532069,-70.6554110000602,,0
PH249,,PH249-Parada 4 / Paradero 17 Gran Avenida,-33.5147272151625,-70.6577319999162,,0
PA47,,PA47-Parada 2 / Mercado Central,-33.433461996087,-70.6476634281986,,0
PD446,,PD446-Avenida Larrain / Esq. Valladolid,-33.4514207729863,-70.5532960000389,,0
PD448,,PD448-Parada 2 / (M) Fdo.Castillo V.,-33.4520147065734,-70.5582319997644,,0
PD449,,PD449-Avenida Larrain / Esq. Rubén Darío-Norte,-33.4524800440447,-70.562151935799,,0
PD450,,PD450-Avenida Larrain / Esq. J. Carrera Nte.,-33.4530725878269,-70.5668790003175,,0
PD451,,PD451-Parada 5 / (M) Plaza Egaña,-33.4534065247585,-70.571432999828,,0
