RBD,NOM_RBD,COD_COM_RBD,COD_DEPE2,LATITUD,LONGITUD,MAT_TOTAL,ESTADO_ESTAB,ENS_01
8984,COLEGIO TREWHELA´S ENGLISH SCHOOL,13123,3,-33.42258799999999,-70.59742,1206,1,10
8988,COLEGIO MARIANO,13123,3,-33.439831,-70.5984,657,1,10
8991,COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,13114,3,-33.413596,-70.51216,1611,1,10
8992,COLEGIO ALEMAN SANKT THOMAS MORUS,13123,3,-33.42637,-70.61112,1001,1,10
8995,COLEGIO SANTIAGO COLLEGE,13115,3,-33.33954399999999,-70.544503,2000,1,10
8996,COLEGIO SAN IGNACIO EL BOSQUE,13123,3,-33.43307399999999,-70.59447,1917,1,10
8997,WEXFORD COLLEGE N 2,13123,2,-33.44077605999999,-70.62654408,181,1,110
8998,COLEGIO CAMBRIDGE COLLEGE,13123,3,-33.429721,-70.61707,489,1,10
9003,COLEGIO THE ENGLISH INSTITUTE,13123,3,-33.440174,-70.60291,1633,1,10
9006,COMPLEJO EDUCACIONAL LA REINA,13113,1,-33.45261793,-70.53304029,813,1,10
9007,LICEO EUGENIO MARÍA DE HOSTOS,13113,1,-33.4425965,-70.54164406,642,1,10
9008,COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,13113,1,-33.45949842,-70.57035089,701,1,10
9010,ESCUELA D-231 ESPECIAL DE DESARROLLO,13113,1,-33.452576,-70.56314,149,1,212
9011,COLEGIO SAN CONSTANTINO,13113,1,-33.45205511,-70.53700564,349,1,10
9012,ESCUELA BASICA YANGTSE EX E-229,13113,1,-33.45135443,-70.54994039,554,1,10
9013,ESCUELA PALESTINA,13113,1,-33.44872712,-70.56428186,591,1,10
9017,ESCUELA PARTICULAR SAN LEONARDO MURIALDO,13113,2,-33.4391915,-70.53301155,373,1,10
9020,COLEGIO SANTA CATALINA LABOURÉ,13113,2,-33.4493415,-70.57075135,1011,1,10
9025,ESCUELA HERMANAS DEL NINO JESUS,13113,2,-33.45836321,-70.571658,164,1,110
9026,ESCUELA ESPECIAL CTI.LOS COPIHUES   N.3,13129,2,-33.48856399999999,-70.6381,60,1,212
9032,ESCUELA PARTICULAR ANTINIL,13113,2,-33.46117925,-70.55685832,133,1,10
9033,COLEGIO STA MARIA REINA,13113,2,-33.45134779,-70.55039972,881,1,10
9035,COLEGIO EL CARMEN TERESIANO,13113,3,-33.43971899999999,-70.54791,290,1,10
9036,COLEGIO JOSÉ ARRIETA,13113,2,-33.46237769999999,-70.55800332,980,1,10
9038,COLEGIO SAN LUIS DE LAS CONDES,13114,3,-33.430562,-70.57437,39,1,110
9039,COLEGIO RUBEN DARIO,13113,3,-33.454635,-70.56842,351,1,10
9042,COLEGIO DE LA SALLE,13113,3,-33.440899,-70.57238,1128,1,10
9043,ESCUELA DE PARVULOS N°750 CHISPITAS,13113,3,-33.45857999999999,-70.55907,16,1,10
9046,COLEGIO THE GRANGE SCHOOL,13113,3,-33.43794599999999,-70.56862,2135,1,10
9051,COLEGIO ANDREE ENGLISH SCHOOL,13113,3,-33.439731,-70.55145,1884,1,10
9053,COLEGIO TERESIANO ENRIQUE DE OSSO,13113,3,-33.44229399999999,-70.57221,1021,1,10
9054,COLEGIO SAINT JOHN´S VILLA ACADEMY,13113,3,-33.433065,-70.55448,681,1,10
9056,ESCUELA BASICA N° 733 PEQUENO MOZART,13113,3,-33.438451,-70.56899,31,1,10
9058,INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,13120,4,-33.4659126,-70.60651537,766,1,310
9060,LICEO POLITECNICO PEDRO DE VALDIVIA,13120,4,-33.4659126,-70.60651537,547,1,110
9061,LICEO POLITECNICO A N° 60 PRESIDENTE MANUEL MONTT,13120,4,-33.4659126,-70.60651537,321,1,310
9063,LICEO INDUSTRIAL BICENTENARIO CHILENO ALEMAN,13120,4,-33.45841754,-70.59406471,959,1,510
9064,LICEO TECNICO B NÕ 58 JOSE MARIA NARBONA,13120,4,-33.45212157999999,-70.58044022,549,1,310
9065,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,13120,4,-33.45186477,-70.5915041,543,1,310
9069,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,13118,2,-33.47126879,-70.5795432,371,1,10
9070,ESCUELA BENJAMIN CLARO VELASCO,13120,1,-33.46542626,-70.58306907,619,1,10
9071,LICEO AUGUSTO D HALMAR,13120,1,-33.46017922,-70.5807979,881,1,110
9072,LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,13118,5,-33.48195036,-70.60064186,533,1,110
9073,LICEO BICENTENARIO CARMELA SILVA DONOSO,13120,1,-33.46739669,-70.60644854,1460,1,10
9074,LICEO JOSE TORIBIO MEDINA,13120,1,-33.45397021,-70.61146445,1306,1,110
9075,LICEO BICENTENARIO JOAQUIN EDWARDS BELLO,13118,5,-33.49359197999999,-70.59998406,113,1,410
9077,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,13120,1,-33.46171549999999,-70.62379065,590,1,110
9078,LICEO LENKA FRANULIC,13120,1,-33.4498298,-70.57258566,901,1,10
9082,COL TEC PROFESIONAL REPUBLICA ARGENTINA,13120,1,-33.45439879,-70.62992302,701,1,310
9083,ESCUELA DIFERENCIAL MUNICIPAL AMAPOLAS,13120,1,-33.440495,-70.57996,149,1,215
9084,ESC.PRESIDENTE EDUARDO FREI MONTALVA,13120,1,-33.45907849,-70.58108893,796,1,10
9085,ESCUELA JOSE BERNARDO SUAREZ,13118,5,-33.47774987999999,-70.60731112,569,1,10
9086,ESCUELA AURORA DE CHILE,13120,1,-33.44582866999999,-70.60109451,161,1,212
9087,CENTRO EDUC. VALLE HERMOSO,13122,1,-33.47030995,-70.53147638,748,1,10
9088,LICEO ANTONIO HERMIDA FABRES,13122,1,-33.47656011,-70.56404362,1394,1,10
9089,ESCUELA BÁSICA JOSÉ TORIBIO MEDINA,13120,1,-33.45700956999999,-70.59402438,646,1,10
9090,ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,13118,5,-33.47423508,-70.58377177,299,1,10
9091,ESCUELA REPUBLICA DE FRANCIA,13120,1,-33.46806327,-70.60057686,417,1,10
9097,ESCUELA REPUBLICA DE COSTA RICA,13120,1,-33.45652629,-70.59439404,622,1,10
9098,LICEO JUAN BAUTISTA PASTEN,13122,1,-33.4731034,-70.53794578,546,1,10
9100,LICEO REPUBLICA DE SIRIA,13120,1,-33.45573284999999,-70.574342,1973,1,10
9102,ESCUELA GUILLERMO ZANARTU IRIGOYEN,13120,1,-33.46315650999999,-70.61847716,635,1,10
9103,ESCUELA UNION NACIONAL ARABE,13122,1,-33.46597083999999,-70.53484915,507,1,10
9104,ESCUELA VILLA MACUL,13118,5,-33.4915696,-70.59375729,711,1,10
9105,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,13122,1,-33.50562657999999,-70.56752254,788,1,10
9106,CENTRO EDUCACION MARIANO EGANA,13122,1,-33.47036263999999,-70.57178165,1125,1,10
9107,LICEO ERASMO ESCALA ARRIAGADA,13122,1,-33.46576117,-70.56312819,222,1,165
9110,ESCUELA CARLOS FERNANDEZ PENA,13122,1,-33.46759027,-70.55256971,330,1,10
9111,ESCUELA LUIS  ARRIETA CANAS,13122,1,-33.46439883,-70.55651512,467,1,10
9116,LICEO MUNICIPALIZADO MANUEL ROJAS,13118,5,-33.47547233,-70.59440777,116,1,110
9117,COLEGIO BICENTENARIO MATILDE HUICI NAVAS,13122,1,-33.47559567999999,-70.53208998,636,1,10
9121,ESCUELA TOBALABA,13122,1,-33.47334162,-70.55628037,452,1,10
9122,ESCUELA JULIO MONTT SALAMANCA,13118,5,-33.49413267,-70.59768125,586,1,10
9125,ESCUELA BASICA,13118,5,-33.50185316999999,-70.60692882,631,1,10
9127,COLEGIO LIKANKURA DE PEÑALOLÉN,13122,1,-33.47382675,-70.55642894,537,1,10
9128,ESCUELA DE ED.DIFERENCIAL HELLEN KELLER,13120,1,-33.44346668,-70.57462594,94,1,213
9131,ESCUELA JUAN MOYA MORALES,13120,1,-33.46838806,-70.5905988,545,1,10
9135,COLEGIO APOSTOL SAN PEDRO,13120,3,-33.454451,-70.60943,120,1,110
9137,ESCUELA PARTICULAR ESPECIAL CEINTRALE,13120,2,-33.458508,-70.59179,108,1,214
9140,ESCUELA PARTICULAR SANTA VICTORIA,13122,2,-33.4618892,-70.56965107,618,1,10
9142,ESCUELA BASICA PARTICULAR LOS HUSARES,13118,2,-33.49301003,-70.60947941,215,1,110
9144,ESCUELA BASICA MARTINEZ DE ROZAS,13122,2,-33.47473147,-70.56402106,563,1,10
9145,ESCUELA PARTICULAR MANUEL ANTONIO MATTA,13120,2,-33.45656638,-70.61988876,167,1,110
9147,COLEGIO PARTICULAR N 1 DE NUNOA,13120,2,-33.47059844,-70.58935544,936,1,10
9150,ESCUELA PARTICULAR REGINA MUNDI,13118,2,-33.49202364,-70.58759761,1000,1,10
9151,COLEGIO SANTA MARGARITA DE ESCOCIA,13120,2,-33.45077966,-70.62689685,280,1,110
9153,CENTRO DE CAPACITACIÓN LABORAL PARA DEFICIENTES MENTALES,13120,2,-33.44905,-70.61997,52,1,212
9156,ESCUELA BAS. RENACIMIENTO N_ 1,13120,2,-33.46052062999999,-70.61981975,44,1,110
9158,COLEGIO PARTICULAR SAN FERNANDO,13122,2,-33.50352127,-70.57830248,1817,1,10
9159,INST. POLITEC. PROF. GUILLERMO GONZALEZ HEINR,13120,2,-33.45712755,-70.59770882,182,1,410
9162,ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR,13118,2,-33.4905266,-70.58173117,710,1,10
9164,LICEO POLITEC.PARTICULAR CARMEN ARRIARAN,13122,2,-33.50971950999999,-70.58672699,671,1,110
9165,ESCUELA BAS. N_ 850 SANTA SOFIA,13122,2,-33.47585006,-70.56511123,310,1,10
9168,COLEGIO LIBERTADOR SIMON BOLIVAR,13118,2,-33.48005485,-70.58281687,971,1,10
9171,ESCUELA SAN JOSE OBRERO,13122,2,-33.47222755,-70.53463492,427,1,10
9172,COLEGIO POLIV. ROCKET COLLEGE,13118,2,-33.48096856,-70.58833939,435,1,10
9175,ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,13122,2,-33.50442013,-70.58625073,211,1,10
9177,LICEO COMERCIAL PARTICULAR ÑUÑOA,13120,2,-33.45702582,-70.59958714,189,1,310
9179,COLEGIO SANTA MARTA,13120,2,-33.43865902,-70.57565917,737,1,10
9182,COLEGIO POLIVALENTE YORK,13122,2,-33.46587078999999,-70.57364508,624,1,10
9183,ESC.PARA SORDOS DR. OTTE GABLER,13129,2,-33.491642,-70.620308,106,1,211
9184,COLEGIO PRECIOSA SANGRE,13120,2,-33.45841479,-70.60498815,542,1,10
9185,LICEO SALESIANO CAMILO ORTUZAR MONTT,13118,2,-33.50600639999999,-70.59165413,1513,1,10
9187,ESC. PART. MARTA BRUNET,13118,2,-33.5051494,-70.60778092,195,1,110
9189,TALLER DIFER.DOCTOR ALFONSO ASENJO G.,13120,2,-33.4506,-70.62638,21,1,212
9190,ESCUELA PARTICULAR COLEGIO CEDI,13118,3,-33.49109785,-70.59394478,120,1,10
9194,CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,13120,2,-33.45800077,-70.59771422,630,1,110
9197,ESCUELA PARTICULAR WELCOME SCHOOL,13122,2,-33.50866563999999,-70.57912718,691,1,10
9200,COLEGIO PARTICULAR JORGE PRIETO LETELIER,13122,2,-33.50741697,-70.56419508,740,1,10
9201,ESCUELA PARTICULAR SANTIAGO DE CHILE,13122,2,-33.51034677,-70.57883891,204,1,10
9205,ESCUELA PARTICULAR THE NEW SCHOOL,13118,2,-33.48482036,-70.58717224,414,1,10
9206,COLEGIO PARTICULAR NUMERO DOS DE NUÑOA,13120,2,-33.47005619,-70.57900221,1061,1,10
9208,COMPLEJO EDUCACIONAL ESPERANZA,13118,2,-33.48869026,-70.60402638,1049,1,10
9209,ESCUELA PARTICULAR SAN JUAN BAUTISTA,13120,2,-33.46717833999999,-70.59824004,680,1,10
9212,ESCUELA PARTICULAR INST.P.DE VALDIVIA,13118,2,-33.481316,-70.588776,39,1,212
9213,"COLEGIO, CENTRO EDUC.AMERICO VESPUCIO",13122,2,-33.46832839,-70.56525281,543,1,10
9216,COLEGIO SUIZO DE SANTIAGO,13120,3,-33.45668899999999,-70.60865,578,1,10
9217,COLEGIO AKROS,13120,3,-33.45534399999999,-70.58912,645,1,110
9218,ESCUELA DE PARAVULOS N°1126 CEDI,13118,3,-33.489925,-70.59322,37,1,10
9221,COLEGIO ALTAMIRA,13122,3,-33.479204,-70.53828,832,1,10
9228,INSTITUTO PABLO NERUDA,13120,3,-33.459473,-70.5938,119,1,110
9230,COLEGIO ISABEL LA CATOLICA,13120,3,-33.447716,-70.60389,302,1,10
9237,INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT,13115,3,-33.369797,-70.50739,1426,1,10
9239,COLEGIO FRANCISCO DE MIRANDA,13122,3,-33.46713299999999,-70.57145,562,1,10
9240,ESCUELA ESPECIAL N°649 MIGUEL ARCANGEL,13120,3,-33.4503,-70.5904605,11,1,212
9244,FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME,13122,3,-33.486497,-70.56005,599,1,10
9246,COLEGIO SAN AGUSTIN,13120,3,-33.45922199999999,-70.57815,1406,1,10
9249,COLEGIO SAINT GASPAR COLLEGE,13120,3,-33.460305,-70.60515,837,1,10
9250,COLEGIO CALASANZ,13120,3,-33.449484,-70.58497,1532,1,10
9259,COLEGIO MANQUECURA ÑUÑOA,13120,3,-33.45306888999999,-70.57552913,1542,1,10
9262,ESCUELA DE PARVULOS N°1211 JARDIN INFANTIL MUSICAL DON OSITO,13120,3,-33.445341,-70.577919,42,1,10
9263,COLEGIO SANTA GEMA GALGANI,13120,3,-33.449398,-70.59979,71,1,110
9267,LICEO EXPERIMENTAL MANUEL DE SALAS,13120,3,-33.454197,-70.5917,1526,1,10
9268,ESCUELA BÁSICA Nº520 FLORENCE NIGHTINGALE,13118,3,-33.477517,-70.59914,185,1,10
9270,COLEGIO VICTOR DOMINGO SILVA,13120,3,-33.445357,-70.5723,186,1,10
9271,COLEGIO THE KENT SCHOOL,13123,3,-33.442515,-70.60645,824,1,10
9276,COLEGIO UNIVERSITARIO EL SALVADOR,13120,3,-33.448369,-70.62163,787,1,10
9277,COLEGIO SAN MARCOS,13118,3,-33.473709,-70.5977,909,1,10
9278,COLEGIO INSTITUTO SANTA MARIA,13120,3,-33.45770799999999,-70.59607,651,1,10
9281,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUNA MACKENNA,13110,1,-33.52246122999999,-70.58181193,403,1,310
9282,ESCUELA GUARDIAMARINA ERNESTO RIQUELME,13110,1,-33.54906839,-70.5814564,295,1,10
9283,ESCUELA BELLAVISTA,13110,1,-33.51942892,-70.6012045,1557,1,10
9284,ESCUELA ELSA SANTIBANEZ,13110,1,-33.53299178999999,-70.57509101,587,1,10
9285,ESCUELA MARCELA PAZ,13110,1,-33.53220132,-70.57737183,410,1,10
9288,LICEO NUEVO AMANECER,13110,1,-33.51333147999999,-70.56713764,502,1,10
9289,ESCUELA LAS ARAUCARIAS,13110,1,-33.51068564,-70.58628085,339,1,10
9290,ESCUELA SOTERO DEL RIO,13110,1,-33.53852784,-70.60538748,262,1,10
9292,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,13110,1,-33.51824665,-70.59284992,638,1,110
9293,LICEO POLIVALENTE LOS ALMENDROS,13110,1,-33.54118256999999,-70.59842124,345,1,10
9294,LICEO ANDRES BELLO,13110,1,-33.56346981,-70.59278754,251,1,10
9296,ESCUELA LAS LILAS,13110,1,-33.56179800999999,-70.57417485,373,1,10
9298,LICEO INDIRA GANDHI,13110,1,-33.55309396,-70.58972826,739,1,10
9299,ESCUELA SANTA IRENE,13110,1,-33.52022937,-70.56648504,526,1,10
9302,ESCUELA LO CANAS,13110,1,-33.52520142,-70.5532023,309,1,10
9304,ESCUELA LOS CEREZOS,13110,1,-33.512649,-70.5537213,228,1,10
9306,ESCUELA LOS QUILLAYES,13110,1,-33.56590718999999,-70.59285691,19,1,110
9307,ESCUELA  OSCAR CASTRO,13110,1,-33.56023188,-70.59603428,228,1,10
9308,ESCUELA PARTICULAR UNIDAD DIVINA,13110,2,-33.53724638,-70.60094931,580,1,10
9311,COLEGIO PARTICULAR ISLA WELLINGTON,13110,2,-33.54664744,-70.60699075,135,1,10
9312,CHILEAN EAGLES COLLEGE - LA FLORIDA,13110,2,-33.52638804,-70.59514087,1666,1,10
9317,INSTITUTO LA SALLE,13110,2,-33.54447334,-70.56921764,1118,1,10
9318,COLEGIO MAURICIO RUGENDAS,13110,2,-33.52719645,-70.59949569,362,1,110
9324,ESCUELA PARTICULAR MSR.DIEGO ROSALES,13110,2,-33.55813851,-70.59572328,402,1,10
9328,COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,13110,2,-33.55891358,-70.57867515,1038,1,10
9332,COLEGIO SANTA PATRICIA DE LA FLORIDA,13110,2,-33.56744088,-70.59624749,691,1,10
9333,ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR,13110,2,-33.51429162,-70.56972883,309,1,10
9334,COLEGIO PORTALES,13110,2,-33.5619201,-70.57469436,626,1,10
9335,ESCUELA PARTICULAR LOS COPIHUES,13110,2,-33.5631798,-70.57868989,188,1,10
9337,ESCUELA PARTICULAR LORD TOMAS COCHRANE,13110,2,-33.55912258,-70.55917193,240,1,110
9339,ESCUELA Y COLEGIO POLITECNICO LOS HEROES,13110,2,-33.51296404,-70.57632744,245,1,10
9340,COLEGIO SANTA MARIA,13110,2,-33.54199024999999,-70.59236863,2494,1,10
9341,ESCUELA PART. JOHN PAUL SCHOOL,13110,2,-33.54506232,-70.59634045,282,1,10
9342,ESCUELA PARTICULAR LAURA ELGUETA,13110,2,-33.54644124,-70.60469237,383,1,110
9345,ESCUELA PARTICULAR LOS CASTANOS,13110,2,-33.51302414,-70.57831213,66,1,10
9347,CENTRO EDUCACIONAL LA FLORIDA,13110,2,-33.55364783999999,-70.58945058,1370,1,10
9348,ESCUELA PARTICULAR ESPECIAL NUEVO RUMBO,13110,2,-33.53557,-70.597916,123,1,212
9356,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,13110,2,-33.55799068999999,-70.59232968,1682,1,10
9358,ESC. PART. SAINT GERMAINE SCHOOL,13110,2,-33.52955448,-70.5961318,298,1,10
9362,COLEGIO PARTICULAR LA CONCEPCION,13110,2,-33.52673992999999,-70.58316775,968,1,10
9363,ESC. PART. RAFAEL SOTOMAYOR B.,13110,2,-33.51666153,-70.58063616,322,1,10
9366,ESCUELA BASICA PARTICULAR PAICAVI  NUM 1,13110,2,-33.55323038,-70.60185182,664,1,10
9368,ESCUELA PARTICULAR PAPA JUAN PABLO II,13110,2,-33.53091931,-70.59887756,258,1,10
9369,ESCUELA PARTICULAR ROSARIO CONCHA,13110,2,-33.5186711,-70.58521968,1127,1,10
9373,BERNADETTE COLLEGE,13110,2,-33.55037718,-70.5939039,861,1,10
9375,CENTRO EDUCACIONAL LONDON,13110,2,-33.55822288,-70.59474021,661,1,10
9376,ESCUELA ESPECIAL INST.VICUNA MACKENNA,13110,2,-33.553593,-70.57354,69,1,212
9377,COLEGIO POLIV. VICENTE VALDES,13110,2,-33.52291935,-70.59742898,628,1,110
9385,COLEGIO LE MONDE,13110,2,-33.55032832,-70.58896548,1007,1,10
9396,COLEGIO SANTA CECILIA DE LA FLORIDA,13110,3,-33.514006,-70.60971,315,1,10
9405,LICEO BETSABE HORMAZABAL DE ALARCON,13130,1,-33.49040741999999,-70.65607108,500,1,110
9406,LICEO ANDRES BELLO,13130,1,-33.48664656999999,-70.65290957,613,1,110
9407,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,13130,4,-33.48936244,-70.65774866,740,1,310
9408,LICEO BICENTENARIO POLITECNICO SAN JOAQUIN,13129,4,-33.48364713,-70.64102081,363,1,310
9409,LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),13130,4,-33.49015584,-70.6506494,582,1,410
9410,ESCUELA  CONSOLIDADA DAVILA,13121,1,-33.50665601,-70.66965572,394,1,10
9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,13129,5,-33.50066196,-70.63454954,812,1,10
9413,ESCUELA GENERAL BASICA SANTA FE,13130,1,-33.51408794999999,-70.6377727,411,1,10
9414,COLEGIO CIUDAD DE FRANKFORT,13129,5,-33.48926174999999,-70.62281982,603,1,10
9415,ESCUELA TERRITORIO ANTARTICO,13130,1,-33.50729712999999,-70.66255721,662,1,10
9416,ESCUELA POETAS DE CHILE,13121,1,-33.48073675,-70.6604761,457,1,10
9418,ESCUELA LA VICTORIA,13121,1,-33.48776092,-70.67974555,277,1,110
9419,LICEO MUNICIPAL ENRIQUE BACKAUSSE,13121,1,-33.48263185999999,-70.67448238,340,1,10
9421,LICEO MUNICIPAL SAN JOAQUIN,13129,5,-33.49374962,-70.62669596,340,1,10
9422,ESCUELA CENTRO EDUC. REP. MEXICANA,13121,1,-33.48876640999999,-70.66537197,313,1,10
9424,ESCUELA BASICA FRAY CAMILO HENRIQUEZ,13129,5,-33.50569342,-70.62432593,687,1,10
9426,ESCUELA LLANO SUBERCASEAUX,13130,1,-33.48578744999999,-70.65647995,574,1,10
9428,ESCUELA BASICA RICARDO E. LATCHMAN,13121,1,-33.49101098,-70.68241824,306,1,10
9429,ESCUELA POETA VICTOR DOMINGO SILVA,13129,5,-33.50312755,-70.63456899,301,1,10
9430,CENTRO EDUC. PROVINCIA DE ÑUBLE,13129,5,-33.47836714,-70.63618339,590,1,10
9431,ESCUELA VILLA SAN MIGUEL,13130,1,-33.49785019,-70.6628646,423,1,10
9433,ESCUELA BASICA MUNICIPAL,13130,1,-33.507162,-70.65172916,367,1,10
9437,ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII,13129,5,-33.49015442,-70.63231794,374,1,10
9443,ESCUELA BAS. LOS HEROES DE YUNGAY,13111,5,-33.52182186,-70.61841711,160,1,10
9444,ESCUELA ESPECIAL LOS CEDROS DEL LIBANO,13130,1,-33.486294,-70.65289,152,1,212
9446,ESCUELA DE PARVULOS RAYITO DE LUZ,13121,1,-33.48272999999999,-70.67844,151,1,10
9457,ESCUELA BÁSICA POETA NERUDA (EX-483),13129,5,-33.51313398,-70.63066628,303,1,10
9458,ESCUELA BOROA,13121,1,-33.50525361999999,-70.67470241,387,1,10
9460,INST. REG. EDUC ADULTOS SAN MIGUEL,13130,1,-33.48642,-70.65298,174,1,165
9461,ESC. ESP. DE ADULTOS HUGO MORALES BIZAMA,13130,1,-33.49861,-70.6469,147,1,165
9467,COLEGIO LA CASTRINA,13129,2,-33.51616215,-70.63320536,117,1,110
9472,LICEO POLITECNICO SAN LUIS,13130,2,-33.50924829,-70.65673034,1326,1,310
9473,ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA,13130,2,-33.50680207,-70.64698936,376,1,10
9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,13130,2,-33.4873673,-70.65023579,355,1,310
9484,COLEGIO SANTA ROSA,13130,2,-33.49400058,-70.64931386,1072,1,10
9485,ESCUELA PARTICULAR HANSEL Y GRETEL,13130,2,-33.50781099,-70.66596042,179,1,10
9486,COLEGIO ESPIRITU SANTO DEL VERBO DIVINO,13129,2,-33.49274999,-70.61910581,1015,1,10
9487,ESCUELA INDUSTRIAL PART. LAUTARO,13130,2,-33.49915231,-70.65495208,179,1,510
9489,LICEO COMERCIAL JAVIERA Y J L CARRERA N1,13130,2,-33.51601294999999,-70.63772036,286,1,310
9490,ESCUELA PARTICULAR LUCILA GODOY,13130,2,-33.50184025,-70.64207914,305,1,110
9499,ESCUELA HOGAR DE CIEGOS SANTA LUCIA,13109,2,-33.52351878,-70.6519421,75,1,213
9500,COLEGIO PART. NUESTRA SRA DEL HUERTO,13129,2,-33.47219384,-70.62537056,405,1,10
9502,COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,13129,2,-33.49666507,-70.62856671,711,1,10
9503,ESCUELA PARTICULAR PIO DOCE,13121,2,-33.47826403,-70.66817507,370,1,10
9504,ESCUELA PARTICULAR Y COLEGIO CHILE,13130,2,-33.50098922,-70.65354118,2153,1,10
9505,ESCUELA PARTICULAR JOSE A.ALFONSO,13121,2,-33.50278671,-70.67760122,1217,1,10
9506,ESC.BAS.PROFESORA AIDA RAMOS DIAZ,13121,2,-33.50720949,-70.67096769,344,1,10
9507,ESCUELA PARTICULAR LAURA VICUNA,13129,2,-33.48701873,-70.63272118,356,1,10
9508,COLEGIO PARTICULAR POBL. ALESSANDRI,13121,2,-33.48238866,-70.66529311,217,1,10
9509,COLEGIO SUBERCASEAUX COLLEGE,13130,3,-33.480182,-70.65516,474,1,10
9510,COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ,13121,2,-33.49117945999999,-70.67311233,359,1,10
9511,ESCUELA PARTICULAR GRAN AVENIDA,13130,2,-33.5059132,-70.65590334,227,1,10
9512,ESCUELA BASICA PARTIC JACQUELINE KENNEDY,13121,2,-33.47933577,-70.66996999,114,1,110
9518,COLEGIO PARTICULAR PADRE FIDEL ABARCA,13121,2,-33.48997419,-70.67752012,145,1,110
9519,COLEGIO BICENTENARIO SANTO CURA DE ARS,13130,2,-33.50684934,-70.65208834,1074,1,10
9520,PRINCESS MARGARET COLLEGE,13130,2,-33.51320277,-70.64570174,145,1,10
9527,ESCUELA PARTICULAR ECOLE NOEL,13130,2,-33.49651647999999,-70.66257275,491,1,10
9531,ESCUELA PARTICULAR MIGUEL DAVILA,13121,2,-33.506073,-70.67684,104,1,110
9533,ESCUELA BASICA PARTICULAR RAINBOW SCHOOL,13129,2,-33.50071076999999,-70.63132535,181,1,10
9534,COLEGIO SAN DAMIAN,13110,2,-33.53930299999999,-70.59655148,1329,1,10
9537,ESCUELA PARTICULAR DIVINA GABRIELA,13121,2,-33.49895553999999,-70.67615697,175,1,10
9539,ESC. BAS. N°221 SANTA CATALINA DE SAN MIGUEL,13130,2,-33.50757787,-70.6430043,196,1,10
9540,ESCUELA PARTICULAR SAN CARLOS,13121,2,-33.50150324,-70.67915783,138,1,110
9543,ESCUELA PARTICULAR EL GRECO,13121,2,-33.49716311,-70.66593152,99,1,110
9544,ESCUELA PARTICULAR AMIGOS,13121,2,-33.49546303999999,-70.66586892,379,1,10
9547,ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE,13129,2,-33.49604115999999,-70.63106367,368,1,10
9551,ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL,13121,2,-33.49068434,-70.66978511,245,1,10
9553,COLEGIO KING´S SCHOOL,13130,2,-33.50815139,-70.64717866,524,1,10
9556,ESCUELA PARTICULAR MARQUEZ DE OVANDO,13121,2,-33.49314784,-70.66742088,647,1,10
9558,ESCUELA PARTICULAR ROCIO DE LOS ANGELES,13121,2,-33.47795815,-70.66168975,645,1,10
9564,COLEGIO PARROQUIAL SAN MIGUEL,13130,2,-33.48702988,-70.65013962,1223,1,10
9570,INSTITUTO MIGUEL LEON PRADO,13130,2,-33.48816839,-70.65046476,1230,1,10
9572,ESCUELA PARTICULAR JAVIERA CARRERA,13129,2,-33.51701493,-70.63483415,297,1,110
9579,LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN ED,13129,4,-33.50693331,-70.63234112,670,1,310
9581,LICEO TECNICO A-100 DE SAN MIGUEL,13130,4,-33.49686276,-70.6527186,514,1,310
9582,LICEO POLIVALENTE FRANCISCO FRIAS V.,13111,5,-33.52431923,-70.63572042,263,1,310
